File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_308_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.2,0.201,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,89,-1,-1,,,,,,,
2,26,-1,18,,,,,,,
3,57,114,39,,,,,,,
4,216,-1,-1,,,,,,,
5,109,-1,76,,,,,,,
6,67,134,46,,,,,,,
7,90,180,63,,,,,,,
8,22,-1,-1,2,,,,,,
9,221,-1,-1,2,,,,,,
10,280,-1,-1,6,,,,,,
11,236,472,-1,1,,,,,,
12,303,-1,-1,5,,,,,,
13,333,-1,233,4,,,,,,
14,46,-1,-1,11,,,,,,
15,197,394,-1,9,,,,,,
16,65,-1,-1,10,,,,,,
17,21,42,14,12,,,,,,
18,204,-1,142,9,,,,,,
19,235,-1,164,10,,,,,,
20,129,258,-1,"10, 13",,,,,,
21,51,-1,-1,10,,,,,,
22,217,-1,151,"15, 20",,,,,,
23,74,148,-1,19,,,,,,
24,46,-1,32,18,,,,,,
25,143,-1,-1,"3, 24",,,,,,
26,208,416,-1,24,,,,,,
27,279,-1,-1,"20, 24",,,,,,
28,152,304,106,26,,,,,,
29,253,-1,-1,25,,,,,,
30,26,52,-1,27,,,,,,
31,237,474,-1,26,,,,,,
32,58,116,40,26,,,,,,
33,193,-1,135,27,,,,,,
34,136,-1,-1,27,,,,,,
35,122,-1,-1,"8, 32",,,,,,
36,303,-1,212,"15, 32",,,,,,
37,147,294,-1,29,,,,,,
38,92,184,-1,30,,,,,,
39,63,-1,-1,32,,,,,,
40,190,380,-1,29,,,,,,
41,233,-1,-1,31,,,,,,
42,69,138,48,39,,,,,,
43,72,144,-1,40,,,,,,
44,134,-1,93,"7, 25, 38",,,,,,
45,100,200,-1,"13, 39",,,,,,
46,188,-1,-1,39,,,,,,
47,48,-1,33,38,,,,,,
48,132,-1,92,"34, 35",,,,,,
49,88,-1,61,39,,,,,,
50,67,134,-1,40,,,,,,
