File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_467_RF0.2_R0_S13,13,0,50,0.0,0.2,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,247,-1,172,,,,,,,
2,145,290,-1,1,,,,,,
3,204,-1,-1,1,,,,,,
4,238,-1,-1,"2, 3",,,,,,
5,160,-1,-1,"2, 3",,,,,,
6,62,-1,-1,"2, 3",,,,,,
7,43,-1,-1,"4, 5, 6",,,,,,
8,64,-1,44,"4, 5, 6",,,,,,
9,174,-1,-1,"4, 5, 6",,,,,,
10,177,-1,-1,"7, 8, 9",,,,,,
11,358,-1,-1,"7, 8, 9",,,,,,
12,45,-1,-1,"7, 8, 9",,,,,,
13,96,-1,-1,11,,,,,,
14,158,-1,110,"10, 11",,,,,,
15,24,-1,-1,"10, 11",,,,,,
16,221,442,154,"13, 15",,,,,,
17,158,-1,-1,"14, 15",,,,,,
18,89,-1,-1,"13, 15",,,,,,
19,289,-1,-1,15,,,,,,
20,225,-1,157,"16, 17, 18, 19",,,,,,
21,119,238,-1,20,,,,,,
22,220,-1,-1,20,,,,,,
23,132,-1,-1,"21, 22",,,,,,
24,216,432,151,"21, 22",,,,,,
25,192,-1,-1,"12, 21, 22",,,,,,
26,90,-1,-1,"23, 24, 25",,,,,,
27,80,-1,-1,"12, 23, 24",,,,,,
28,227,-1,-1,"23, 24",,,,,,
29,274,-1,-1,"23, 24, 25",,,,,,
30,273,-1,191,"26, 28",,,,,,
31,54,-1,-1,"27, 29",,,,,,
32,120,240,84,"25, 27, 28",,,,,,
33,204,-1,-1,"27, 29",,,,,,
34,224,-1,-1,"30, 33",,,,,,
35,224,448,-1,31,,,,,,
36,132,-1,-1,"30, 31",,,,,,
37,82,-1,57,"34, 36",,,,,,
38,267,-1,-1,"28, 33, 35",,,,,,
39,172,-1,-1,"33, 36",,,,,,
40,39,-1,-1,"30, 38",,,,,,
41,158,-1,-1,"32, 37",,,,,,
42,262,-1,183,37,,,,,,
43,192,-1,-1,41,,,,,,
44,97,194,-1,"40, 41",,,,,,
45,21,-1,-1,"39, 42, 43, 44",,,,,,
46,32,-1,-1,"42, 43, 44",,,,,,
47,263,526,-1,44,,,,,,
48,143,-1,-1,"46, 47",,,,,,
49,91,182,-1,"45, 46, 47",,,,,,
50,162,324,-1,46,,,,,,
