File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_466_RF0.4_R5_S13,13,5,50,0.4,0.4,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,25,-1,17,,,,,,,
2,20,-1,-1,1,,,,,,
3,66,-1,-1,1,,,,,,
4,64,128,-1,"2, 3",,,,,,
5,64,128,-1,"2, 3",,,,,,
6,102,204,-1,"4, 5",,,,,,
7,44,88,30,"4, 5",,,,,,
8,103,206,-1,"6, 7",,,,,,
9,152,304,-1,"6, 7",,,,,,
10,262,-1,183,"6, 7",,,,,,
11,163,-1,-1,"8, 9, 10",,,,,,
12,111,222,77,"8, 9, 10",,,,,,
13,61,-1,-1,"8, 9, 10",,,,,,
14,52,-1,-1,"8, 9, 10",,,,,,
15,95,-1,-1,"11, 12, 13, 14",,,,,,
16,374,-1,-1,"11, 12, 13, 14",,,,,,
17,140,-1,-1,"15, 16",,,,,,
18,87,-1,60,"15, 16",,,,,,
19,127,-1,-1,"17, 18",,,,,,
20,68,-1,-1,"17, 18",,,,,,
21,234,-1,163,"19, 20",,,,,,
22,196,-1,-1,"19, 20",,,,,,
23,123,-1,-1,"19, 20",,,,,,
24,157,314,-1,"19, 20",,,,,,
25,86,-1,-1,"21, 22, 23, 24",,,,,,
26,333,-1,233,"21, 22, 23",,,,,,
27,318,-1,222,"21, 22, 23",,,,,,
28,233,-1,-1,"21, 22, 23",,,,,,
29,86,172,60,"25, 26, 28",,,,,,
30,184,368,-1,"26, 28",,,,,,
31,31,62,-1,"26, 27, 28",,,,,,
32,92,184,64,"30, 31",,,,,,
33,111,-1,77,31,,,,,,
34,128,256,89,"25, 31",,,,,,
35,84,168,-1,30,,,,,,
36,108,-1,75,34,,,,,,
37,164,-1,-1,"32, 33, 34",,,,,,
38,57,-1,39,"29, 32",,,,,,
39,100,200,-1,"25, 32, 33, 35",,,,,,
40,145,-1,-1,"36, 38",,,,,,
41,58,116,-1,"33, 36",,,,,,
42,45,90,-1,"36, 38, 39",,,,,,
43,223,446,156,"39, 40",,,,,,
44,148,296,103,"41, 42",,,,,,
45,147,-1,102,42,,,,,,
46,151,-1,105,"40, 44",,,,,,
47,113,-1,-1,43,,,,,,
48,27,-1,18,46,,,,,,
49,104,-1,72,"37, 46",,,,,,
50,80,160,-1,47,,,,,,
