File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_455_RF0.2_R3_S13,13,3,50,0.2,0.2,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,158,-1,-1,,,,,,,
2,99,198,-1,,,,,,,
3,34,-1,-1,,,,,,,
4,56,-1,-1,"1, 2, 3",,,,,,
5,126,-1,-1,"1, 2, 3",,,,,,
6,29,-1,-1,"1, 2, 3",,,,,,
7,21,-1,14,"4, 5, 6",,,,,,
8,144,-1,-1,"4, 5, 6",,,,,,
9,236,472,-1,"7, 8",,,,,,
10,43,-1,-1,"7, 8",,,,,,
11,160,-1,112,"7, 8",,,,,,
12,248,-1,173,"7, 8",,,,,,
13,112,-1,-1,"9, 10, 11, 12",,,,,,
14,153,306,107,"9, 10, 11",,,,,,
15,121,-1,-1,"13, 14",,,,,,
16,48,96,33,"13, 14",,,,,,
17,226,-1,-1,14,,,,,,
18,67,-1,-1,16,,,,,,
19,109,-1,76,"16, 17",,,,,,
20,122,-1,-1,"18, 19",,,,,,
21,31,-1,-1,"18, 19",,,,,,
22,60,-1,-1,"18, 19",,,,,,
23,99,198,-1,"20, 21, 22",,,,,,
24,54,-1,-1,"20, 21, 22",,,,,,
25,137,-1,-1,"23, 24",,,,,,
26,103,-1,72,"23, 24",,,,,,
27,142,-1,-1,"23, 24",,,,,,
28,109,-1,76,"25, 27",,,,,,
29,135,-1,-1,"25, 27",,,,,,
30,71,-1,-1,"26, 27",,,,,,
31,89,-1,-1,"25, 27",,,,,,
32,103,-1,-1,"28, 29, 30, 31",,,,,,
33,222,-1,155,"29, 30, 31",,,,,,
34,117,-1,-1,"29, 30, 31",,,,,,
35,67,-1,-1,"33, 34",,,,,,
36,23,46,-1,"32, 33, 34",,,,,,
37,162,-1,-1,"28, 33, 34",,,,,,
38,45,-1,-1,"36, 37",,,,,,
39,213,-1,-1,"35, 37",,,,,,
40,166,332,-1,38,,,,,,
41,73,146,-1,38,,,,,,
42,50,-1,35,40,,,,,,
43,90,-1,-1,40,,,,,,
44,181,-1,-1,"41, 43",,,,,,
45,40,-1,-1,"15, 41, 42, 43",,,,,,
46,137,-1,-1,45,,,,,,
47,304,-1,-1,"35, 44",,,,,,
48,112,-1,-1,"39, 44",,,,,,
49,104,208,-1,"15, 44",,,,,,
50,85,170,-1,44,,,,,,
