File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_483_RF0.2_R5_S25,25,5,50,0.2,0.2,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,711,1422,-1,,,,,,,
2,586,-1,-1,,,,,,,
3,416,-1,-1,,,,,,,
4,332,664,-1,"1, 2, 3",,,,,,
5,461,-1,-1,"1, 2, 3",,,,,,
6,409,-1,-1,"4, 5",,,,,,
7,249,-1,-1,"4, 5",,,,,,
8,388,-1,-1,"4, 5",,,,,,
9,497,-1,-1,"6, 7, 8",,,,,,
10,468,936,-1,"6, 7, 8",,,,,,
11,552,-1,-1,"9, 10",,,,,,
12,502,-1,-1,"9, 10",,,,,,
13,578,-1,404,"9, 10",,,,,,
14,726,-1,-1,"11, 12, 13",,,,,,
15,160,-1,112,"11, 12, 13",,,,,,
16,594,-1,-1,"11, 12, 13",,,,,,
17,518,1036,-1,"11, 12, 13",,,,,,
18,526,1052,-1,"14, 15, 16, 17",,,,,,
19,346,-1,-1,"14, 15, 16, 17",,,,,,
20,274,-1,-1,"14, 15, 16, 17",,,,,,
21,560,-1,-1,"18, 20",,,,,,
22,666,-1,-1,20,,,,,,
23,607,-1,-1,20,,,,,,
24,705,-1,-1,22,,,,,,
25,472,-1,330,"22, 23",,,,,,
26,397,-1,-1,23,,,,,,
27,393,786,275,"25, 26",,,,,,
28,555,-1,-1,"19, 25, 26",,,,,,
29,408,-1,285,"27, 28",,,,,,
30,342,-1,-1,"18, 27",,,,,,
31,580,-1,-1,"18, 27, 28",,,,,,
32,443,-1,310,"21, 29, 30, 31",,,,,,
33,529,-1,-1,"21, 24, 29, 30, 31",,,,,,
34,434,-1,-1,33,,,,,,
35,645,1290,-1,33,,,,,,
36,440,-1,308,33,,,,,,
37,501,-1,-1,32,,,,,,
38,694,1388,-1,36,,,,,,
39,564,-1,-1,"33, 37",,,,,,
40,446,892,312,"35, 39",,,,,,
41,414,-1,-1,"34, 38, 39",,,,,,
42,494,-1,-1,"34, 38",,,,,,
43,711,-1,-1,41,,,,,,
44,686,-1,-1,42,,,,,,
45,320,-1,224,"40, 44",,,,,,
46,374,-1,-1,"40, 44",,,,,,
47,467,-1,326,"40, 43",,,,,,
48,443,-1,-1,47,,,,,,
49,589,1178,-1,47,,,,,,
50,615,-1,-1,"45, 46",,,,,,
