File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_496_RF0.4_R5_S13,13,5,50,0.4,0.4,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,455,-1,318,,,,,,,
2,411,-1,-1,1,,,,,,
3,538,-1,-1,1,,,,,,
4,422,-1,295,1,,,,,,
5,405,-1,-1,1,,,,,,
6,429,858,-1,"2, 4, 5",,,,,,
7,461,-1,-1,"2, 4, 5",,,,,,
8,511,1022,-1,"2, 4, 5",,,,,,
9,546,-1,382,"6, 7, 8",,,,,,
10,445,890,311,"6, 7, 8",,,,,,
11,541,-1,-1,"9, 10",,,,,,
12,698,1396,488,"9, 10",,,,,,
13,565,1130,395,"9, 10",,,,,,
14,560,1120,392,"11, 12, 13",,,,,,
15,599,-1,-1,"11, 12, 13",,,,,,
16,566,-1,396,"3, 11, 12, 13",,,,,,
17,574,1148,401,"14, 15, 16",,,,,,
18,203,-1,-1,"14, 15, 16",,,,,,
19,594,1188,-1,"14, 15, 16",,,,,,
20,436,-1,-1,"14, 15, 16",,,,,,
21,323,-1,226,"14, 15, 16",,,,,,
22,421,-1,294,"17, 18, 19, 20, 21",,,,,,
23,526,-1,368,"17, 18, 19, 20, 21",,,,,,
24,484,968,-1,"22, 23",,,,,,
25,345,-1,241,"22, 23",,,,,,
26,470,940,-1,"22, 23",,,,,,
27,419,838,-1,"24, 26",,,,,,
28,425,-1,-1,24,,,,,,
29,691,1382,-1,24,,,,,,
30,440,-1,-1,"27, 28, 29",,,,,,
31,487,-1,340,"27, 28",,,,,,
32,593,-1,415,"27, 28, 29",,,,,,
33,476,952,333,"30, 31",,,,,,
34,414,-1,-1,"25, 29, 31",,,,,,
35,371,742,259,"31, 32",,,,,,
36,513,-1,-1,35,,,,,,
37,416,832,291,36,,,,,,
38,747,-1,-1,36,,,,,,
39,434,-1,-1,36,,,,,,
40,578,-1,-1,"25, 37, 38",,,,,,
41,632,1264,-1,"25, 38",,,,,,
42,474,-1,-1,"25, 33, 38",,,,,,
43,484,-1,-1,"39, 40, 41, 42",,,,,,
44,342,684,-1,"39, 40, 41",,,,,,
45,601,1202,420,"30, 39, 41",,,,,,
46,626,1252,-1,"44, 45",,,,,,
47,530,-1,-1,"44, 45",,,,,,
48,410,-1,287,"34, 43, 45",,,,,,
49,482,-1,-1,48,,,,,,
50,317,634,-1,"46, 48",,,,,,
