File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_461_RF0.2_R0_S13,13,0,50,0.0,0.2,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,137,-1,95,,,,,,,
2,84,-1,-1,,,,,,,
3,26,52,18,1,,,,,,
4,145,-1,101,1,,,,,,
5,114,-1,-1,2,,,,,,
6,92,-1,-1,"1, 2",,,,,,
7,130,-1,-1,"1, 2",,,,,,
8,145,-1,-1,"3, 4, 5, 7",,,,,,
9,30,-1,-1,"5, 7",,,,,,
10,181,-1,-1,"4, 5, 7",,,,,,
11,120,240,-1,"4, 5, 6, 7",,,,,,
12,300,600,-1,"5, 6, 7",,,,,,
13,57,-1,-1,"10, 12",,,,,,
14,33,-1,-1,"11, 12",,,,,,
15,175,-1,-1,"9, 12",,,,,,
16,38,-1,-1,"13, 14, 15",,,,,,
17,180,-1,-1,"8, 13, 14, 15",,,,,,
18,160,-1,-1,"8, 13, 14, 15",,,,,,
19,79,-1,-1,"16, 17, 18",,,,,,
20,133,-1,-1,"16, 17, 18",,,,,,
21,73,-1,-1,"16, 17, 18",,,,,,
22,267,-1,-1,"19, 20, 21",,,,,,
23,281,-1,-1,"19, 20, 21",,,,,,
24,178,-1,-1,"22, 23",,,,,,
25,30,60,21,"22, 23",,,,,,
26,150,-1,-1,"24, 25",,,,,,
27,167,-1,-1,"24, 25",,,,,,
28,102,-1,-1,"26, 27",,,,,,
29,66,-1,-1,"26, 27",,,,,,
30,38,-1,26,"26, 27",,,,,,
31,114,-1,-1,"28, 30",,,,,,
32,48,-1,-1,30,,,,,,
33,70,140,-1,"29, 30",,,,,,
34,34,-1,-1,29,,,,,,
35,157,314,-1,"32, 33, 34",,,,,,
36,52,-1,-1,35,,,,,,
37,201,-1,140,35,,,,,,
38,111,-1,-1,36,,,,,,
39,162,-1,113,37,,,,,,
40,215,-1,-1,38,,,,,,
41,54,108,-1,"31, 39",,,,,,
42,89,-1,-1,"31, 38",,,,,,
43,117,234,81,41,,,,,,
44,187,-1,-1,"39, 40, 42",,,,,,
45,52,104,-1,43,,,,,,
46,147,-1,-1,"43, 44",,,,,,
47,154,308,107,"40, 43",,,,,,
48,114,-1,-1,47,,,,,,
49,140,-1,-1,"42, 47",,,,,,
50,33,-1,23,"46, 47",,,,,,
