File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_311_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,159,-1,-1,,,,,,,
2,199,398,139,,,,,,,
3,38,76,-1,,,,,,,
4,199,-1,-1,,,,,,,
5,85,170,-1,,,,,,,
6,246,-1,-1,4,,,,,,
7,162,-1,-1,2,,,,,,
8,94,-1,-1,2,,,,,,
9,206,412,144,5,,,,,,
10,70,140,49,"2, 3, 5",,,,,,
11,265,-1,-1,4,,,,,,
12,213,-1,149,8,,,,,,
13,194,388,-1,"5, 8",,,,,,
14,135,270,94,7,,,,,,
15,158,316,-1,6,,,,,,
16,68,-1,47,7,,,,,,
17,229,458,-1,7,,,,,,
18,109,218,-1,17,,,,,,
19,34,-1,-1,16,,,,,,
20,152,304,106,13,,,,,,
21,148,-1,103,13,,,,,,
22,265,-1,-1,14,,,,,,
23,85,-1,59,16,,,,,,
24,129,-1,-1,17,,,,,,
25,113,226,79,14,,,,,,
26,99,198,-1,"18, 20",,,,,,
27,98,-1,-1,"4, 21",,,,,,
28,142,284,-1,"15, 18",,,,,,
29,109,-1,-1,"22, 25",,,,,,
30,189,378,-1,18,,,,,,
31,205,-1,143,28,,,,,,
32,296,592,207,"14, 30",,,,,,
33,75,-1,52,30,,,,,,
34,156,-1,109,26,,,,,,
35,131,262,-1,29,,,,,,
36,242,-1,169,30,,,,,,
37,179,-1,-1,30,,,,,,
38,150,-1,105,33,,,,,,
39,189,-1,-1,"24, 35",,,,,,
40,47,-1,-1,33,,,,,,
41,61,122,42,"5, 12, 32",,,,,,
42,248,-1,-1,31,,,,,,
43,38,-1,-1,"33, 34",,,,,,
44,97,194,-1,32,,,,,,
45,221,-1,154,42,,,,,,
46,271,-1,189,42,,,,,,
47,106,-1,-1,"21, 38, 40",,,,,,
48,174,-1,-1,40,,,,,,
49,161,322,112,"21, 29, 40",,,,,,
50,50,-1,-1,41,,,,,,
