File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_337_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.2,0.199,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,412,824,-1,,,,,,,
2,377,-1,-1,,,,,,,
3,292,-1,-1,,,,,,,
4,308,-1,215,,,,,,,
5,429,858,300,,,,,,,
6,411,-1,-1,,,,,,,
7,512,-1,358,,,,,,,
8,445,-1,-1,,,,,,,
9,458,-1,320,,,,,,,
10,689,-1,482,4,,,,,,
11,684,1368,-1,8,,,,,,
12,411,-1,-1,3,,,,,,
13,339,678,-1,3,,,,,,
14,395,-1,276,11,,,,,,
15,412,-1,-1,10,,,,,,
16,512,1024,-1,10,,,,,,
17,321,642,224,11,,,,,,
18,510,-1,357,11,,,,,,
19,574,1148,401,16,,,,,,
20,629,1258,-1,17,,,,,,
21,651,1302,-1,15,,,,,,
22,524,1048,366,21,,,,,,
23,481,962,-1,19,,,,,,
24,519,1038,363,21,,,,,,
25,502,-1,-1,19,,,,,,
26,467,-1,326,20,,,,,,
27,565,1130,-1,21,,,,,,
28,662,-1,-1,20,,,,,,
29,414,828,-1,"18, 21",,,,,,
30,586,-1,410,21,,,,,,
31,269,-1,188,20,,,,,,
32,504,-1,-1,"26, 27",,,,,,
33,421,-1,294,26,,,,,,
34,479,958,335,"22, 26",,,,,,
35,557,1114,-1,28,,,,,,
36,517,-1,-1,31,,,,,,
37,438,-1,-1,"14, 27",,,,,,
38,559,-1,-1,23,,,,,,
39,477,954,-1,28,,,,,,
40,541,-1,-1,34,,,,,,
41,462,-1,-1,"6, 33",,,,,,
42,933,1866,-1,33,,,,,,
43,558,-1,-1,"9, 36",,,,,,
44,380,760,266,"23, 28, 37",,,,,,
45,497,-1,-1,"34, 38",,,,,,
46,362,-1,253,43,,,,,,
47,479,-1,335,"31, 44",,,,,,
48,531,1062,-1,"18, 45",,,,,,
49,683,-1,-1,"23, 40",,,,,,
50,535,-1,374,42,,,,,,
