File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_479_RF0.4_R5_S13,13,5,50,0.4,0.4,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,432,-1,-1,,,,,,,
2,385,770,269,,,,,,,
3,259,-1,181,,,,,,,
4,479,-1,-1,"1, 2, 3",,,,,,
5,728,-1,-1,"1, 2, 3",,,,,,
6,544,1088,-1,"1, 2, 3",,,,,,
7,472,944,-1,"1, 2, 3",,,,,,
8,611,1222,427,"4, 5, 6, 7",,,,,,
9,413,-1,289,"4, 5, 6, 7",,,,,,
10,491,-1,343,"4, 5, 6, 7",,,,,,
11,490,-1,343,"8, 9, 10",,,,,,
12,561,1122,392,11,,,,,,
13,363,-1,254,11,,,,,,
14,449,898,-1,11,,,,,,
15,442,884,309,"12, 13, 14",,,,,,
16,268,-1,-1,"12, 13, 14",,,,,,
17,377,-1,263,"12, 13",,,,,,
18,590,1180,413,"16, 17",,,,,,
19,535,1070,-1,"15, 16, 17",,,,,,
20,403,806,-1,18,,,,,,
21,567,1134,-1,"18, 19",,,,,,
22,519,1038,363,"18, 19",,,,,,
23,404,808,-1,"20, 21, 22",,,,,,
24,382,-1,-1,"20, 22",,,,,,
25,742,-1,519,"23, 24",,,,,,
26,636,-1,445,"23, 24",,,,,,
27,447,-1,-1,"23, 24",,,,,,
28,389,-1,-1,"25, 26, 27",,,,,,
29,664,-1,-1,"25, 26",,,,,,
30,515,-1,-1,"28, 29",,,,,,
31,388,-1,-1,"28, 29",,,,,,
32,498,-1,-1,28,,,,,,
33,812,1624,568,30,,,,,,
34,656,-1,-1,30,,,,,,
35,548,1096,383,"31, 33, 34",,,,,,
36,528,-1,369,34,,,,,,
37,369,-1,-1,"33, 34",,,,,,
38,484,968,-1,"33, 34",,,,,,
39,497,994,-1,34,,,,,,
40,522,1044,-1,"35, 38",,,,,,
41,302,-1,-1,35,,,,,,
42,408,-1,285,"37, 38",,,,,,
43,572,1144,400,42,,,,,,
44,477,954,-1,"32, 42",,,,,,
45,563,-1,-1,"35, 43",,,,,,
46,443,-1,-1,"32, 40, 43",,,,,,
47,442,-1,-1,"40, 44",,,,,,
48,509,-1,-1,"36, 39, 46",,,,,,
49,406,-1,284,"45, 46",,,,,,
50,533,-1,-1,"36, 46",,,,,,
