File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_361_RF0.4_R10_S25,25,10,50,0.4,0.4,2,MIXED,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,33,-1,-1,,,,,,,
2,157,314,-1,,,,,,,
3,44,-1,30,,,,,,,
4,89,178,-1,,,,,,,
5,310,620,-1,,,,,,,
6,74,148,51,,,,,,,
7,281,562,-1,1,,,,,,
8,567,1134,-1,4,,,,,,
9,77,-1,53,3,,,,,,
10,223,-1,-1,4,,,,,,
11,165,-1,115,6,,,,,,
12,64,128,-1,6,,,,,,
13,109,-1,-1,7,,,,,,
14,112,-1,-1,9,,,,,,
15,98,-1,68,10,,,,,,
16,31,-1,-1,8,,,,,,
17,117,-1,81,10,,,,,,
18,170,-1,119,17,,,,,,
19,128,256,89,16,,,,,,
20,348,-1,-1,"10, 14",,,,,,
21,448,-1,-1,"9, 16",,,,,,
22,235,-1,-1,17,,,,,,
23,136,-1,-1,"8, 17",,,,,,
24,117,234,81,16,,,,,,
25,99,198,69,24,,,,,,
26,185,370,129,23,,,,,,
27,167,-1,116,20,,,,,,
28,113,226,-1,24,,,,,,
29,52,-1,-1,20,,,,,,
30,353,706,-1,24,,,,,,
31,408,-1,-1,30,,,,,,
32,214,-1,-1,25,,,,,,
33,231,462,-1,"22, 26",,,,,,
34,505,1010,-1,"26, 29",,,,,,
35,501,1002,-1,29,,,,,,
36,517,-1,-1,27,,,,,,
37,75,-1,-1,34,,,,,,
38,163,326,-1,35,,,,,,
39,420,-1,294,31,,,,,,
40,322,-1,225,"26, 36",,,,,,
41,468,-1,-1,32,,,,,,
42,156,-1,-1,31,,,,,,
43,81,-1,56,36,,,,,,
44,276,-1,193,"7, 33",,,,,,
45,460,-1,-1,33,,,,,,
46,99,198,69,"32, 33",,,,,,
47,150,-1,105,"32, 39",,,,,,
48,52,-1,-1,43,,,,,,
49,85,170,59,37,,,,,,
50,290,580,203,46,,,,,,
