File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_342_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.2,0.199,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,480,960,-1,,,,,,,
2,582,-1,407,,,,,,,
3,456,-1,319,,,,,,,
4,536,1072,-1,,,,,,,
5,436,872,-1,,,,,,,
6,384,-1,-1,,,,,,,
7,361,722,-1,,,,,,,
8,560,-1,-1,2,,,,,,
9,447,894,312,6,,,,,,
10,432,864,-1,"2, 7",,,,,,
11,358,-1,-1,3,,,,,,
12,514,-1,359,2,,,,,,
13,434,-1,303,6,,,,,,
14,407,-1,-1,"2, 3",,,,,,
15,484,968,-1,1,,,,,,
16,555,1110,388,"8, 10",,,,,,
17,562,-1,-1,"4, 12",,,,,,
18,520,-1,-1,"13, 14",,,,,,
19,471,-1,-1,9,,,,,,
20,340,680,-1,15,,,,,,
21,800,1600,560,20,,,,,,
22,430,860,-1,19,,,,,,
23,467,-1,-1,16,,,,,,
24,533,-1,373,20,,,,,,
25,460,-1,322,19,,,,,,
26,675,-1,-1,18,,,,,,
27,247,-1,172,19,,,,,,
28,424,848,-1,20,,,,,,
29,574,1148,401,16,,,,,,
30,747,-1,522,26,,,,,,
31,512,-1,-1,"15, 27",,,,,,
32,582,-1,407,27,,,,,,
33,246,-1,-1,26,,,,,,
34,479,-1,-1,25,,,,,,
35,603,-1,-1,26,,,,,,
36,484,968,338,28,,,,,,
37,567,1134,396,"5, 28",,,,,,
38,399,-1,279,"29, 32",,,,,,
39,533,1066,-1,31,,,,,,
40,471,-1,329,30,,,,,,
41,646,1292,-1,32,,,,,,
42,465,-1,-1,"17, 37",,,,,,
43,439,878,-1,"7, 41",,,,,,
44,641,-1,-1,41,,,,,,
45,569,-1,398,40,,,,,,
46,470,-1,-1,"23, 38",,,,,,
47,576,-1,-1,"16, 42",,,,,,
48,554,-1,-1,"5, 45",,,,,,
49,712,1424,498,"36, 43, 47",,,,,,
50,613,1226,429,46,,,,,,
