File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_336_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,212,424,-1,,,,,,,
2,532,-1,372,,,,,,,
3,406,-1,284,,,,,,,
4,375,750,-1,,,,,,,
5,477,954,-1,,,,,,,
6,524,-1,366,,,,,,,
7,526,1052,-1,,,,,,,
8,497,-1,-1,2,,,,,,
9,357,-1,-1,2,,,,,,
10,348,696,-1,7,,,,,,
11,586,1172,-1,1,,,,,,
12,441,-1,-1,6,,,,,,
13,602,-1,421,12,,,,,,
14,552,-1,386,8,,,,,,
15,474,-1,-1,8,,,,,,
16,465,930,325,9,,,,,,
17,401,802,-1,"3, 16",,,,,,
18,501,1002,350,13,,,,,,
19,637,1274,-1,14,,,,,,
20,451,-1,315,15,,,,,,
21,812,-1,568,13,,,,,,
22,651,-1,-1,15,,,,,,
23,494,988,345,16,,,,,,
24,505,1010,-1,21,,,,,,
25,362,724,253,17,,,,,,
26,296,-1,-1,"17, 21",,,,,,
27,612,-1,-1,18,,,,,,
28,465,930,325,24,,,,,,
29,175,350,-1,24,,,,,,
30,388,-1,-1,27,,,,,,
31,558,-1,-1,26,,,,,,
32,387,774,270,26,,,,,,
33,649,-1,-1,24,,,,,,
34,543,-1,-1,"10, 24",,,,,,
35,260,-1,182,25,,,,,,
36,669,-1,468,33,,,,,,
37,593,-1,-1,29,,,,,,
38,672,-1,-1,33,,,,,,
39,499,-1,-1,34,,,,,,
40,431,862,301,"20, 30",,,,,,
41,293,-1,205,30,,,,,,
42,375,-1,262,30,,,,,,
43,692,-1,-1,29,,,,,,
44,620,-1,-1,"30, 35",,,,,,
45,640,1280,-1,"42, 44",,,,,,
46,529,-1,370,43,,,,,,
47,545,-1,-1,38,,,,,,
48,512,1024,358,40,,,,,,
49,363,726,-1,44,,,,,,
50,488,-1,-1,44,,,,,,
