File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_492_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,315,-1,-1,,,,,,,
2,302,-1,211,1,,,,,,
3,656,-1,-1,1,,,,,,
4,582,1164,-1,1,,,,,,
5,257,-1,-1,"2, 3, 4",,,,,,
6,482,-1,-1,"2, 3, 4",,,,,,
7,731,-1,-1,"2, 3, 4",,,,,,
8,451,-1,315,"5, 6, 7",,,,,,
9,536,-1,375,"5, 6, 7",,,,,,
10,350,700,245,"5, 6, 7",,,,,,
11,492,-1,-1,"5, 6, 7",,,,,,
12,354,708,-1,"8, 9, 10, 11",,,,,,
13,271,542,-1,"8, 9, 10, 11",,,,,,
14,510,1020,-1,"8, 9, 10, 11",,,,,,
15,453,-1,-1,"12, 13, 14",,,,,,
16,239,478,-1,"12, 13, 14",,,,,,
17,299,-1,-1,"12, 13, 14",,,,,,
18,476,-1,333,"12, 13, 14",,,,,,
19,565,-1,-1,"15, 16, 17, 18",,,,,,
20,401,-1,-1,"15, 16, 17, 18",,,,,,
21,488,-1,341,"19, 20",,,,,,
22,294,-1,-1,"19, 20",,,,,,
23,683,1366,-1,"19, 20",,,,,,
24,476,952,333,"19, 20",,,,,,
25,447,-1,312,"21, 22, 23, 24",,,,,,
26,405,810,-1,"21, 22, 23, 24",,,,,,
27,563,-1,394,"21, 22, 23, 24",,,,,,
28,360,720,252,"25, 26",,,,,,
29,475,-1,332,"25, 26",,,,,,
30,616,-1,-1,"25, 26",,,,,,
31,539,-1,377,"29, 30",,,,,,
32,395,-1,276,29,,,,,,
33,372,-1,-1,32,,,,,,
34,551,1102,385,"28, 31",,,,,,
35,410,-1,-1,34,,,,,,
36,596,1192,417,35,,,,,,
37,511,-1,-1,"32, 36",,,,,,
38,523,-1,366,"33, 36",,,,,,
39,517,1034,-1,"33, 36",,,,,,
40,214,428,149,"37, 39",,,,,,
41,544,-1,-1,39,,,,,,
42,629,1258,-1,"37, 38, 39",,,,,,
43,526,1052,368,41,,,,,,
44,215,430,-1,"40, 42",,,,,,
45,560,-1,-1,41,,,,,,
46,599,1198,-1,"41, 42",,,,,,
47,626,-1,-1,45,,,,,,
48,516,-1,-1,"27, 43",,,,,,
49,611,1222,427,43,,,,,,
50,676,1352,473,"38, 43, 45",,,,,,
