File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_490_RF0.2_R5_S25,25,5,50,0.2,0.2,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,441,-1,-1,,,,,,,
2,344,-1,-1,,,,,,,
3,571,-1,399,"1, 2",,,,,,
4,672,-1,-1,"1, 2",,,,,,
5,539,-1,-1,"1, 2",,,,,,
6,481,-1,336,"3, 4, 5",,,,,,
7,469,938,-1,"3, 4, 5",,,,,,
8,513,-1,-1,"3, 4, 5",,,,,,
9,394,-1,-1,"3, 4, 5",,,,,,
10,371,-1,-1,"6, 7, 8, 9",,,,,,
11,556,-1,-1,"6, 7, 8, 9",,,,,,
12,501,1002,-1,"6, 7, 8, 9",,,,,,
13,417,834,-1,"10, 11, 12",,,,,,
14,484,-1,-1,"10, 11, 12",,,,,,
15,215,430,-1,"10, 11, 12",,,,,,
16,580,-1,-1,"13, 14, 15",,,,,,
17,602,-1,-1,"13, 14, 15",,,,,,
18,553,-1,-1,"16, 17",,,,,,
19,472,-1,-1,"16, 17",,,,,,
20,299,-1,209,"18, 19",,,,,,
21,484,-1,338,"18, 19",,,,,,
22,493,986,-1,"18, 19",,,,,,
23,610,-1,-1,"18, 19",,,,,,
24,525,-1,-1,"20, 21, 22, 23",,,,,,
25,503,-1,-1,"20, 21, 22, 23",,,,,,
26,357,-1,-1,"24, 25",,,,,,
27,453,-1,-1,"24, 25",,,,,,
28,537,-1,-1,"24, 25",,,,,,
29,408,816,285,"26, 28",,,,,,
30,618,-1,-1,"27, 28",,,,,,
31,427,-1,298,28,,,,,,
32,503,1006,352,27,,,,,,
33,577,-1,403,31,,,,,,
34,589,-1,-1,32,,,,,,
35,447,-1,-1,"29, 31, 32",,,,,,
36,666,-1,-1,"33, 35",,,,,,
37,389,-1,-1,"29, 34",,,,,,
38,569,1138,-1,"33, 35",,,,,,
39,589,-1,-1,"26, 32, 33",,,,,,
40,514,-1,-1,39,,,,,,
41,356,-1,-1,"38, 39",,,,,,
42,580,-1,406,36,,,,,,
43,589,-1,-1,"40, 41",,,,,,
44,387,-1,270,"40, 41",,,,,,
45,509,-1,-1,"30, 34, 36, 44",,,,,,
46,606,-1,-1,"30, 44",,,,,,
47,484,968,-1,"45, 46",,,,,,
48,479,-1,-1,45,,,,,,
49,503,-1,-1,"42, 47",,,,,,
50,388,776,-1,47,,,,,,
