File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_463_RF0.2_R0_S13,13,0,50,0.0,0.2,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,97,-1,-1,,,,,,,
2,33,-1,-1,,,,,,,
3,265,-1,-1,"1, 2",,,,,,
4,160,-1,112,"1, 2",,,,,,
5,67,-1,-1,"1, 2",,,,,,
6,124,-1,86,"1, 2",,,,,,
7,195,-1,-1,"3, 4, 5, 6",,,,,,
8,125,-1,-1,"3, 4, 5, 6",,,,,,
9,165,-1,-1,"3, 4, 5, 6",,,,,,
10,31,-1,-1,"3, 4, 5, 6",,,,,,
11,118,236,-1,"7, 8, 9, 10",,,,,,
12,27,54,-1,"7, 8, 9, 10",,,,,,
13,174,-1,-1,"7, 8, 9, 10",,,,,,
14,149,298,104,"11, 12, 13",,,,,,
15,119,-1,83,"11, 12, 13",,,,,,
16,278,-1,194,"14, 15",,,,,,
17,35,-1,-1,"14, 15",,,,,,
18,287,-1,-1,"14, 15",,,,,,
19,243,-1,-1,"16, 17, 18",,,,,,
20,185,-1,129,"16, 17, 18",,,,,,
21,95,-1,-1,"19, 20",,,,,,
22,40,-1,-1,"19, 20",,,,,,
23,283,-1,-1,"19, 20",,,,,,
24,187,374,130,"21, 22, 23",,,,,,
25,166,-1,-1,"21, 22, 23",,,,,,
26,23,46,-1,"24, 25",,,,,,
27,81,-1,-1,"24, 25",,,,,,
28,67,134,-1,"26, 27",,,,,,
29,153,-1,-1,"26, 27",,,,,,
30,192,-1,134,"26, 27",,,,,,
31,129,-1,-1,"26, 27",,,,,,
32,95,-1,-1,"26, 27",,,,,,
33,213,-1,-1,"26, 27",,,,,,
34,178,-1,-1,"28, 32",,,,,,
35,220,-1,-1,28,,,,,,
36,260,-1,182,"28, 32",,,,,,
37,107,-1,-1,"33, 34, 35, 36",,,,,,
38,45,-1,-1,"31, 35, 36",,,,,,
39,48,-1,-1,35,,,,,,
40,343,-1,-1,38,,,,,,
41,223,446,-1,"29, 34, 40",,,,,,
42,150,300,-1,"33, 40",,,,,,
43,333,-1,-1,"34, 40",,,,,,
44,164,-1,114,"37, 40",,,,,,
45,92,-1,-1,"39, 44",,,,,,
46,98,-1,-1,"39, 42, 43, 44",,,,,,
47,23,46,-1,46,,,,,,
48,257,-1,-1,"45, 46",,,,,,
49,109,218,-1,"30, 47",,,,,,
50,127,-1,-1,"30, 48",,,,,,
