File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_501_RF0.4_R5_S25,25,5,50,0.2,0.4,2,MIXED,0.9,0.896,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,116,-1,-1,,,,,,,
2,436,-1,-1,,,,,,,
3,25,-1,-1,,,,,,,
4,60,-1,-1,"1, 2",,,,,,
5,428,-1,299,2,,,,,,
6,28,-1,19,"2, 3",,,,,,
7,487,-1,340,"2, 3",,,,,,
8,213,426,149,"5, 6, 7",,,,,,
9,51,102,35,"4, 5, 6, 7",,,,,,
10,114,-1,-1,"4, 5, 6, 7",,,,,,
11,202,404,-1,"8, 9, 10",,,,,,
12,291,-1,-1,"8, 9, 10",,,,,,
13,464,928,-1,"11, 12",,,,,,
14,166,-1,116,"11, 12",,,,,,
15,192,-1,-1,"13, 14",,,,,,
16,76,-1,-1,"13, 14",,,,,,
17,269,-1,188,"15, 16",,,,,,
18,40,80,-1,"15, 16",,,,,,
19,47,94,32,"15, 16",,,,,,
20,167,334,116,"15, 16",,,,,,
21,454,908,317,"17, 18, 19, 20",,,,,,
22,101,202,70,"17, 18, 19, 20",,,,,,
23,114,-1,79,"21, 22",,,,,,
24,250,-1,-1,"21, 22",,,,,,
25,33,-1,23,"21, 22",,,,,,
26,61,122,-1,"23, 24, 25",,,,,,
27,192,384,-1,"23, 24, 25",,,,,,
28,303,-1,212,"26, 27",,,,,,
29,493,-1,-1,"26, 27",,,,,,
30,183,-1,128,"26, 27",,,,,,
31,33,66,-1,"28, 29, 30",,,,,,
32,95,190,-1,"28, 29, 30",,,,,,
33,445,-1,311,"28, 29, 30",,,,,,
34,455,-1,-1,"28, 29, 30",,,,,,
35,145,-1,-1,"31, 34",,,,,,
36,71,142,-1,32,,,,,,
37,176,-1,-1,36,,,,,,
38,155,310,-1,35,,,,,,
39,102,-1,71,35,,,,,,
40,523,1046,366,38,,,,,,
41,444,-1,310,38,,,,,,
42,492,-1,344,"33, 39",,,,,,
43,345,690,-1,"32, 42",,,,,,
44,225,-1,-1,"32, 33, 40",,,,,,
45,309,618,-1,"32, 42",,,,,,
46,269,538,-1,43,,,,,,
47,329,-1,-1,"43, 44",,,,,,
48,184,-1,-1,43,,,,,,
49,229,458,-1,"37, 48",,,,,,
50,434,-1,-1,"37, 47, 48",,,,,,
