File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_63_RF0.2_R10_S25,25,10,50,0.4,0.2,2,BN,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,91,-1,-1,,,,,,,
2,208,-1,145,,,,,,,
3,67,-1,-1,,,,,,,
4,264,-1,184,,,,,,,
5,468,936,-1,,,,,,,
6,555,1110,-1,,,,,,,
7,143,-1,-1,,,,,,,
8,268,536,-1,3,,,,,,
9,29,-1,-1,2,,,,,,
10,282,-1,-1,3,,,,,,
11,28,-1,-1,3,,,,,,
12,254,-1,-1,7,,,,,,
13,293,-1,-1,5,,,,,,
14,166,-1,-1,13,,,,,,
15,249,-1,174,10,,,,,,
16,339,-1,237,12,,,,,,
17,238,-1,-1,11,,,,,,
18,219,-1,-1,9,,,,,,
19,191,-1,-1,13,,,,,,
20,128,256,-1,12,,,,,,
21,295,-1,-1,16,,,,,,
22,195,-1,-1,17,,,,,,
23,35,-1,-1,15,,,,,,
24,247,-1,172,19,,,,,,
25,280,-1,-1,20,,,,,,
26,509,-1,-1,20,,,,,,
27,92,-1,64,24,,,,,,
28,160,-1,112,24,,,,,,
29,59,-1,-1,21,,,,,,
30,162,-1,-1,22,,,,,,
31,309,618,-1,25,,,,,,
32,187,-1,-1,24,,,,,,
33,480,-1,-1,26,,,,,,
34,130,-1,-1,"1, 8, 14, 18, 27",,,,,,
35,156,-1,-1,28,,,,,,
36,510,-1,-1,29,,,,,,
37,95,-1,66,32,,,,,,
38,224,-1,-1,30,,,,,,
39,407,-1,-1,34,,,,,,
40,527,1054,-1,34,,,,,,
41,209,418,-1,34,,,,,,
42,121,-1,-1,34,,,,,,
43,212,424,-1,34,,,,,,
44,64,128,-1,35,,,,,,
45,104,-1,-1,37,,,,,,
46,118,-1,82,40,,,,,,
47,357,-1,-1,41,,,,,,
48,406,-1,284,39,,,,,,
49,51,-1,-1,41,,,,,,
50,33,66,-1,39,,,,,,
