File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_194_RF0.2_R5_S13,13,5,50,0.4,0.2,2,CH,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,524,-1,366,,,,,,,
2,389,778,-1,,,,,,,
3,432,-1,-1,2,,,,,,
4,457,914,-1,1,,,,,,
5,371,-1,-1,1,,,,,,
6,330,-1,231,1,,,,,,
7,428,856,-1,1,,,,,,
8,799,-1,-1,1,,,,,,
9,554,1108,-1,1,,,,,,
10,574,-1,-1,3,,,,,,
11,482,-1,-1,4,,,,,,
12,440,-1,308,5,,,,,,
13,524,-1,-1,6,,,,,,
14,494,-1,-1,7,,,,,,
15,771,-1,-1,"3, 7",,,,,,
16,489,-1,-1,14,,,,,,
17,610,-1,-1,10,,,,,,
18,406,812,284,11,,,,,,
19,483,-1,-1,12,,,,,,
20,651,-1,455,13,,,,,,
21,590,-1,-1,"8, 14",,,,,,
22,411,-1,287,15,,,,,,
23,584,1168,-1,16,,,,,,
24,407,-1,-1,17,,,,,,
25,777,1554,-1,"18, 19",,,,,,
26,513,-1,-1,"2, 20",,,,,,
27,403,-1,-1,21,,,,,,
28,532,-1,-1,21,,,,,,
29,436,872,-1,21,,,,,,
30,413,-1,-1,25,,,,,,
31,493,-1,-1,24,,,,,,
32,490,-1,-1,25,,,,,,
33,401,-1,-1,23,,,,,,
34,657,-1,-1,27,,,,,,
35,673,-1,471,30,,,,,,
36,518,-1,-1,31,,,,,,
37,662,-1,-1,33,,,,,,
38,411,-1,-1,33,,,,,,
39,620,-1,434,32,,,,,,
40,457,-1,-1,33,,,,,,
41,333,-1,-1,34,,,,,,
42,634,-1,-1,"25, 34",,,,,,
43,223,-1,156,"4, 34",,,,,,
44,500,-1,-1,36,,,,,,
45,426,-1,-1,37,,,,,,
46,613,1226,-1,38,,,,,,
47,539,-1,-1,"35, 39",,,,,,
48,451,902,-1,42,,,,,,
49,571,-1,399,40,,,,,,
50,362,-1,-1,40,,,,,,
