File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_10_RF0.2_R0_S25,25,0,50,0.0,0.2,2,BN,0.2,0.201,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,95,190,-1,,,,,,,
2,191,-1,-1,,,,,,,
3,165,-1,-1,,,,,,,
4,102,204,71,,,,,,,
5,74,-1,51,,,,,,,
6,167,-1,-1,,,,,,,
7,102,-1,-1,,,,,,,
8,163,326,-1,6,,,,,,
9,236,-1,165,2,,,,,,
10,221,-1,154,3,,,,,,
11,102,-1,-1,5,,,,,,
12,46,-1,32,7,,,,,,
13,27,-1,-1,4,,,,,,
14,120,240,84,11,,,,,,
15,90,-1,63,12,,,,,,
16,306,-1,214,9,,,,,,
17,41,-1,-1,11,,,,,,
18,63,-1,-1,10,,,,,,
19,81,-1,-1,13,,,,,,
20,180,-1,-1,13,,,,,,
21,253,-1,177,11,,,,,,
22,96,-1,-1,13,,,,,,
23,102,-1,-1,"1, 8, 14, 15",,,,,,
24,238,-1,-1,16,,,,,,
25,127,-1,-1,17,,,,,,
26,184,368,-1,21,,,,,,
27,102,-1,-1,22,,,,,,
28,109,218,-1,22,,,,,,
29,96,-1,-1,23,,,,,,
30,128,-1,-1,23,,,,,,
31,189,-1,132,23,,,,,,
32,97,-1,-1,23,,,,,,
33,285,570,-1,25,,,,,,
34,28,56,-1,24,,,,,,
35,165,-1,-1,28,,,,,,
36,182,-1,-1,"23, 27",,,,,,
37,202,-1,-1,28,,,,,,
38,84,-1,-1,37,,,,,,
39,23,-1,-1,33,,,,,,
40,153,-1,-1,36,,,,,,
41,78,-1,-1,29,,,,,,
42,112,224,-1,29,,,,,,
43,53,-1,-1,38,,,,,,
44,113,-1,-1,41,,,,,,
45,189,378,-1,41,,,,,,
46,82,-1,-1,41,,,,,,
47,221,-1,-1,38,,,,,,
48,51,-1,-1,43,,,,,,
49,90,-1,-1,46,,,,,,
50,237,-1,-1,44,,,,,,
