File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_478_RF0.2_R0_S25,25,0,50,0.0,0.2,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,370,-1,-1,,,,,,,
2,548,-1,-1,,,,,,,
3,541,-1,378,,,,,,,
4,367,734,-1,"1, 2, 3",,,,,,
5,359,-1,-1,"1, 2, 3",,,,,,
6,493,-1,-1,"4, 5",,,,,,
7,234,468,-1,"4, 5",,,,,,
8,667,-1,-1,"6, 7",,,,,,
9,482,-1,337,"6, 7",,,,,,
10,540,-1,-1,"8, 9",,,,,,
11,326,-1,-1,"8, 9",,,,,,
12,662,1324,-1,"10, 11",,,,,,
13,605,-1,-1,"10, 11",,,,,,
14,390,780,273,"12, 13",,,,,,
15,571,1142,-1,14,,,,,,
16,441,-1,-1,14,,,,,,
17,485,-1,-1,14,,,,,,
18,625,-1,-1,"15, 16, 17",,,,,,
19,481,-1,-1,"15, 16, 17",,,,,,
20,635,-1,-1,"15, 16, 17",,,,,,
21,578,-1,-1,"15, 16, 17",,,,,,
22,671,-1,-1,"18, 19, 20, 21",,,,,,
23,638,-1,446,"18, 19, 20, 21",,,,,,
24,338,-1,236,"22, 23",,,,,,
25,600,1200,420,"22, 23",,,,,,
26,503,1006,-1,"22, 23",,,,,,
27,378,756,-1,"24, 25",,,,,,
28,303,-1,-1,"24, 25",,,,,,
29,612,-1,428,"24, 25, 26",,,,,,
30,329,-1,230,"27, 28, 29",,,,,,
31,750,-1,-1,"27, 28, 29",,,,,,
32,440,-1,308,"27, 28, 29",,,,,,
33,441,-1,-1,30,,,,,,
34,485,-1,-1,"30, 31",,,,,,
35,520,-1,-1,"30, 31",,,,,,
36,624,-1,-1,30,,,,,,
37,583,-1,-1,"32, 36",,,,,,
38,790,-1,-1,"32, 36",,,,,,
39,336,-1,-1,33,,,,,,
40,617,-1,-1,"34, 38",,,,,,
41,599,-1,-1,"31, 37, 39",,,,,,
42,350,-1,-1,37,,,,,,
43,604,1208,-1,"36, 39",,,,,,
44,590,-1,-1,"38, 43",,,,,,
45,280,560,-1,"39, 42",,,,,,
46,558,-1,-1,"39, 40",,,,,,
47,582,-1,407,44,,,,,,
48,477,-1,-1,"35, 44, 46",,,,,,
49,491,-1,-1,"34, 44, 45",,,,,,
50,402,-1,-1,"41, 44, 45, 46",,,,,,
