File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_338_RF0.4_R5_S13,13,5,50,0.4,0.4,2,MIXED,0.2,0.199,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,313,-1,219,,,,,,,
2,654,1308,-1,,,,,,,
3,487,-1,-1,,,,,,,
4,567,-1,396,,,,,,,
5,623,-1,436,2,,,,,,
6,474,948,-1,3,,,,,,
7,412,-1,288,3,,,,,,
8,656,1312,-1,3,,,,,,
9,524,-1,-1,2,,,,,,
10,558,-1,-1,6,,,,,,
11,521,1042,364,8,,,,,,
12,545,-1,381,8,,,,,,
13,580,-1,-1,5,,,,,,
14,468,936,-1,7,,,,,,
15,493,-1,-1,7,,,,,,
16,460,-1,-1,12,,,,,,
17,427,854,-1,13,,,,,,
18,506,1012,-1,11,,,,,,
19,599,-1,419,12,,,,,,
20,519,-1,-1,15,,,,,,
21,575,1150,-1,11,,,,,,
22,328,656,-1,19,,,,,,
23,354,708,-1,"16, 18",,,,,,
24,593,1186,415,18,,,,,,
25,407,814,-1,21,,,,,,
26,500,-1,-1,21,,,,,,
27,523,1046,366,"2, 16",,,,,,
28,509,-1,356,18,,,,,,
29,451,902,-1,19,,,,,,
30,376,-1,263,27,,,,,,
31,366,-1,256,25,,,,,,
32,374,-1,261,27,,,,,,
33,325,-1,-1,"17, 22",,,,,,
34,543,1086,380,24,,,,,,
35,581,-1,-1,23,,,,,,
36,547,1094,-1,32,,,,,,
37,546,1092,-1,"2, 34",,,,,,
38,437,874,305,34,,,,,,
39,752,-1,-1,31,,,,,,
40,494,-1,-1,"4, 30",,,,,,
41,722,-1,505,"26, 35",,,,,,
42,594,-1,415,30,,,,,,
43,337,674,235,"5, 37",,,,,,
44,701,-1,-1,40,,,,,,
45,288,-1,-1,"37, 41",,,,,,
46,390,-1,-1,"10, 42",,,,,,
47,456,-1,319,"23, 36",,,,,,
48,429,-1,300,"20, 37",,,,,,
49,481,962,-1,42,,,,,,
50,476,-1,-1,"6, 41",,,,,,
