File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_454_RF0.2_R3_S13,13,3,50,0.2,0.2,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,110,-1,-1,,,,,,,
2,125,-1,-1,,,,,,,
3,261,-1,-1,"1, 2",,,,,,
4,64,-1,-1,"1, 2",,,,,,
5,221,442,-1,"3, 4",,,,,,
6,140,-1,-1,"3, 4",,,,,,
7,223,-1,-1,"3, 4",,,,,,
8,136,-1,-1,"5, 6, 7",,,,,,
9,56,-1,-1,"5, 6, 7",,,,,,
10,74,148,51,"5, 6, 7",,,,,,
11,131,-1,91,"8, 9, 10",,,,,,
12,23,-1,-1,"8, 9, 10",,,,,,
13,87,-1,-1,"11, 12",,,,,,
14,116,-1,81,"11, 12",,,,,,
15,145,-1,101,"11, 12",,,,,,
16,42,84,-1,"11, 12",,,,,,
17,115,-1,-1,"11, 12",,,,,,
18,213,426,-1,"13, 14, 15, 16, 17",,,,,,
19,396,-1,-1,"15, 16, 17",,,,,,
20,172,-1,-1,"13, 14, 15, 16, 17",,,,,,
21,158,316,-1,"18, 19, 20",,,,,,
22,125,-1,-1,"18, 19, 20",,,,,,
23,175,-1,122,"18, 19, 20",,,,,,
24,47,-1,-1,"18, 19, 20",,,,,,
25,125,-1,-1,"21, 22, 23, 24",,,,,,
26,118,-1,82,"21, 23, 24",,,,,,
27,143,-1,-1,"25, 26",,,,,,
28,199,398,-1,26,,,,,,
29,252,-1,-1,25,,,,,,
30,93,-1,65,"25, 28",,,,,,
31,67,134,-1,29,,,,,,
32,67,134,-1,27,,,,,,
33,261,522,182,32,,,,,,
34,201,-1,140,"29, 30",,,,,,
35,36,-1,-1,"30, 32",,,,,,
36,202,-1,-1,34,,,,,,
37,87,-1,-1,34,,,,,,
38,253,-1,-1,"34, 35",,,,,,
39,234,-1,-1,"33, 36, 38",,,,,,
40,43,-1,-1,37,,,,,,
41,214,-1,149,38,,,,,,
42,52,-1,-1,"33, 37",,,,,,
43,38,76,-1,"39, 42",,,,,,
44,102,-1,-1,39,,,,,,
45,98,-1,-1,"35, 40",,,,,,
46,90,-1,-1,"43, 44, 45",,,,,,
47,25,-1,-1,"41, 44, 45",,,,,,
48,293,-1,-1,46,,,,,,
49,194,-1,-1,"46, 47",,,,,,
50,144,-1,-1,"48, 49",,,,,,
