File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_166_RF0.2_R0_S25,25,0,50,0.0,0.2,2,CH,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,181,362,-1,,,,,,,
2,150,-1,105,,,,,,,
3,98,-1,-1,,,,,,,
4,52,-1,36,,,,,,,
5,172,-1,-1,,,,,,,
6,208,-1,-1,,,,,,,
7,114,228,-1,,,,,,,
8,149,-1,-1,3,,,,,,
9,217,-1,151,1,,,,,,
10,87,-1,-1,2,,,,,,
11,139,-1,-1,3,,,,,,
12,96,-1,-1,4,,,,,,
13,91,-1,-1,6,,,,,,
14,164,-1,-1,5,,,,,,
15,224,-1,-1,8,,,,,,
16,203,406,-1,9,,,,,,
17,122,-1,-1,11,,,,,,
18,229,-1,-1,10,,,,,,
19,240,-1,168,12,,,,,,
20,135,-1,94,14,,,,,,
21,168,-1,117,15,,,,,,
22,231,-1,-1,16,,,,,,
23,191,-1,-1,17,,,,,,
24,240,-1,-1,"7, 18",,,,,,
25,281,-1,-1,18,,,,,,
26,253,506,-1,22,,,,,,
27,158,316,-1,"21, 23",,,,,,
28,209,-1,146,25,,,,,,
29,59,-1,-1,24,,,,,,
30,24,-1,-1,"14, 25",,,,,,
31,68,-1,47,27,,,,,,
32,47,-1,-1,26,,,,,,
33,199,-1,-1,27,,,,,,
34,324,-1,-1,27,,,,,,
35,161,-1,-1,"19, 30",,,,,,
36,51,-1,-1,"7, 28",,,,,,
37,164,328,-1,27,,,,,,
38,26,52,-1,31,,,,,,
39,141,-1,-1,35,,,,,,
40,249,-1,174,33,,,,,,
41,114,-1,-1,34,,,,,,
42,154,-1,-1,32,,,,,,
43,97,-1,-1,37,,,,,,
44,243,-1,-1,36,,,,,,
45,27,-1,-1,"20, 35, 36",,,,,,
46,69,138,-1,39,,,,,,
47,323,-1,226,40,,,,,,
48,76,152,-1,38,,,,,,
49,308,616,-1,"25, 41",,,,,,
50,28,-1,-1,43,,,,,,
