File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_477_RF0.2_R5_S13,13,5,50,0.4,0.2,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,635,-1,444,,,,,,,
2,534,-1,-1,,,,,,,
3,472,944,-1,1,,,,,,
4,370,-1,-1,"1, 2",,,,,,
5,410,-1,-1,1,,,,,,
6,421,-1,-1,"3, 4",,,,,,
7,455,-1,-1,"2, 3, 5",,,,,,
8,304,608,-1,"3, 4, 5",,,,,,
9,603,-1,-1,"4, 5",,,,,,
10,515,-1,360,"6, 7, 8, 9",,,,,,
11,379,758,-1,"6, 7, 8, 9",,,,,,
12,655,-1,-1,"10, 11",,,,,,
13,552,1104,386,"10, 11",,,,,,
14,392,-1,-1,"10, 11",,,,,,
15,627,-1,-1,"12, 13, 14",,,,,,
16,715,-1,-1,"12, 13, 14",,,,,,
17,416,-1,-1,"12, 13, 14",,,,,,
18,423,-1,-1,"15, 16, 17",,,,,,
19,291,-1,203,"15, 16, 17",,,,,,
20,353,-1,247,"15, 16, 17",,,,,,
21,511,-1,-1,"19, 20",,,,,,
22,351,-1,-1,"19, 20",,,,,,
23,553,-1,-1,20,,,,,,
24,582,-1,-1,"21, 23",,,,,,
25,652,1304,-1,21,,,,,,
26,427,-1,-1,"18, 21",,,,,,
27,544,-1,380,"18, 22, 24, 25",,,,,,
28,543,-1,-1,"22, 23, 25",,,,,,
29,431,-1,-1,"22, 25",,,,,,
30,501,-1,350,"22, 26",,,,,,
31,439,-1,-1,27,,,,,,
32,591,-1,413,27,,,,,,
33,588,1176,-1,"26, 32",,,,,,
34,586,-1,-1,31,,,,,,
35,306,612,-1,33,,,,,,
36,673,-1,471,"28, 33",,,,,,
37,447,-1,-1,"30, 35",,,,,,
38,392,-1,-1,"30, 35",,,,,,
39,517,-1,-1,"31, 35, 36",,,,,,
40,362,724,253,"34, 37, 38",,,,,,
41,386,-1,-1,"34, 37, 38, 39",,,,,,
42,448,-1,-1,"29, 40, 41",,,,,,
43,369,738,-1,42,,,,,,
44,562,-1,-1,42,,,,,,
45,457,-1,-1,42,,,,,,
46,558,1116,-1,42,,,,,,
47,351,-1,-1,"43, 44, 45",,,,,,
48,598,-1,-1,"43, 44, 45",,,,,,
49,424,-1,-1,43,,,,,,
50,731,-1,-1,"44, 45, 46",,,,,,
