File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_167_RF0.2_R5_S25,25,5,50,0.2,0.2,2,CH,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,29,-1,-1,,,,,,,
2,165,-1,-1,,,,,,,
3,259,-1,-1,,,,,,,
4,194,388,-1,,,,,,,
5,154,-1,-1,,,,,,,
6,69,-1,48,,,,,,,
7,244,-1,-1,4,,,,,,
8,175,-1,122,1,,,,,,
9,92,-1,-1,4,,,,,,
10,176,352,123,2,,,,,,
11,256,-1,-1,3,,,,,,
12,111,-1,-1,5,,,,,,
13,191,-1,-1,6,,,,,,
14,46,-1,-1,5,,,,,,
15,77,-1,-1,6,,,,,,
16,135,-1,-1,6,,,,,,
17,97,-1,67,7,,,,,,
18,40,-1,-1,9,,,,,,
19,210,-1,-1,13,,,,,,
20,136,-1,-1,10,,,,,,
21,126,-1,-1,12,,,,,,
22,124,248,86,"8, 11",,,,,,
23,231,-1,-1,14,,,,,,
24,86,172,-1,19,,,,,,
25,79,-1,55,20,,,,,,
26,355,-1,248,"17, 18, 21",,,,,,
27,151,302,-1,23,,,,,,
28,30,-1,-1,23,,,,,,
29,176,352,-1,24,,,,,,
30,56,-1,-1,25,,,,,,
31,152,-1,-1,26,,,,,,
32,93,-1,-1,"26, 27",,,,,,
33,177,354,123,28,,,,,,
34,93,-1,-1,27,,,,,,
35,104,208,-1,28,,,,,,
36,60,-1,-1,29,,,,,,
37,30,60,-1,31,,,,,,
38,211,-1,-1,30,,,,,,
39,117,-1,-1,35,,,,,,
40,122,-1,-1,32,,,,,,
41,61,-1,-1,34,,,,,,
42,39,-1,-1,32,,,,,,
43,127,-1,88,"36, 37",,,,,,
44,255,-1,-1,38,,,,,,
45,287,-1,-1,39,,,,,,
46,285,570,-1,"39, 42",,,,,,
47,78,-1,-1,"26, 38",,,,,,
48,21,-1,-1,47,,,,,,
49,250,-1,-1,44,,,,,,
50,157,-1,109,46,,,,,,
