File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_180_RF0.2_R3_S13,13,3,50,0.2,0.2,2,CH,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,589,-1,412,,,,,,,
2,549,-1,-1,,,,,,,
3,255,-1,-1,,,,,,,
4,400,-1,-1,,,,,,,
5,643,-1,-1,,,,,,,
6,472,-1,-1,,,,,,,
7,504,-1,352,1,,,,,,
8,356,-1,-1,2,,,,,,
9,639,-1,447,4,,,,,,
10,407,-1,284,3,,,,,,
11,524,1048,-1,6,,,,,,
12,487,-1,340,"7, 8",,,,,,
13,631,-1,-1,11,,,,,,
14,497,-1,-1,10,,,,,,
15,373,746,-1,12,,,,,,
16,434,868,303,13,,,,,,
17,712,-1,-1,14,,,,,,
18,496,-1,-1,14,,,,,,
19,427,-1,-1,13,,,,,,
20,438,-1,-1,13,,,,,,
21,385,-1,269,13,,,,,,
22,449,898,-1,14,,,,,,
23,557,-1,389,15,,,,,,
24,695,-1,-1,17,,,,,,
25,565,1130,-1,16,,,,,,
26,435,870,-1,17,,,,,,
27,459,-1,-1,18,,,,,,
28,570,-1,-1,17,,,,,,
29,494,-1,-1,"18, 19",,,,,,
30,378,-1,-1,23,,,,,,
31,536,-1,-1,24,,,,,,
32,582,1164,-1,25,,,,,,
33,384,-1,-1,26,,,,,,
34,685,1370,479,28,,,,,,
35,521,-1,364,27,,,,,,
36,497,-1,-1,29,,,,,,
37,507,-1,-1,29,,,,,,
38,566,-1,-1,28,,,,,,
39,490,-1,-1,29,,,,,,
40,384,768,-1,36,,,,,,
41,404,-1,-1,32,,,,,,
42,443,886,-1,34,,,,,,
43,483,-1,-1,"30, 31, 35",,,,,,
44,509,-1,-1,33,,,,,,
45,480,-1,-1,"20, 38",,,,,,
46,234,-1,-1,38,,,,,,
47,459,-1,-1,39,,,,,,
48,508,-1,-1,40,,,,,,
49,540,-1,-1,"41, 42",,,,,,
50,314,-1,-1,"22, 45",,,,,,
