File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_459_RF0.4_R5_S13,13,5,50,0.4,0.4,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,42,84,29,,,,,,,
2,101,-1,-1,,,,,,,
3,235,-1,-1,,,,,,,
4,151,-1,-1,"1, 2, 3",,,,,,
5,59,118,-1,"2, 3",,,,,,
6,34,-1,23,"1, 2, 3",,,,,,
7,131,-1,91,"2, 3",,,,,,
8,272,-1,-1,"1, 5, 7",,,,,,
9,73,-1,-1,"5, 6, 7",,,,,,
10,48,-1,-1,"4, 7",,,,,,
11,360,720,-1,"9, 10",,,,,,
12,21,-1,-1,"8, 9",,,,,,
13,21,-1,14,11,,,,,,
14,86,172,-1,"11, 12",,,,,,
15,98,196,-1,"11, 12",,,,,,
16,136,-1,-1,"13, 14, 15",,,,,,
17,178,-1,-1,"13, 14, 15",,,,,,
18,45,-1,31,"16, 17",,,,,,
19,215,-1,-1,"16, 17",,,,,,
20,23,46,-1,"18, 19",,,,,,
21,132,-1,-1,"18, 19",,,,,,
22,146,-1,-1,"18, 19",,,,,,
23,130,-1,-1,"20, 21, 22",,,,,,
24,121,242,84,"20, 21, 22",,,,,,
25,102,-1,71,"23, 24",,,,,,
26,166,-1,116,"23, 24",,,,,,
27,242,484,-1,"23, 24",,,,,,
28,128,-1,89,"25, 26",,,,,,
29,209,418,146,"25, 26",,,,,,
30,287,574,-1,"25, 26",,,,,,
31,172,344,-1,"28, 30",,,,,,
32,74,-1,-1,29,,,,,,
33,63,-1,44,31,,,,,,
34,265,-1,-1,31,,,,,,
35,252,-1,176,"31, 32",,,,,,
36,146,292,102,"33, 34",,,,,,
37,140,-1,98,34,,,,,,
38,169,338,118,35,,,,,,
39,60,120,-1,38,,,,,,
40,281,562,196,"35, 36",,,,,,
41,143,-1,-1,"36, 38",,,,,,
42,166,332,116,"40, 41",,,,,,
43,186,372,130,"39, 40, 41",,,,,,
44,26,-1,18,42,,,,,,
45,35,70,-1,"37, 42",,,,,,
46,189,-1,-1,43,,,,,,
47,44,-1,30,"27, 43",,,,,,
48,73,146,-1,"39, 44",,,,,,
49,71,142,-1,"45, 47",,,,,,
50,125,-1,-1,"39, 44",,,,,,
