File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_456_RF0.2_R5_S13,13,5,50,0.4,0.2,2,MIXED,0.9,0.896,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,78,-1,-1,,,,,,,
2,32,-1,-1,,,,,,,
3,232,-1,-1,,,,,,,
4,273,-1,191,"1, 2, 3",,,,,,
5,367,-1,-1,"1, 2, 3",,,,,,
6,188,-1,-1,"1, 2, 3",,,,,,
7,202,-1,-1,"1, 2, 3",,,,,,
8,103,206,-1,"4, 5, 6, 7",,,,,,
9,26,52,-1,"4, 5, 6, 7",,,,,,
10,269,-1,-1,"4, 5, 6, 7",,,,,,
11,145,-1,-1,"8, 9, 10",,,,,,
12,207,-1,-1,"8, 9, 10",,,,,,
13,169,-1,-1,"8, 9, 10",,,,,,
14,122,-1,85,"11, 12, 13",,,,,,
15,43,-1,-1,14,,,,,,
16,113,-1,-1,14,,,,,,
17,24,-1,-1,14,,,,,,
18,259,518,-1,"15, 16, 17",,,,,,
19,180,-1,-1,"15, 16, 17",,,,,,
20,235,-1,-1,"18, 19",,,,,,
21,176,-1,-1,"18, 19",,,,,,
22,173,346,-1,"18, 19",,,,,,
23,98,-1,-1,"20, 21, 22",,,,,,
24,74,-1,51,"20, 21, 22",,,,,,
25,23,46,-1,"20, 21, 22",,,,,,
26,78,-1,-1,"23, 24, 25",,,,,,
27,60,-1,42,"23, 24, 25",,,,,,
28,115,-1,80,"23, 24, 25",,,,,,
29,92,-1,-1,"26, 27, 28",,,,,,
30,118,-1,-1,"26, 27, 28",,,,,,
31,178,-1,-1,"29, 30",,,,,,
32,149,-1,-1,"29, 30",,,,,,
33,71,-1,-1,"29, 30",,,,,,
34,228,-1,-1,29,,,,,,
35,77,-1,-1,"32, 33",,,,,,
36,188,376,-1,31,,,,,,
37,255,510,-1,"31, 32",,,,,,
38,136,-1,95,32,,,,,,
39,116,-1,81,"34, 35, 36",,,,,,
40,169,-1,118,"33, 37",,,,,,
41,70,140,-1,"34, 40",,,,,,
42,49,-1,-1,40,,,,,,
43,37,-1,-1,"34, 40",,,,,,
44,95,-1,-1,41,,,,,,
45,320,640,-1,41,,,,,,
46,128,-1,89,"39, 45",,,,,,
47,243,486,-1,45,,,,,,
48,204,-1,142,"44, 45",,,,,,
49,161,-1,-1,44,,,,,,
50,61,-1,-1,49,,,,,,
