File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_53_RF0.2_R10_S25,25,10,50,0.4,0.2,2,BN,0.2,0.201,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,551,-1,385,,,,,,,
2,55,-1,-1,,,,,,,
3,144,288,-1,,,,,,,
4,190,-1,133,,,,,,,
5,61,-1,-1,,,,,,,
6,388,-1,-1,,,,,,,
7,300,-1,-1,,,,,,,
8,269,-1,-1,,,,,,,
9,68,136,-1,,,,,,,
10,143,-1,-1,6,,,,,,
11,163,-1,-1,8,,,,,,
12,366,732,-1,6,,,,,,
13,160,-1,-1,4,,,,,,
14,129,-1,-1,5,,,,,,
15,254,-1,-1,7,,,,,,
16,475,-1,-1,8,,,,,,
17,534,-1,-1,9,,,,,,
18,71,142,-1,9,,,,,,
19,134,-1,93,8,,,,,,
20,301,-1,-1,"1, 2, 3, 10, 11",,,,,,
21,93,-1,-1,12,,,,,,
22,304,-1,-1,"13, 14",,,,,,
23,58,-1,40,"6, 15",,,,,,
24,429,-1,-1,18,,,,,,
25,133,-1,93,19,,,,,,
26,423,-1,-1,20,,,,,,
27,38,-1,-1,20,,,,,,
28,541,-1,-1,20,,,,,,
29,157,314,-1,20,,,,,,
30,107,-1,-1,20,,,,,,
31,514,-1,359,21,,,,,,
32,84,-1,-1,23,,,,,,
33,304,-1,212,22,,,,,,
34,550,-1,-1,32,,,,,,
35,330,-1,-1,31,,,,,,
36,560,-1,-1,30,,,,,,
37,207,414,-1,27,,,,,,
38,75,-1,-1,36,,,,,,
39,129,258,-1,34,,,,,,
40,78,156,54,35,,,,,,
41,339,678,-1,"19, 35",,,,,,
42,49,-1,-1,"7, 36",,,,,,
43,189,378,132,36,,,,,,
44,402,-1,281,38,,,,,,
45,249,-1,-1,"23, 40, 43",,,,,,
46,179,-1,-1,40,,,,,,
47,109,-1,-1,40,,,,,,
48,222,-1,-1,"25, 40, 44",,,,,,
49,49,-1,-1,"25, 46",,,,,,
50,336,-1,-1,"7, 37, 46",,,,,,
