File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_71_RF0.2_R0_S25,25,0,50,0.0,0.2,2,BN,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,50,-1,-1,,,,,,,
2,351,-1,-1,,,,,,,
3,96,-1,-1,,,,,,,
4,476,-1,-1,,,,,,,
5,219,-1,-1,,,,,,,
6,194,-1,-1,,,,,,,
7,99,-1,-1,,,,,,,
8,516,-1,-1,7,,,,,,
9,389,778,272,2,,,,,,
10,57,-1,-1,4,,,,,,
11,246,-1,-1,3,,,,,,
12,148,-1,-1,7,,,,,,
13,62,-1,-1,4,,,,,,
14,277,-1,193,5,,,,,,
15,508,-1,355,5,,,,,,
16,246,492,-1,12,,,,,,
17,422,-1,-1,12,,,,,,
18,337,-1,235,10,,,,,,
19,211,-1,-1,9,,,,,,
20,159,318,111,11,,,,,,
21,557,-1,-1,15,,,,,,
22,106,-1,-1,12,,,,,,
23,192,384,-1,"4, 12",,,,,,
24,181,362,-1,13,,,,,,
25,554,-1,-1,12,,,,,,
26,382,-1,-1,25,,,,,,
27,179,-1,-1,21,,,,,,
28,172,344,-1,17,,,,,,
29,59,-1,41,18,,,,,,
30,81,162,56,21,,,,,,
31,303,-1,-1,"1, 6, 8, 16, 26, 27",,,,,,
32,190,-1,-1,28,,,,,,
33,81,162,-1,30,,,,,,
34,180,-1,-1,30,,,,,,
35,366,-1,-1,30,,,,,,
36,81,-1,-1,31,,,,,,
37,70,-1,49,31,,,,,,
38,357,-1,-1,31,,,,,,
39,98,196,68,31,,,,,,
40,70,-1,-1,"32, 35",,,,,,
41,114,-1,-1,31,,,,,,
42,278,-1,-1,35,,,,,,
43,564,-1,-1,"29, 35",,,,,,
44,201,-1,-1,33,,,,,,
45,503,-1,352,36,,,,,,
46,421,842,-1,43,,,,,,
47,471,-1,-1,39,,,,,,
48,120,-1,-1,45,,,,,,
49,107,-1,-1,47,,,,,,
50,497,-1,-1,46,,,,,,
