File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=50_489_RF0.4_R3_S13,13,3,50,0.2,0.4,2,MIXED,0.9,0.896,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,546,-1,382,,,,,,,
2,461,-1,-1,,,,,,,
3,597,1194,-1,"1, 2",,,,,,
4,594,1188,-1,"1, 2",,,,,,
5,696,-1,487,"1, 2",,,,,,
6,615,1230,-1,"3, 4, 5",,,,,,
7,742,-1,-1,"3, 4, 5",,,,,,
8,450,900,-1,"3, 4, 5",,,,,,
9,267,534,186,"3, 4, 5",,,,,,
10,630,1260,-1,"6, 7, 8, 9",,,,,,
11,413,-1,289,"6, 7, 8, 9",,,,,,
12,486,972,340,"6, 7, 8, 9",,,,,,
13,349,698,244,"10, 11, 12",,,,,,
14,583,-1,-1,"10, 11, 12",,,,,,
15,763,-1,-1,"13, 14",,,,,,
16,397,-1,277,"13, 14",,,,,,
17,645,-1,451,"15, 16",,,,,,
18,579,1158,-1,"15, 16",,,,,,
19,276,-1,193,"15, 16",,,,,,
20,610,1220,-1,"17, 18, 19",,,,,,
21,417,834,-1,"17, 18, 19",,,,,,
22,468,-1,-1,"17, 18, 19",,,,,,
23,544,-1,-1,"20, 21, 22",,,,,,
24,464,-1,-1,"20, 21, 22",,,,,,
25,625,-1,437,"20, 21, 22",,,,,,
26,620,1240,434,"20, 21, 22",,,,,,
27,524,1048,-1,"23, 24, 25, 26",,,,,,
28,600,-1,-1,"23, 24, 25, 26",,,,,,
29,528,-1,-1,"23, 24, 25",,,,,,
30,572,1144,400,"27, 29",,,,,,
31,514,-1,-1,27,,,,,,
32,532,-1,-1,29,,,,,,
33,401,-1,-1,29,,,,,,
34,383,-1,268,"30, 31, 32",,,,,,
35,563,-1,394,34,,,,,,
36,524,-1,-1,34,,,,,,
37,385,-1,269,35,,,,,,
38,553,1106,-1,35,,,,,,
39,324,-1,-1,35,,,,,,
40,658,1316,-1,"28, 37, 38",,,,,,
41,396,792,-1,"37, 38",,,,,,
42,180,-1,126,"37, 38",,,,,,
43,542,-1,-1,"33, 41",,,,,,
44,440,880,308,"39, 40",,,,,,
45,624,-1,436,"41, 44",,,,,,
46,610,-1,-1,44,,,,,,
47,515,1030,-1,44,,,,,,
48,320,-1,224,"41, 44",,,,,,
49,779,1558,-1,45,,,,,,
50,514,-1,359,"36, 46",,,,,,
