File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_31_RF0.2_R0_S50,50,0,100,0.0,0.2,2,BN,0.2,0.201,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,265,530,185,,,,,,,
2,36,-1,25,,,,,,,
3,59,-1,-1,,,,,,,
4,115,-1,-1,,,,,,,
5,77,-1,-1,,,,,,,
6,34,-1,-1,,,,,,,
7,291,-1,-1,,,,,,,
8,47,-1,32,,,,,,,
9,139,278,-1,,,,,,,
10,77,154,-1,5,,,,,,
11,174,-1,-1,4,,,,,,
12,114,-1,79,5,,,,,,
13,100,200,-1,7,,,,,,
14,101,-1,-1,7,,,,,,
15,32,-1,-1,9,,,,,,
16,75,-1,52,15,,,,,,
17,104,-1,-1,13,,,,,,
18,151,302,-1,15,,,,,,
19,40,-1,-1,10,,,,,,
20,94,188,65,13,,,,,,
21,91,-1,-1,11,,,,,,
22,117,-1,-1,12,,,,,,
23,76,-1,53,13,,,,,,
24,76,152,-1,13,,,,,,
25,232,-1,-1,14,,,,,,
26,296,592,-1,21,,,,,,
27,242,-1,169,23,,,,,,
28,257,-1,-1,25,,,,,,
29,156,-1,-1,19,,,,,,
30,230,-1,-1,23,,,,,,
31,244,-1,-1,20,,,,,,
32,158,-1,-1,22,,,,,,
33,45,-1,-1,24,,,,,,
34,43,-1,-1,24,,,,,,
35,108,-1,-1,24,,,,,,
36,87,-1,-1,24,,,,,,
37,304,-1,-1,24,,,,,,
38,50,100,-1,"1, 2, 3, 16, 17, 26, 27, 36",,,,,,
39,311,622,-1,"29, 31",,,,,,
40,217,-1,-1,37,,,,,,
41,218,-1,-1,30,,,,,,
42,40,-1,-1,36,,,,,,
43,45,-1,31,36,,,,,,
44,145,290,-1,35,,,,,,
45,68,-1,-1,34,,,,,,
46,91,-1,-1,38,,,,,,
47,147,294,102,38,,,,,,
48,112,224,-1,38,,,,,,
49,70,-1,-1,38,,,,,,
50,124,-1,-1,38,,,,,,
51,67,-1,46,41,,,,,,
52,214,-1,-1,42,,,,,,
53,157,-1,-1,45,,,,,,
54,34,-1,23,45,,,,,,
55,23,46,-1,42,,,,,,
56,110,-1,-1,52,,,,,,
57,23,-1,-1,53,,,,,,
58,87,174,60,50,,,,,,
59,277,-1,-1,47,,,,,,
60,253,-1,-1,55,,,,,,
61,98,196,-1,53,,,,,,
62,73,-1,-1,49,,,,,,
63,86,-1,-1,46,,,,,,
64,68,-1,-1,46,,,,,,
65,374,-1,-1,49,,,,,,
66,257,-1,-1,59,,,,,,
67,124,-1,-1,57,,,,,,
68,94,-1,-1,61,,,,,,
69,28,-1,-1,56,,,,,,
70,99,-1,-1,60,,,,,,
71,135,-1,-1,"48, 64",,,,,,
72,255,-1,-1,"5, 60",,,,,,
73,82,-1,-1,71,,,,,,
74,246,-1,-1,67,,,,,,
75,23,46,16,68,,,,,,
76,48,-1,-1,68,,,,,,
77,51,-1,-1,"35, 72",,,,,,
78,120,-1,84,70,,,,,,
79,28,-1,19,"48, 72",,,,,,
80,86,-1,-1,78,,,,,,
81,121,242,-1,74,,,,,,
82,124,248,-1,75,,,,,,
83,344,-1,240,76,,,,,,
84,40,-1,-1,77,,,,,,
85,192,-1,-1,78,,,,,,
86,50,-1,-1,"18, 28, 39, 40, 51, 66, 73, 80",,,,,,
87,178,-1,-1,83,,,,,,
88,259,-1,-1,"55, 81",,,,,,
89,164,-1,-1,82,,,,,,
90,79,-1,-1,85,,,,,,
91,327,-1,228,"46, 47, 85",,,,,,
92,90,-1,-1,84,,,,,,
93,113,-1,-1,86,,,,,,
94,163,-1,-1,86,,,,,,
95,192,-1,134,86,,,,,,
96,146,-1,-1,86,,,,,,
97,88,-1,-1,86,,,,,,
98,112,224,78,87,,,,,,
99,86,-1,-1,92,,,,,,
100,100,-1,-1,89,,,,,,
