File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_166_RF0.2_R0_S50,50,0,100,0.0,0.2,2,CH,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,131,-1,-1,,,,,,,
2,458,-1,-1,,,,,,,
3,38,-1,26,,,,,,,
4,232,-1,-1,,,,,,,
5,184,368,-1,,,,,,,
6,214,-1,149,,,,,,,
7,236,472,-1,,,,,,,
8,331,662,231,,,,,,,
9,302,-1,211,,,,,,,
10,214,-1,-1,2,,,,,,
11,128,-1,-1,3,,,,,,
12,351,-1,-1,1,,,,,,
13,64,-1,-1,4,,,,,,
14,147,-1,-1,9,,,,,,
15,111,-1,-1,8,,,,,,
16,22,-1,-1,"4, 8",,,,,,
17,249,-1,-1,2,,,,,,
18,257,-1,179,4,,,,,,
19,528,-1,-1,10,,,,,,
20,53,106,-1,12,,,,,,
21,571,-1,-1,11,,,,,,
22,201,-1,-1,14,,,,,,
23,29,-1,-1,15,,,,,,
24,60,-1,42,14,,,,,,
25,349,-1,244,13,,,,,,
26,177,354,-1,14,,,,,,
27,490,-1,343,14,,,,,,
28,159,-1,-1,17,,,,,,
29,35,-1,-1,18,,,,,,
30,39,78,-1,19,,,,,,
31,185,370,-1,20,,,,,,
32,242,484,-1,22,,,,,,
33,280,560,196,21,,,,,,
34,554,-1,-1,27,,,,,,
35,285,-1,199,23,,,,,,
36,402,804,-1,24,,,,,,
37,63,-1,-1,27,,,,,,
38,236,-1,-1,26,,,,,,
39,37,-1,-1,"25, 29",,,,,,
40,172,-1,-1,"16, 17, 29",,,,,,
41,159,-1,-1,32,,,,,,
42,374,748,-1,33,,,,,,
43,256,-1,-1,34,,,,,,
44,172,-1,-1,37,,,,,,
45,227,-1,-1,30,,,,,,
46,146,-1,-1,"31, 35, 38",,,,,,
47,266,532,-1,36,,,,,,
48,92,184,-1,39,,,,,,
49,67,-1,-1,39,,,,,,
50,76,-1,-1,"15, 40",,,,,,
51,289,-1,-1,41,,,,,,
52,421,-1,-1,42,,,,,,
53,314,-1,-1,44,,,,,,
54,42,-1,-1,48,,,,,,
55,157,-1,109,45,,,,,,
56,246,-1,-1,43,,,,,,
57,408,-1,-1,48,,,,,,
58,493,-1,345,47,,,,,,
59,30,-1,-1,47,,,,,,
60,22,-1,-1,51,,,,,,
61,77,-1,-1,53,,,,,,
62,251,-1,-1,54,,,,,,
63,473,-1,-1,"15, 52, 55",,,,,,
64,185,-1,-1,"16, 56, 59",,,,,,
65,190,-1,133,"49, 59",,,,,,
66,383,766,268,"57, 58",,,,,,
67,112,-1,-1,"8, 56",,,,,,
68,80,-1,-1,60,,,,,,
69,477,-1,-1,"57, 61, 63",,,,,,
70,205,-1,143,"46, 62",,,,,,
71,544,-1,-1,"2, 64",,,,,,
72,461,-1,-1,"6, 66",,,,,,
73,464,928,-1,63,,,,,,
74,302,-1,-1,68,,,,,,
75,257,-1,-1,69,,,,,,
76,80,160,-1,"2, 70",,,,,,
77,54,-1,37,"49, 73",,,,,,
78,174,348,-1,"2, 15, 16, 72",,,,,,
79,435,-1,-1,71,,,,,,
80,171,-1,-1,74,,,,,,
81,537,-1,-1,76,,,,,,
82,448,-1,-1,76,,,,,,
83,153,-1,-1,75,,,,,,
84,417,-1,-1,79,,,,,,
85,361,-1,-1,"67, 79",,,,,,
86,178,356,-1,"14, 77",,,,,,
87,85,170,59,"65, 77",,,,,,
88,109,-1,-1,80,,,,,,
89,220,-1,154,81,,,,,,
90,52,-1,-1,82,,,,,,
91,346,-1,-1,83,,,,,,
92,550,-1,385,85,,,,,,
93,266,-1,-1,"28, 84",,,,,,
94,74,-1,-1,"3, 85",,,,,,
95,216,-1,-1,88,,,,,,
96,113,-1,-1,89,,,,,,
97,268,-1,-1,"66, 73, 84, 90",,,,,,
98,74,-1,-1,91,,,,,,
99,80,160,56,92,,,,,,
100,502,-1,-1,94,,,,,,
