File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_472_RF0.2_R5_S25,25,5,100,0.2,0.2,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,139,-1,-1,,,,,,,
2,149,-1,-1,,,,,,,
3,481,-1,-1,,,,,,,
4,177,-1,123,"2, 3",,,,,,
5,87,-1,-1,"1, 2, 3",,,,,,
6,180,-1,-1,"1, 2, 3",,,,,,
7,392,784,-1,"4, 5, 6",,,,,,
8,50,-1,35,"4, 5, 6",,,,,,
9,83,-1,-1,"4, 5, 6",,,,,,
10,193,-1,-1,"4, 5, 6",,,,,,
11,95,-1,-1,"7, 8, 9, 10",,,,,,
12,500,-1,350,"7, 8, 9, 10",,,,,,
13,213,-1,-1,"7, 8, 9, 10",,,,,,
14,171,-1,-1,"11, 12, 13",,,,,,
15,428,-1,-1,"11, 12, 13",,,,,,
16,484,968,338,"11, 12, 13",,,,,,
17,493,-1,-1,"14, 15, 16",,,,,,
18,167,-1,-1,"14, 15, 16",,,,,,
19,430,860,301,"14, 15, 16",,,,,,
20,268,536,187,"14, 15, 16",,,,,,
21,60,-1,-1,"17, 18, 19, 20",,,,,,
22,135,-1,-1,"17, 18, 19, 20",,,,,,
23,92,-1,-1,"17, 18, 19, 20",,,,,,
24,100,-1,-1,"21, 22, 23",,,,,,
25,92,184,-1,"21, 22, 23",,,,,,
26,246,-1,-1,"21, 22, 23",,,,,,
27,276,-1,-1,"21, 22, 23",,,,,,
28,101,-1,-1,"24, 25, 26",,,,,,
29,149,298,-1,"24, 25, 26",,,,,,
30,255,510,-1,"24, 25, 26",,,,,,
31,246,-1,172,"24, 25, 26",,,,,,
32,189,-1,-1,"24, 25, 26",,,,,,
33,91,-1,63,"28, 29, 30, 31",,,,,,
34,247,494,-1,"28, 31",,,,,,
35,240,-1,-1,"29, 31",,,,,,
36,135,-1,-1,"32, 33, 34, 35",,,,,,
37,80,-1,-1,"34, 35",,,,,,
38,354,-1,-1,"27, 34, 35",,,,,,
39,65,130,-1,"36, 37",,,,,,
40,103,-1,-1,"36, 37",,,,,,
41,312,-1,-1,"27, 36, 37",,,,,,
42,108,-1,-1,"36, 38",,,,,,
43,221,442,-1,"27, 36",,,,,,
44,199,-1,-1,"39, 40, 41",,,,,,
45,190,380,-1,"39, 41",,,,,,
46,74,-1,-1,"39, 40, 42",,,,,,
47,25,-1,-1,"38, 44",,,,,,
48,110,-1,-1,47,,,,,,
49,59,-1,-1,"43, 47",,,,,,
50,91,182,-1,47,,,,,,
51,107,-1,-1,"45, 47",,,,,,
52,247,-1,172,"45, 47",,,,,,
53,44,-1,-1,"42, 48, 49, 50, 51",,,,,,
54,528,1056,-1,"49, 50, 51",,,,,,
55,341,-1,238,"49, 51",,,,,,
56,441,-1,-1,"48, 49, 51",,,,,,
57,172,-1,-1,"48, 49, 52",,,,,,
58,83,166,-1,"53, 54, 55, 56",,,,,,
59,88,-1,-1,"53, 54, 55, 56",,,,,,
60,482,-1,-1,"53, 54, 55, 56",,,,,,
61,150,300,-1,"58, 59, 60",,,,,,
62,121,242,-1,61,,,,,,
63,105,-1,-1,61,,,,,,
64,49,-1,34,61,,,,,,
65,473,-1,-1,61,,,,,,
66,580,-1,-1,65,,,,,,
67,361,-1,-1,"63, 65",,,,,,
68,336,-1,-1,"63, 65",,,,,,
69,219,-1,-1,"52, 63, 65",,,,,,
70,226,-1,-1,"52, 64, 65",,,,,,
71,156,-1,-1,"46, 66, 70",,,,,,
72,241,-1,-1,67,,,,,,
73,233,-1,163,"57, 67",,,,,,
74,50,-1,-1,67,,,,,,
75,137,-1,-1,74,,,,,,
76,483,-1,-1,73,,,,,,
77,63,-1,-1,"69, 72, 73",,,,,,
78,123,-1,-1,"52, 74",,,,,,
79,563,-1,394,"75, 76, 78",,,,,,
80,48,-1,-1,"75, 76, 77, 78",,,,,,
81,240,-1,-1,"57, 72, 75",,,,,,
82,241,-1,-1,"64, 76, 77",,,,,,
83,246,-1,172,"68, 79, 80, 81",,,,,,
84,375,750,262,"64, 79, 80",,,,,,
85,327,-1,228,"79, 82",,,,,,
86,27,-1,-1,"46, 85",,,,,,
87,101,-1,-1,"68, 84, 85",,,,,,
88,511,1022,-1,87,,,,,,
89,407,814,-1,"68, 86",,,,,,
90,139,-1,-1,"71, 81, 88",,,,,,
91,24,-1,-1,"71, 83, 88, 89",,,,,,
92,360,-1,-1,"88, 89",,,,,,
93,434,868,-1,88,,,,,,
94,336,-1,-1,"92, 93",,,,,,
95,344,-1,240,92,,,,,,
96,55,-1,-1,92,,,,,,
97,302,-1,211,"94, 95",,,,,,
98,93,-1,-1,"70, 95",,,,,,
99,203,-1,142,94,,,,,,
100,133,-1,93,94,,,,,,
