File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_20_RF0.2_R10_S50,50,10,100,0.2,0.2,2,BN,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,260,-1,-1,,,,,,,
2,340,-1,-1,,,,,,,
3,68,-1,-1,,,,,,,
4,250,-1,-1,,,,,,,
5,109,-1,76,,,,,,,
6,117,-1,-1,,,,,,,
7,505,-1,353,,,,,,,
8,29,-1,-1,,,,,,,
9,336,-1,-1,,,,,,,
10,84,-1,-1,,,,,,,
11,471,-1,-1,9,,,,,,
12,235,-1,-1,10,,,,,,
13,57,114,39,9,,,,,,
14,29,-1,-1,8,,,,,,
15,78,-1,-1,"2, 3, 4, 5, 6, 7",,,,,,
16,483,-1,338,8,,,,,,
17,163,-1,-1,8,,,,,,
18,78,-1,54,10,,,,,,
19,94,188,65,10,,,,,,
20,289,-1,-1,17,,,,,,
21,250,-1,175,18,,,,,,
22,115,230,-1,15,,,,,,
23,107,-1,-1,15,,,,,,
24,23,-1,-1,15,,,,,,
25,165,-1,115,15,,,,,,
26,146,-1,-1,15,,,,,,
27,24,-1,-1,15,,,,,,
28,121,-1,-1,17,,,,,,
29,145,-1,-1,16,,,,,,
30,455,-1,-1,17,,,,,,
31,153,306,-1,29,,,,,,
32,253,-1,-1,28,,,,,,
33,71,142,-1,24,,,,,,
34,38,76,-1,25,,,,,,
35,141,282,-1,30,,,,,,
36,219,-1,-1,24,,,,,,
37,326,-1,-1,25,,,,,,
38,349,-1,-1,32,,,,,,
39,318,-1,-1,"9, 33",,,,,,
40,374,-1,-1,35,,,,,,
41,95,-1,-1,36,,,,,,
42,153,-1,-1,34,,,,,,
43,109,-1,-1,39,,,,,,
44,183,-1,-1,38,,,,,,
45,148,-1,-1,40,,,,,,
46,91,-1,-1,40,,,,,,
47,130,260,-1,40,,,,,,
48,344,-1,-1,41,,,,,,
49,126,-1,-1,40,,,,,,
50,421,-1,-1,46,,,,,,
51,47,-1,-1,43,,,,,,
52,320,640,-1,44,,,,,,
53,453,906,-1,45,,,,,,
54,301,-1,-1,44,,,,,,
55,44,-1,-1,46,,,,,,
56,87,-1,-1,48,,,,,,
57,150,-1,-1,54,,,,,,
58,152,304,-1,51,,,,,,
59,100,200,-1,52,,,,,,
60,197,-1,-1,53,,,,,,
61,139,-1,97,55,,,,,,
62,187,-1,-1,54,,,,,,
63,269,-1,-1,54,,,,,,
64,93,186,-1,56,,,,,,
65,113,-1,-1,"54, 55",,,,,,
66,532,-1,-1,54,,,,,,
67,221,-1,154,60,,,,,,
68,63,-1,-1,61,,,,,,
69,509,-1,-1,59,,,,,,
70,122,-1,85,64,,,,,,
71,513,-1,359,58,,,,,,
72,132,-1,-1,"34, 64, 66",,,,,,
73,191,382,-1,65,,,,,,
74,173,-1,-1,63,,,,,,
75,149,298,-1,"1, 11, 12, 13, 14, 20, 21, 31, 50, 57, 67",,,,,,
76,159,-1,-1,68,,,,,,
77,20,-1,-1,70,,,,,,
78,42,84,-1,69,,,,,,
79,263,526,184,72,,,,,,
80,239,-1,-1,71,,,,,,
81,325,-1,227,70,,,,,,
82,535,-1,-1,71,,,,,,
83,244,-1,170,75,,,,,,
84,33,-1,-1,75,,,,,,
85,103,206,-1,75,,,,,,
86,40,80,-1,75,,,,,,
87,270,-1,-1,75,,,,,,
88,220,440,-1,75,,,,,,
89,220,-1,-1,75,,,,,,
90,497,-1,347,75,,,,,,
91,127,-1,88,75,,,,,,
92,234,-1,163,77,,,,,,
93,222,-1,-1,76,,,,,,
94,209,-1,-1,78,,,,,,
95,145,-1,-1,79,,,,,,
96,118,-1,-1,93,,,,,,
97,86,-1,-1,94,,,,,,
98,253,-1,177,92,,,,,,
99,90,-1,-1,95,,,,,,
100,481,-1,336,87,,,,,,
