File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_223_RF0.2_R20_S50,50,20,100,0.4,0.2,2,CH,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,436,-1,-1,,,,,,,
2,465,-1,325,,,,,,,
3,63,-1,-1,,,,,,,
4,553,-1,-1,,,,,,,
5,504,-1,-1,,,,,,,
6,451,902,315,,,,,,,
7,607,-1,-1,4,,,,,,
8,394,-1,-1,4,,,,,,
9,711,-1,497,1,,,,,,
10,514,-1,359,2,,,,,,
11,420,-1,-1,3,,,,,,
12,543,-1,-1,6,,,,,,
13,415,-1,-1,6,,,,,,
14,468,936,-1,7,,,,,,
15,458,916,-1,8,,,,,,
16,298,-1,-1,9,,,,,,
17,565,1130,-1,10,,,,,,
18,689,-1,482,11,,,,,,
19,434,-1,-1,12,,,,,,
20,594,-1,-1,"4, 12",,,,,,
21,583,-1,-1,12,,,,,,
22,566,-1,-1,13,,,,,,
23,520,1040,364,13,,,,,,
24,451,-1,-1,13,,,,,,
25,645,-1,451,14,,,,,,
26,639,-1,447,16,,,,,,
27,609,-1,-1,17,,,,,,
28,657,1314,-1,15,,,,,,
29,381,762,-1,18,,,,,,
30,402,-1,-1,20,,,,,,
31,162,324,-1,18,,,,,,
32,380,-1,-1,22,,,,,,
33,413,-1,-1,24,,,,,,
34,397,-1,277,25,,,,,,
35,405,-1,-1,28,,,,,,
36,587,-1,-1,30,,,,,,
37,460,-1,-1,29,,,,,,
38,592,-1,414,26,,,,,,
39,736,-1,-1,"21, 27",,,,,,
40,451,-1,-1,"23, 30, 33",,,,,,
41,528,-1,369,30,,,,,,
42,491,-1,-1,31,,,,,,
43,530,-1,371,31,,,,,,
44,288,-1,201,32,,,,,,
45,573,-1,-1,35,,,,,,
46,501,-1,-1,37,,,,,,
47,696,-1,-1,34,,,,,,
48,733,1466,-1,38,,,,,,
49,536,-1,-1,36,,,,,,
50,577,-1,-1,"39, 40, 43",,,,,,
51,453,-1,-1,38,,,,,,
52,484,-1,-1,42,,,,,,
53,590,-1,413,40,,,,,,
54,425,-1,-1,"6, 38",,,,,,
55,449,-1,-1,41,,,,,,
56,434,-1,303,"4, 44",,,,,,
57,406,812,-1,"21, 38, 40",,,,,,
58,482,-1,-1,45,,,,,,
59,346,-1,-1,46,,,,,,
60,663,1326,-1,48,,,,,,
61,706,1412,-1,"39, 47",,,,,,
62,563,-1,-1,"6, 52",,,,,,
63,668,1336,-1,49,,,,,,
64,329,-1,-1,53,,,,,,
65,577,-1,-1,"41, 52",,,,,,
66,412,-1,-1,"19, 53",,,,,,
67,479,-1,-1,59,,,,,,
68,400,-1,-1,58,,,,,,
69,422,844,-1,62,,,,,,
70,292,584,-1,61,,,,,,
71,387,-1,270,"12, 60",,,,,,
72,565,-1,-1,"33, 54, 63",,,,,,
73,545,-1,-1,"55, 64, 66",,,,,,
74,424,-1,-1,"57, 62",,,,,,
75,429,858,-1,"52, 63",,,,,,
76,626,-1,-1,68,,,,,,
77,466,-1,-1,69,,,,,,
78,538,-1,-1,70,,,,,,
79,417,-1,-1,"71, 73",,,,,,
80,333,666,-1,"5, 13, 20, 67",,,,,,
81,310,-1,217,74,,,,,,
82,444,-1,-1,"62, 73",,,,,,
83,365,-1,255,"24, 32, 75",,,,,,
84,490,-1,-1,79,,,,,,
85,422,-1,-1,76,,,,,,
86,276,-1,-1,77,,,,,,
87,360,-1,-1,78,,,,,,
88,509,-1,-1,"50, 82",,,,,,
89,530,-1,-1,84,,,,,,
90,308,-1,-1,85,,,,,,
91,588,-1,-1,87,,,,,,
92,400,-1,-1,"24, 86",,,,,,
93,565,1130,-1,88,,,,,,
94,419,-1,-1,"5, 56, 88",,,,,,
95,342,-1,-1,88,,,,,,
96,620,1240,434,90,,,,,,
97,478,-1,334,"89, 91",,,,,,
98,661,-1,-1,"50, 92",,,,,,
99,495,-1,-1,94,,,,,,
100,430,860,-1,"74, 94",,,,,,
