File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_504_RF0.2_R10_S25,25,10,100,0.4,0.2,2,MIXED,0.9,0.895,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,476,952,-1,,,,,,,
2,723,-1,-1,,,,,,,
3,392,-1,-1,,,,,,,
4,383,-1,-1,,,,,,,
5,601,-1,420,"1, 2, 3, 4",,,,,,
6,395,-1,-1,"1, 2, 3, 4",,,,,,
7,452,-1,-1,"1, 2, 3, 4",,,,,,
8,384,-1,268,"5, 6, 7",,,,,,
9,562,-1,393,"5, 6, 7",,,,,,
10,715,1430,-1,"5, 6, 7",,,,,,
11,624,-1,-1,"5, 6, 7",,,,,,
12,357,-1,249,"8, 9, 10, 11",,,,,,
13,699,1398,489,"8, 9, 10, 11",,,,,,
14,526,-1,-1,"8, 9, 10, 11",,,,,,
15,537,-1,-1,"8, 9, 10, 11",,,,,,
16,612,-1,-1,"8, 9, 10, 11",,,,,,
17,503,-1,352,"12, 13, 14, 15, 16",,,,,,
18,366,-1,-1,"12, 13, 14, 15, 16",,,,,,
19,489,978,-1,"12, 13, 14, 15, 16",,,,,,
20,594,1188,-1,"12, 13, 14, 15, 16",,,,,,
21,665,-1,-1,"17, 18, 19, 20",,,,,,
22,481,962,-1,"17, 18, 19, 20",,,,,,
23,372,744,-1,"17, 18, 19, 20",,,,,,
24,481,962,336,"21, 22, 23",,,,,,
25,491,-1,-1,"21, 22, 23",,,,,,
26,614,-1,429,"24, 25",,,,,,
27,522,1044,-1,"24, 25",,,,,,
28,441,-1,-1,"24, 25",,,,,,
29,480,960,336,"26, 27, 28",,,,,,
30,518,-1,362,"26, 27, 28",,,,,,
31,650,-1,-1,"26, 27, 28",,,,,,
32,368,736,-1,"26, 27, 28",,,,,,
33,433,-1,-1,"29, 30, 31, 32",,,,,,
34,590,-1,-1,"29, 30, 31, 32",,,,,,
35,637,-1,-1,"33, 34",,,,,,
36,539,-1,-1,"33, 34",,,,,,
37,521,-1,-1,"33, 34",,,,,,
38,329,-1,-1,"33, 34",,,,,,
39,275,-1,-1,"35, 36, 37, 38",,,,,,
40,518,-1,-1,"35, 36, 37, 38",,,,,,
41,690,-1,-1,"39, 40",,,,,,
42,467,-1,-1,"39, 40",,,,,,
43,299,-1,-1,"39, 40",,,,,,
44,619,-1,-1,"41, 42, 43",,,,,,
45,494,-1,-1,"41, 42, 43",,,,,,
46,142,284,-1,"41, 42, 43",,,,,,
47,698,1396,-1,"44, 45",,,,,,
48,600,-1,-1,"44, 46",,,,,,
49,663,-1,-1,"45, 46",,,,,,
50,495,990,-1,"47, 48, 49",,,,,,
51,495,-1,-1,"47, 48",,,,,,
52,592,-1,-1,"47, 48",,,,,,
53,576,-1,403,"47, 48, 49",,,,,,
54,409,-1,-1,"50, 51, 53",,,,,,
55,471,-1,-1,"50, 52, 53",,,,,,
56,236,472,-1,51,,,,,,
57,416,-1,-1,"52, 53",,,,,,
58,676,1352,-1,"54, 55, 56, 57",,,,,,
59,676,-1,473,"54, 55, 56, 57",,,,,,
60,391,-1,-1,"54, 55, 56",,,,,,
61,566,-1,396,"58, 59",,,,,,
62,341,-1,-1,59,,,,,,
63,563,1126,-1,"59, 60",,,,,,
64,537,1074,-1,60,,,,,,
65,406,-1,-1,60,,,,,,
66,506,-1,-1,"58, 60",,,,,,
67,541,-1,-1,61,,,,,,
68,483,-1,-1,66,,,,,,
69,245,-1,171,"63, 64, 65",,,,,,
70,595,-1,-1,"65, 68",,,,,,
71,579,-1,-1,"65, 67",,,,,,
72,519,-1,-1,67,,,,,,
73,263,526,-1,67,,,,,,
74,591,-1,413,"59, 65, 68",,,,,,
75,504,-1,352,70,,,,,,
76,712,-1,-1,"70, 71",,,,,,
77,476,-1,-1,"64, 67, 75",,,,,,
78,646,-1,-1,76,,,,,,
79,535,-1,-1,"74, 78",,,,,,
80,510,-1,357,"73, 77",,,,,,
81,375,-1,-1,79,,,,,,
82,648,-1,453,79,,,,,,
83,575,-1,-1,79,,,,,,
84,534,-1,-1,"81, 83",,,,,,
85,392,-1,-1,82,,,,,,
86,478,-1,-1,82,,,,,,
87,316,-1,221,83,,,,,,
88,603,-1,-1,"82, 87",,,,,,
89,189,-1,-1,85,,,,,,
90,419,-1,-1,84,,,,,,
91,505,-1,-1,"69, 86, 87",,,,,,
92,394,-1,-1,87,,,,,,
93,491,-1,-1,89,,,,,,
94,483,-1,-1,"63, 85, 88",,,,,,
95,470,-1,329,"64, 89, 90",,,,,,
96,448,896,-1,"62, 64, 89",,,,,,
97,623,-1,-1,"73, 95",,,,,,
98,364,-1,-1,"63, 95, 96",,,,,,
99,472,-1,-1,"92, 94, 95",,,,,,
100,701,-1,-1,93,,,,,,
