File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_474_RF0.2_R10_S50,50,10,100,0.2,0.2,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,225,-1,157,,,,,,,
2,357,-1,249,,,,,,,
3,308,-1,-1,,,,,,,
4,298,-1,-1,,,,,,,
5,105,-1,-1,"1, 2, 3, 4",,,,,,
6,450,900,-1,"1, 2, 3, 4",,,,,,
7,302,604,-1,"5, 6",,,,,,
8,62,-1,43,"5, 6",,,,,,
9,398,796,-1,"5, 6",,,,,,
10,103,-1,-1,"5, 6",,,,,,
11,207,-1,-1,"7, 8, 9, 10",,,,,,
12,94,-1,-1,"7, 8, 9, 10",,,,,,
13,527,1054,368,"11, 12",,,,,,
14,60,-1,-1,"11, 12",,,,,,
15,477,954,333,"11, 12",,,,,,
16,505,1010,-1,"13, 14, 15",,,,,,
17,121,-1,-1,"13, 14, 15",,,,,,
18,144,-1,-1,"13, 14, 15",,,,,,
19,90,-1,63,"16, 17, 18",,,,,,
20,154,-1,-1,"16, 17, 18",,,,,,
21,105,-1,-1,"16, 17, 18",,,,,,
22,92,-1,-1,"16, 17, 18",,,,,,
23,165,330,115,"19, 20, 21, 22",,,,,,
24,102,204,-1,"19, 20, 22",,,,,,
25,336,-1,-1,"19, 20, 22",,,,,,
26,31,-1,21,"19, 22",,,,,,
27,40,-1,-1,"19, 21, 22",,,,,,
28,29,-1,-1,"23, 24, 25, 26, 27",,,,,,
29,291,-1,-1,"23, 24, 26, 27",,,,,,
30,47,-1,-1,"24, 26",,,,,,
31,189,-1,-1,"24, 25, 26, 27",,,,,,
32,172,-1,-1,"24, 25",,,,,,
33,488,-1,-1,"28, 29, 30, 31",,,,,,
34,344,-1,240,"28, 29, 30",,,,,,
35,144,-1,-1,"28, 29, 30, 32",,,,,,
36,31,-1,21,"33, 34, 35",,,,,,
37,194,388,-1,"31, 34, 35",,,,,,
38,42,-1,-1,"33, 34, 35",,,,,,
39,33,-1,-1,"36, 37",,,,,,
40,43,-1,-1,"36, 37, 38",,,,,,
41,25,-1,17,"36, 37",,,,,,
42,366,-1,256,"37, 38",,,,,,
43,514,-1,-1,"39, 40",,,,,,
44,490,-1,343,"39, 40",,,,,,
45,101,-1,-1,"39, 40, 42",,,,,,
46,84,-1,-1,"42, 43",,,,,,
47,192,-1,-1,"43, 45",,,,,,
48,134,-1,-1,45,,,,,,
49,115,230,80,"42, 43",,,,,,
50,53,-1,-1,49,,,,,,
51,42,-1,-1,49,,,,,,
52,145,-1,-1,47,,,,,,
53,93,-1,-1,46,,,,,,
54,509,1018,-1,"50, 51, 52",,,,,,
55,204,-1,-1,"51, 52",,,,,,
56,27,-1,-1,"49, 53",,,,,,
57,190,-1,-1,"45, 50, 51",,,,,,
58,163,-1,-1,"46, 52",,,,,,
59,151,-1,-1,"51, 52",,,,,,
60,95,-1,-1,"41, 47, 48, 56",,,,,,
61,30,60,-1,54,,,,,,
62,77,-1,-1,"44, 54, 60",,,,,,
63,272,-1,-1,"41, 61",,,,,,
64,26,-1,-1,"48, 61",,,,,,
65,491,-1,-1,60,,,,,,
66,140,-1,-1,"62, 65",,,,,,
67,147,-1,102,"48, 63",,,,,,
68,430,-1,-1,"50, 65",,,,,,
69,413,826,-1,"53, 57, 63, 64",,,,,,
70,198,-1,-1,"58, 68, 69",,,,,,
71,106,212,-1,"58, 66, 67, 68",,,,,,
72,521,-1,-1,71,,,,,,
73,64,-1,-1,71,,,,,,
74,96,-1,-1,70,,,,,,
75,24,-1,16,74,,,,,,
76,111,-1,-1,74,,,,,,
77,326,-1,228,74,,,,,,
78,436,-1,-1,"62, 75, 76",,,,,,
79,135,-1,-1,"66, 76, 77",,,,,,
80,126,-1,-1,"59, 73, 75",,,,,,
81,300,-1,-1,"77, 78, 80",,,,,,
82,251,-1,-1,"76, 80",,,,,,
83,417,834,-1,81,,,,,,
84,38,76,-1,"79, 81, 82",,,,,,
85,67,-1,-1,"81, 82",,,,,,
86,492,-1,344,81,,,,,,
87,227,454,-1,"85, 86",,,,,,
88,445,-1,-1,"79, 86",,,,,,
89,35,70,24,86,,,,,,
90,87,-1,-1,84,,,,,,
91,547,-1,-1,"84, 85",,,,,,
92,178,-1,-1,"72, 89, 91",,,,,,
93,98,-1,-1,"90, 91",,,,,,
94,516,-1,-1,91,,,,,,
95,70,-1,-1,92,,,,,,
96,346,692,-1,92,,,,,,
97,405,-1,283,"88, 96",,,,,,
98,569,-1,-1,95,,,,,,
99,329,658,-1,"94, 95",,,,,,
100,102,-1,-1,"90, 95",,,,,,
