File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_451_RF0.2_R10_S25,25,10,100,0.4,0.2,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,54,-1,-1,,,,,,,
2,324,-1,-1,,,,,,,
3,566,1132,-1,,,,,,,
4,351,702,-1,"1, 2, 3",,,,,,
5,244,-1,-1,"1, 2, 3",,,,,,
6,285,570,-1,"1, 2, 3",,,,,,
7,413,826,-1,"1, 2, 3",,,,,,
8,492,984,344,"4, 5, 6, 7",,,,,,
9,155,-1,-1,"4, 5, 6, 7",,,,,,
10,499,-1,-1,"4, 5, 6, 7",,,,,,
11,392,-1,274,"8, 9, 10",,,,,,
12,282,-1,-1,"8, 9, 10",,,,,,
13,473,-1,-1,"8, 9, 10",,,,,,
14,94,-1,-1,"11, 12, 13",,,,,,
15,527,-1,-1,"11, 12, 13",,,,,,
16,231,-1,-1,"11, 12, 13",,,,,,
17,124,-1,-1,"11, 12, 13",,,,,,
18,151,-1,105,"11, 12, 13",,,,,,
19,200,-1,-1,"14, 15, 16, 17, 18",,,,,,
20,222,-1,-1,"14, 15, 16, 17, 18",,,,,,
21,161,-1,-1,20,,,,,,
22,438,-1,-1,20,,,,,,
23,314,-1,219,"21, 22",,,,,,
24,287,-1,-1,"21, 22",,,,,,
25,465,-1,325,"21, 22",,,,,,
26,140,280,-1,"23, 24, 25",,,,,,
27,466,-1,326,"23, 24, 25",,,,,,
28,154,-1,-1,"23, 24, 25",,,,,,
29,121,-1,84,"26, 27, 28",,,,,,
30,91,-1,-1,"26, 27, 28",,,,,,
31,91,-1,-1,"27, 28",,,,,,
32,200,400,-1,"30, 31",,,,,,
33,557,-1,-1,"30, 31",,,,,,
34,114,-1,79,"29, 30, 31",,,,,,
35,146,-1,-1,"29, 30, 31",,,,,,
36,197,-1,137,"32, 33, 35",,,,,,
37,257,-1,-1,"29, 32",,,,,,
38,419,-1,-1,36,,,,,,
39,163,-1,-1,"34, 36",,,,,,
40,189,-1,-1,36,,,,,,
41,96,192,67,"38, 39, 40",,,,,,
42,141,282,-1,"38, 39, 40",,,,,,
43,339,-1,-1,"39, 40",,,,,,
44,553,-1,-1,"19, 39, 40",,,,,,
45,155,-1,-1,"41, 42, 43, 44",,,,,,
46,114,-1,-1,"41, 42, 43, 44",,,,,,
47,507,-1,-1,"41, 42, 43, 44",,,,,,
48,286,-1,200,"41, 42, 43, 44",,,,,,
49,91,-1,-1,"37, 45, 46, 47, 48",,,,,,
50,493,986,345,"37, 45, 46, 47, 48",,,,,,
51,393,786,-1,"37, 45, 46, 47, 48",,,,,,
52,470,-1,-1,"49, 50, 51",,,,,,
53,73,-1,-1,"49, 50, 51",,,,,,
54,215,-1,-1,"49, 50, 51",,,,,,
55,129,-1,90,"52, 53, 54",,,,,,
56,219,438,153,"52, 53, 54",,,,,,
57,189,-1,-1,"52, 53, 54",,,,,,
58,98,196,-1,"52, 53, 54",,,,,,
59,174,348,-1,"55, 56, 57",,,,,,
60,77,-1,53,"55, 56, 57",,,,,,
61,494,988,-1,"55, 56",,,,,,
62,114,-1,-1,"59, 60",,,,,,
63,282,-1,-1,"59, 61",,,,,,
64,40,-1,-1,"58, 61",,,,,,
65,147,294,-1,59,,,,,,
66,517,-1,-1,"58, 63",,,,,,
67,339,-1,-1,65,,,,,,
68,61,122,-1,62,,,,,,
69,220,-1,154,68,,,,,,
70,252,-1,176,66,,,,,,
71,186,372,-1,"66, 68",,,,,,
72,221,-1,-1,"67, 70, 71",,,,,,
73,167,-1,-1,70,,,,,,
74,35,-1,-1,"62, 70",,,,,,
75,186,-1,-1,"72, 74",,,,,,
76,556,-1,389,"62, 73",,,,,,
77,403,806,-1,73,,,,,,
78,171,-1,-1,74,,,,,,
79,178,-1,-1,"62, 73",,,,,,
80,56,-1,-1,"72, 79",,,,,,
81,102,-1,-1,79,,,,,,
82,233,-1,-1,77,,,,,,
83,437,874,-1,"77, 80",,,,,,
84,22,-1,-1,"60, 65, 82",,,,,,
85,108,-1,75,80,,,,,,
86,249,-1,-1,"65, 81",,,,,,
87,255,-1,-1,"64, 75, 81, 82",,,,,,
88,73,-1,-1,"75, 83, 86",,,,,,
89,100,-1,-1,86,,,,,,
90,523,-1,366,"69, 86",,,,,,
91,199,-1,-1,"82, 86",,,,,,
92,20,-1,-1,"69, 85",,,,,,
93,114,-1,-1,"88, 91, 92",,,,,,
94,409,-1,-1,"77, 90",,,,,,
95,214,-1,-1,"83, 90, 92",,,,,,
96,248,-1,-1,"75, 92",,,,,,
97,360,-1,-1,"82, 96",,,,,,
98,164,-1,-1,"75, 95",,,,,,
99,179,-1,-1,"95, 96",,,,,,
100,177,-1,-1,"87, 93, 94",,,,,,
