File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_348_RF0.4_R10_S50,50,10,100,0.2,0.4,2,MIXED,0.2,0.199,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,80,-1,-1,,,,,,,
2,199,-1,-1,,,,,,,
3,59,-1,41,,,,,,,
4,318,-1,-1,,,,,,,
5,129,258,-1,,,,,,,
6,210,-1,-1,,,,,,,
7,55,-1,38,,,,,,,
8,287,574,200,1,,,,,,
9,179,358,125,1,,,,,,
10,41,-1,-1,4,,,,,,
11,148,296,103,2,,,,,,
12,201,402,-1,3,,,,,,
13,74,-1,51,6,,,,,,
14,229,458,-1,1,,,,,,
15,190,-1,133,4,,,,,,
16,239,-1,-1,6,,,,,,
17,189,-1,132,6,,,,,,
18,64,-1,44,7,,,,,,
19,153,-1,-1,6,,,,,,
20,180,360,-1,16,,,,,,
21,169,338,118,11,,,,,,
22,129,258,90,14,,,,,,
23,267,-1,-1,16,,,,,,
24,35,70,-1,16,,,,,,
25,221,-1,154,13,,,,,,
26,107,-1,-1,16,,,,,,
27,47,-1,-1,12,,,,,,
28,166,332,-1,18,,,,,,
29,81,-1,-1,26,,,,,,
30,61,122,-1,27,,,,,,
31,133,266,-1,24,,,,,,
32,67,134,-1,"15, 21, 22, 25",,,,,,
33,63,126,-1,22,,,,,,
34,167,334,-1,"20, 22",,,,,,
35,49,-1,-1,29,,,,,,
36,80,-1,-1,33,,,,,,
37,183,366,-1,32,,,,,,
38,52,104,36,32,,,,,,
39,104,-1,-1,34,,,,,,
40,81,-1,56,32,,,,,,
41,184,-1,128,"8, 32",,,,,,
42,151,302,-1,35,,,,,,
43,60,120,42,36,,,,,,
44,116,-1,81,37,,,,,,
45,325,650,227,35,,,,,,
46,117,234,-1,40,,,,,,
47,200,-1,140,41,,,,,,
48,236,-1,-1,35,,,,,,
49,190,380,-1,"5, 37",,,,,,
50,41,82,-1,"44, 45",,,,,,
51,60,120,-1,"43, 46",,,,,,
52,92,-1,-1,45,,,,,,
53,259,518,-1,45,,,,,,
54,117,-1,-1,46,,,,,,
55,28,56,-1,45,,,,,,
56,145,-1,101,47,,,,,,
57,127,254,88,42,,,,,,
58,79,-1,55,56,,,,,,
59,173,346,121,"14, 52",,,,,,
60,94,-1,-1,54,,,,,,
61,93,186,65,57,,,,,,
62,251,-1,-1,52,,,,,,
63,104,-1,-1,56,,,,,,
64,74,-1,-1,56,,,,,,
65,29,58,-1,"55, 64",,,,,,
66,77,-1,53,62,,,,,,
67,20,40,14,64,,,,,,
68,159,-1,-1,"30, 56, 62",,,,,,
69,191,382,133,"39, 40, 59",,,,,,
70,139,-1,97,58,,,,,,
71,174,348,121,59,,,,,,
72,77,-1,53,59,,,,,,
73,135,-1,94,61,,,,,,
74,50,-1,35,"4, 59",,,,,,
75,102,204,-1,65,,,,,,
76,114,228,-1,"23, 65",,,,,,
77,246,-1,172,67,,,,,,
78,118,236,82,70,,,,,,
79,181,-1,126,73,,,,,,
80,40,-1,-1,72,,,,,,
81,142,-1,-1,72,,,,,,
82,203,-1,-1,70,,,,,,
83,132,264,-1,68,,,,,,
84,96,-1,-1,74,,,,,,
85,99,-1,69,82,,,,,,
86,91,-1,-1,77,,,,,,
87,79,158,55,79,,,,,,
88,160,-1,-1,"17, 81",,,,,,
89,106,-1,74,80,,,,,,
90,144,-1,-1,"19, 81",,,,,,
91,250,-1,-1,"53, 80",,,,,,
92,38,-1,-1,77,,,,,,
93,118,-1,82,"10, 75, 83",,,,,,
94,54,-1,-1,"73, 78",,,,,,
95,181,362,126,78,,,,,,
96,206,-1,-1,88,,,,,,
97,92,-1,-1,"59, 85",,,,,,
98,225,-1,-1,88,,,,,,
99,27,-1,-1,95,,,,,,
100,118,-1,-1,91,,,,,,
