File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_179_RF0.2_R0_S25,25,0,100,0.0,0.2,2,CH,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,155,-1,-1,,,,,,,
2,170,-1,-1,,,,,,,
3,95,-1,-1,,,,,,,
4,178,356,-1,,,,,,,
5,317,-1,221,,,,,,,
6,29,58,-1,,,,,,,
7,116,-1,-1,,,,,,,
8,57,114,-1,1,,,,,,
9,115,-1,-1,2,,,,,,
10,101,-1,70,1,,,,,,
11,171,-1,-1,4,,,,,,
12,117,-1,-1,5,,,,,,
13,86,-1,-1,3,,,,,,
14,141,-1,-1,"2, 3",,,,,,
15,73,-1,51,5,,,,,,
16,223,446,156,8,,,,,,
17,174,-1,-1,9,,,,,,
18,257,-1,-1,10,,,,,,
19,168,-1,-1,"7, 12",,,,,,
20,248,-1,-1,12,,,,,,
21,101,202,70,12,,,,,,
22,255,-1,-1,13,,,,,,
23,44,-1,-1,"2, 12",,,,,,
24,146,-1,102,11,,,,,,
25,84,168,-1,19,,,,,,
26,83,-1,-1,17,,,,,,
27,146,-1,-1,18,,,,,,
28,24,-1,16,20,,,,,,
29,198,-1,-1,21,,,,,,
30,37,-1,25,22,,,,,,
31,72,-1,-1,"16, 21",,,,,,
32,285,570,199,22,,,,,,
33,281,-1,-1,21,,,,,,
34,143,-1,-1,25,,,,,,
35,66,-1,-1,26,,,,,,
36,83,-1,-1,27,,,,,,
37,75,-1,-1,28,,,,,,
38,256,-1,-1,29,,,,,,
39,59,-1,-1,30,,,,,,
40,330,660,-1,32,,,,,,
41,191,-1,-1,"32, 33",,,,,,
42,175,-1,-1,31,,,,,,
43,87,-1,-1,33,,,,,,
44,88,-1,-1,"3, 33",,,,,,
45,75,-1,-1,31,,,,,,
46,137,-1,-1,36,,,,,,
47,146,292,-1,35,,,,,,
48,260,-1,-1,40,,,,,,
49,22,44,15,"34, 38, 39",,,,,,
50,198,-1,138,"3, 19, 37",,,,,,
51,167,-1,-1,43,,,,,,
52,29,-1,-1,"6, 41",,,,,,
53,77,-1,-1,"19, 42",,,,,,
54,62,124,43,"6, 13, 42",,,,,,
55,240,-1,-1,47,,,,,,
56,68,-1,47,46,,,,,,
57,161,-1,-1,48,,,,,,
58,81,-1,-1,49,,,,,,
59,112,-1,-1,"11, 23, 41, 49",,,,,,
60,59,118,-1,51,,,,,,
61,308,-1,215,53,,,,,,
62,288,-1,-1,55,,,,,,
63,188,-1,-1,56,,,,,,
64,112,-1,-1,"2, 32, 33, 58",,,,,,
65,162,-1,-1,58,,,,,,
66,112,224,-1,"60, 61",,,,,,
67,76,-1,-1,63,,,,,,
68,114,228,-1,62,,,,,,
69,146,-1,-1,64,,,,,,
70,117,234,-1,66,,,,,,
71,119,-1,-1,64,,,,,,
72,177,-1,-1,65,,,,,,
73,59,-1,41,"3, 45, 66",,,,,,
74,170,-1,-1,"59, 65",,,,,,
75,86,172,-1,65,,,,,,
76,210,-1,-1,70,,,,,,
77,281,-1,196,70,,,,,,
78,150,-1,-1,70,,,,,,
79,328,-1,-1,67,,,,,,
80,141,-1,98,68,,,,,,
81,113,-1,-1,69,,,,,,
82,207,-1,144,"2, 72",,,,,,
83,245,-1,-1,72,,,,,,
84,199,-1,-1,"32, 70",,,,,,
85,86,-1,-1,76,,,,,,
86,187,-1,-1,77,,,,,,
87,246,-1,-1,78,,,,,,
88,331,-1,-1,80,,,,,,
89,205,-1,-1,82,,,,,,
90,73,146,-1,79,,,,,,
91,28,56,-1,"70, 75, 81",,,,,,
92,89,178,-1,"53, 83",,,,,,
93,107,-1,-1,"66, 82",,,,,,
94,102,-1,-1,88,,,,,,
95,124,-1,-1,89,,,,,,
96,161,-1,-1,"85, 86",,,,,,
97,129,-1,90,"2, 32, 87",,,,,,
98,126,-1,-1,"42, 90",,,,,,
99,21,-1,-1,91,,,,,,
100,118,236,82,"70, 92",,,,,,
