File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_328_RF0.2_R0_S25,25,0,100,0.0,0.2,2,MIXED,0.2,0.199,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,47,-1,-1,,,,,,,
2,54,-1,-1,,,,,,,
3,170,-1,-1,,,,,,,
4,186,372,-1,,,,,,,
5,197,394,-1,,,,,,,
6,77,-1,53,,,,,,,
7,212,-1,-1,4,,,,,,
8,185,-1,129,2,,,,,,
9,175,-1,-1,1,,,,,,
10,55,-1,38,"2, 5",,,,,,
11,151,302,-1,5,,,,,,
12,152,-1,-1,5,,,,,,
13,259,-1,-1,1,,,,,,
14,247,-1,-1,2,,,,,,
15,207,414,-1,6,,,,,,
16,32,-1,-1,"2, 6",,,,,,
17,106,-1,-1,3,,,,,,
18,144,-1,-1,7,,,,,,
19,84,168,58,15,,,,,,
20,34,-1,-1,"11, 17",,,,,,
21,155,-1,-1,12,,,,,,
22,65,-1,-1,10,,,,,,
23,121,-1,-1,11,,,,,,
24,165,-1,-1,13,,,,,,
25,109,218,-1,12,,,,,,
26,32,-1,-1,"12, 18",,,,,,
27,129,-1,-1,22,,,,,,
28,165,-1,-1,21,,,,,,
29,225,-1,-1,25,,,,,,
30,43,-1,-1,19,,,,,,
31,33,-1,-1,18,,,,,,
32,62,-1,-1,20,,,,,,
33,174,-1,-1,31,,,,,,
34,144,-1,100,29,,,,,,
35,110,-1,-1,31,,,,,,
36,183,-1,128,28,,,,,,
37,56,-1,-1,30,,,,,,
38,29,-1,-1,28,,,,,,
39,78,156,-1,26,,,,,,
40,27,-1,-1,30,,,,,,
41,237,-1,-1,"6, 31",,,,,,
42,98,-1,-1,34,,,,,,
43,269,-1,-1,39,,,,,,
44,48,-1,-1,38,,,,,,
45,192,384,-1,40,,,,,,
46,105,-1,-1,"19, 35",,,,,,
47,147,-1,-1,40,,,,,,
48,224,-1,-1,40,,,,,,
49,141,-1,98,35,,,,,,
50,125,-1,-1,42,,,,,,
51,160,-1,-1,46,,,,,,
52,282,-1,-1,44,,,,,,
53,191,382,-1,48,,,,,,
54,119,-1,-1,44,,,,,,
55,115,-1,-1,45,,,,,,
56,166,-1,-1,46,,,,,,
57,182,-1,127,45,,,,,,
58,218,436,-1,54,,,,,,
59,111,222,77,"10, 33, 57",,,,,,
60,189,-1,-1,"50, 53",,,,,,
61,96,192,67,54,,,,,,
62,62,-1,43,51,,,,,,
63,112,-1,78,57,,,,,,
64,121,-1,-1,50,,,,,,
65,74,-1,-1,"20, 57",,,,,,
66,173,-1,-1,"17, 63",,,,,,
67,193,-1,-1,"5, 63",,,,,,
68,127,-1,-1,"22, 61",,,,,,
69,103,-1,-1,"62, 64",,,,,,
70,142,-1,99,"8, 55, 58",,,,,,
71,98,-1,-1,59,,,,,,
72,271,-1,189,"52, 64",,,,,,
73,248,-1,-1,"35, 67",,,,,,
74,146,-1,-1,"22, 70",,,,,,
75,99,-1,69,66,,,,,,
76,131,262,-1,"30, 68",,,,,,
77,222,-1,-1,68,,,,,,
78,74,148,51,"64, 68",,,,,,
79,54,-1,-1,"48, 61, 65, 66",,,,,,
80,183,-1,-1,69,,,,,,
81,109,-1,-1,"8, 79",,,,,,
82,255,510,-1,"77, 78, 79",,,,,,
83,218,-1,-1,79,,,,,,
84,154,-1,-1,74,,,,,,
85,26,-1,-1,76,,,,,,
86,65,-1,-1,78,,,,,,
87,216,-1,-1,75,,,,,,
88,35,70,-1,74,,,,,,
89,209,-1,146,"34, 79",,,,,,
90,29,-1,-1,80,,,,,,
91,208,-1,-1,83,,,,,,
92,34,-1,-1,"73, 83",,,,,,
93,115,-1,80,"3, 53, 85",,,,,,
94,199,398,139,"84, 88",,,,,,
95,110,220,-1,90,,,,,,
96,147,294,-1,81,,,,,,
97,209,418,-1,90,,,,,,
98,322,-1,-1,"33, 63, 90",,,,,,
99,135,-1,-1,82,,,,,,
100,242,-1,169,"33, 87",,,,,,
