File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_335_RF0.2_R5_S25,25,5,100,0.2,0.2,2,MIXED,0.2,0.199,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,41,-1,-1,,,,,,,
2,94,-1,-1,,,,,,,
3,211,422,-1,,,,,,,
4,21,-1,-1,,,,,,,
5,54,-1,-1,,,,,,,
6,108,-1,-1,,,,,,,
7,32,-1,22,,,,,,,
8,69,138,48,,,,,,,
9,203,-1,142,8,,,,,,
10,49,98,34,2,,,,,,
11,145,-1,101,4,,,,,,
12,101,-1,-1,1,,,,,,
13,179,358,-1,5,,,,,,
14,36,-1,25,2,,,,,,
15,32,64,22,7,,,,,,
16,217,-1,-1,6,,,,,,
17,81,-1,-1,8,,,,,,
18,86,-1,60,11,,,,,,
19,67,-1,-1,10,,,,,,
20,99,-1,-1,16,,,,,,
21,96,-1,-1,12,,,,,,
22,52,-1,-1,"14, 21",,,,,,
23,175,-1,-1,20,,,,,,
24,79,-1,-1,20,,,,,,
25,146,-1,-1,20,,,,,,
26,76,-1,-1,20,,,,,,
27,133,-1,-1,18,,,,,,
28,173,-1,-1,"7, 20",,,,,,
29,119,-1,-1,19,,,,,,
30,149,298,-1,20,,,,,,
31,246,492,-1,21,,,,,,
32,171,-1,-1,25,,,,,,
33,233,466,-1,27,,,,,,
34,29,-1,-1,29,,,,,,
35,282,-1,-1,31,,,,,,
36,158,-1,-1,26,,,,,,
37,26,-1,-1,22,,,,,,
38,181,-1,-1,25,,,,,,
39,130,-1,-1,30,,,,,,
40,57,-1,-1,30,,,,,,
41,131,-1,-1,30,,,,,,
42,282,-1,-1,33,,,,,,
43,153,-1,-1,"5, 34",,,,,,
44,177,-1,-1,37,,,,,,
45,120,-1,-1,36,,,,,,
46,35,-1,-1,34,,,,,,
47,35,-1,-1,"32, 38",,,,,,
48,134,-1,-1,32,,,,,,
49,345,-1,-1,"16, 35",,,,,,
50,156,-1,-1,"16, 35, 37",,,,,,
51,97,-1,-1,49,,,,,,
52,147,-1,-1,49,,,,,,
53,40,-1,-1,"42, 44",,,,,,
54,127,254,-1,50,,,,,,
55,208,416,-1,44,,,,,,
56,25,-1,-1,42,,,,,,
57,136,-1,-1,43,,,,,,
58,118,-1,-1,"43, 48",,,,,,
59,30,-1,-1,50,,,,,,
60,127,254,-1,57,,,,,,
61,28,56,19,"4, 17, 58",,,,,,
62,195,-1,-1,56,,,,,,
63,153,-1,107,57,,,,,,
64,26,-1,-1,"49, 56",,,,,,
65,30,-1,-1,51,,,,,,
66,223,-1,-1,51,,,,,,
67,180,-1,126,"40, 51",,,,,,
68,277,-1,-1,"41, 53",,,,,,
69,94,188,-1,59,,,,,,
70,74,-1,-1,"44, 67",,,,,,
71,121,-1,-1,"49, 61",,,,,,
72,200,-1,-1,69,,,,,,
73,246,-1,172,"18, 61",,,,,,
74,121,-1,84,68,,,,,,
75,143,286,-1,65,,,,,,
76,81,-1,56,69,,,,,,
77,115,-1,80,"65, 67",,,,,,
78,68,-1,-1,70,,,,,,
79,70,-1,-1,70,,,,,,
80,107,-1,-1,72,,,,,,
81,144,-1,100,"54, 71",,,,,,
82,62,124,-1,73,,,,,,
83,132,-1,-1,"7, 74",,,,,,
84,125,-1,-1,72,,,,,,
85,21,42,-1,75,,,,,,
86,74,148,-1,77,,,,,,
87,209,-1,-1,78,,,,,,
88,198,396,138,86,,,,,,
89,116,-1,-1,86,,,,,,
90,117,-1,-1,"38, 79, 80",,,,,,
91,148,-1,103,"78, 86",,,,,,
92,242,-1,-1,87,,,,,,
93,174,-1,-1,87,,,,,,
94,123,-1,86,"57, 87",,,,,,
95,92,-1,64,87,,,,,,
96,164,328,-1,"45, 90",,,,,,
97,117,234,-1,"50, 89",,,,,,
98,115,-1,-1,91,,,,,,
99,78,-1,-1,"56, 88",,,,,,
100,229,-1,-1,"74, 89, 91",,,,,,
