File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_454_RF0.2_R10_S50,50,10,100,0.2,0.2,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,250,500,-1,,,,,,,
2,104,-1,-1,,,,,,,
3,403,-1,-1,"1, 2",,,,,,
4,341,682,-1,"1, 2",,,,,,
5,439,-1,-1,"1, 2",,,,,,
6,509,-1,-1,"3, 4, 5",,,,,,
7,510,-1,-1,"3, 4, 5",,,,,,
8,178,-1,-1,"3, 4, 5",,,,,,
9,89,-1,-1,"6, 7, 8",,,,,,
10,206,-1,144,"6, 7, 8",,,,,,
11,274,-1,-1,"6, 7, 8",,,,,,
12,457,914,319,"6, 7, 8",,,,,,
13,110,-1,-1,"6, 7, 8",,,,,,
14,39,-1,-1,"9, 10, 11, 12, 13",,,,,,
15,69,138,-1,"9, 10, 11, 12, 13",,,,,,
16,190,-1,-1,"9, 10, 11, 12, 13",,,,,,
17,122,244,-1,"9, 10, 11, 12, 13",,,,,,
18,274,-1,-1,"14, 15, 16, 17",,,,,,
19,464,928,-1,"14, 15, 16, 17",,,,,,
20,116,-1,-1,"14, 15, 16, 17",,,,,,
21,154,308,-1,"18, 19, 20",,,,,,
22,178,356,-1,"18, 19, 20",,,,,,
23,123,-1,-1,"18, 19, 20",,,,,,
24,51,-1,-1,"18, 19, 20",,,,,,
25,93,-1,-1,"21, 22, 23, 24",,,,,,
26,138,-1,-1,"21, 22, 23, 24",,,,,,
27,213,-1,-1,"21, 22, 23",,,,,,
28,29,-1,-1,"21, 22, 23",,,,,,
29,87,174,-1,"21, 22, 23, 24",,,,,,
30,184,-1,-1,"25, 26, 27, 28, 29",,,,,,
31,109,218,-1,30,,,,,,
32,22,-1,-1,30,,,,,,
33,40,-1,-1,30,,,,,,
34,76,-1,53,"32, 33",,,,,,
35,311,-1,217,"32, 33",,,,,,
36,57,114,-1,"32, 33",,,,,,
37,477,-1,-1,36,,,,,,
38,334,-1,233,36,,,,,,
39,63,-1,-1,"35, 36",,,,,,
40,292,-1,-1,35,,,,,,
41,200,-1,140,"37, 40",,,,,,
42,101,-1,-1,"31, 37",,,,,,
43,120,-1,-1,"39, 40",,,,,,
44,568,-1,-1,37,,,,,,
45,100,-1,-1,37,,,,,,
46,541,-1,378,"38, 40",,,,,,
47,89,-1,-1,"34, 41, 44, 45, 46",,,,,,
48,101,-1,-1,42,,,,,,
49,36,-1,-1,"43, 46",,,,,,
50,262,-1,-1,"31, 44, 45, 46",,,,,,
51,268,-1,187,"31, 44, 46",,,,,,
52,107,-1,74,"47, 48, 49, 51",,,,,,
53,48,-1,-1,"47, 48, 49, 51",,,,,,
54,93,-1,-1,"47, 48, 50, 51",,,,,,
55,71,-1,-1,"47, 48, 51",,,,,,
56,71,-1,-1,"52, 55",,,,,,
57,29,-1,-1,"52, 53, 54",,,,,,
58,506,-1,354,"49, 50, 55",,,,,,
59,475,-1,-1,"57, 58",,,,,,
60,313,-1,-1,59,,,,,,
61,540,-1,-1,"56, 59",,,,,,
62,102,204,-1,59,,,,,,
63,140,-1,-1,59,,,,,,
64,71,-1,-1,"60, 62, 63",,,,,,
65,37,-1,-1,"62, 63",,,,,,
66,185,-1,129,"60, 62, 63",,,,,,
67,511,-1,-1,66,,,,,,
68,122,-1,-1,"64, 66",,,,,,
69,492,984,-1,66,,,,,,
70,44,-1,30,64,,,,,,
71,113,-1,79,"65, 69",,,,,,
72,425,-1,-1,69,,,,,,
73,98,196,-1,72,,,,,,
74,557,-1,389,"70, 71",,,,,,
75,115,-1,80,"71, 72",,,,,,
76,124,248,-1,71,,,,,,
77,142,-1,-1,"67, 76",,,,,,
78,110,-1,-1,"56, 72, 76",,,,,,
79,207,-1,-1,"56, 73",,,,,,
80,277,554,-1,"61, 75, 76",,,,,,
81,336,-1,-1,"78, 79",,,,,,
82,328,-1,-1,"61, 78, 79",,,,,,
83,275,-1,192,80,,,,,,
84,454,-1,317,80,,,,,,
85,78,156,-1,83,,,,,,
86,143,-1,-1,"61, 75, 81",,,,,,
87,473,-1,-1,"77, 82, 86",,,,,,
88,178,-1,-1,"64, 67, 85",,,,,,
89,295,-1,206,88,,,,,,
90,353,-1,-1,"80, 87",,,,,,
91,250,-1,-1,"70, 82, 86, 88",,,,,,
92,131,-1,91,"84, 88",,,,,,
93,289,578,-1,"87, 91",,,,,,
94,482,-1,337,"77, 82, 92",,,,,,
95,140,-1,-1,"70, 78, 92",,,,,,
96,220,-1,-1,93,,,,,,
97,110,220,-1,93,,,,,,
98,28,-1,-1,"81, 94, 95",,,,,,
99,88,176,-1,94,,,,,,
100,79,-1,-1,94,,,,,,
