File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_471_RF0.4_R20_S50,50,20,100,0.4,0.4,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,458,916,-1,,,,,,,
2,165,-1,115,,,,,,,
3,242,484,169,,,,,,,
4,228,-1,159,"1, 2, 3",,,,,,
5,235,-1,-1,"1, 2, 3",,,,,,
6,458,916,-1,"1, 2, 3",,,,,,
7,176,-1,123,"4, 5, 6",,,,,,
8,96,-1,-1,"4, 5, 6",,,,,,
9,119,238,83,"4, 5, 6",,,,,,
10,72,144,-1,"7, 8, 9",,,,,,
11,21,42,14,"7, 8, 9",,,,,,
12,182,-1,-1,"7, 8, 9",,,,,,
13,353,-1,-1,"7, 8, 9",,,,,,
14,269,538,-1,"10, 11, 12, 13",,,,,,
15,163,326,114,"10, 11, 12, 13",,,,,,
16,445,-1,311,"10, 11, 12, 13",,,,,,
17,480,960,-1,"14, 15, 16",,,,,,
18,343,686,-1,"14, 15, 16",,,,,,
19,189,378,-1,"14, 15, 16",,,,,,
20,477,954,333,"14, 15, 16",,,,,,
21,394,-1,275,"14, 15, 16",,,,,,
22,557,-1,-1,"14, 15, 16",,,,,,
23,369,-1,-1,"17, 18, 19, 20, 22",,,,,,
24,456,-1,319,"17, 18, 19, 21, 22",,,,,,
25,227,-1,-1,"17, 18, 19, 21, 22",,,,,,
26,216,-1,-1,"17, 20, 21, 22",,,,,,
27,480,-1,336,"17, 18, 19, 21, 22",,,,,,
28,156,-1,109,"23, 24, 25, 26, 27",,,,,,
29,285,-1,-1,"23, 24, 25, 26, 27",,,,,,
30,99,-1,-1,"23, 24, 25",,,,,,
31,368,-1,257,"28, 29, 30",,,,,,
32,239,-1,167,"28, 29, 30",,,,,,
33,284,-1,-1,"28, 29, 30",,,,,,
34,205,-1,-1,"28, 29, 30",,,,,,
35,589,-1,-1,"31, 34",,,,,,
36,164,-1,-1,"31, 34",,,,,,
37,269,-1,-1,"31, 33",,,,,,
38,494,-1,345,"35, 37",,,,,,
39,92,184,-1,"35, 36, 37",,,,,,
40,577,-1,403,"35, 36, 37",,,,,,
41,99,-1,69,"36, 37",,,,,,
42,235,470,164,"35, 36, 37",,,,,,
43,544,-1,-1,"38, 39, 40, 42",,,,,,
44,37,74,25,"38, 39, 40",,,,,,
45,455,910,318,"43, 44",,,,,,
46,120,-1,-1,"41, 43, 44",,,,,,
47,198,-1,138,44,,,,,,
48,141,-1,-1,"32, 43, 44",,,,,,
49,146,292,-1,"32, 43, 44",,,,,,
50,23,46,-1,"47, 48, 49",,,,,,
51,91,-1,-1,"47, 48, 49",,,,,,
52,178,356,124,51,,,,,,
53,283,-1,-1,"50, 52",,,,,,
54,78,-1,-1,"50, 52",,,,,,
55,353,-1,247,"41, 50, 52",,,,,,
56,157,314,109,"50, 52",,,,,,
57,120,-1,84,"53, 56",,,,,,
58,124,-1,-1,57,,,,,,
59,117,234,-1,57,,,,,,
60,239,478,-1,"41, 57",,,,,,
61,150,-1,-1,57,,,,,,
62,490,980,343,"58, 59",,,,,,
63,377,-1,-1,"54, 59",,,,,,
64,390,-1,-1,"59, 61",,,,,,
65,195,-1,-1,61,,,,,,
66,520,-1,-1,"45, 62, 65",,,,,,
67,36,-1,-1,"55, 63",,,,,,
68,210,420,-1,"41, 66",,,,,,
69,145,-1,101,66,,,,,,
70,214,-1,-1,"54, 64, 66",,,,,,
71,427,854,-1,"60, 67",,,,,,
72,186,372,130,66,,,,,,
73,250,500,-1,"46, 68, 69, 71",,,,,,
74,188,376,131,"55, 68, 69, 70",,,,,,
75,459,-1,-1,"63, 68, 70",,,,,,
76,99,198,-1,"46, 72",,,,,,
77,103,-1,72,"73, 76",,,,,,
78,54,108,-1,"64, 73",,,,,,
79,146,-1,-1,"67, 72, 74",,,,,,
80,75,-1,-1,"64, 68, 76",,,,,,
81,29,58,-1,"46, 75",,,,,,
82,61,-1,-1,"77, 78, 80",,,,,,
83,379,-1,-1,77,,,,,,
84,194,-1,-1,"80, 81",,,,,,
85,271,-1,-1,"46, 79",,,,,,
86,243,486,170,77,,,,,,
87,580,1160,-1,"84, 86",,,,,,
88,54,-1,37,"81, 82, 83",,,,,,
89,198,-1,138,"74, 82",,,,,,
90,81,162,56,"74, 82",,,,,,
91,42,-1,-1,89,,,,,,
92,108,-1,75,"74, 88",,,,,,
93,435,-1,304,"84, 92",,,,,,
94,419,838,293,92,,,,,,
95,310,620,-1,"79, 92",,,,,,
96,107,214,74,95,,,,,,
97,39,78,27,"85, 94",,,,,,
98,204,408,-1,94,,,,,,
99,134,268,-1,"96, 98",,,,,,
100,92,-1,-1,"91, 98",,,,,,
