File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_501_RF0.2_R0_S25,25,0,100,0.0,0.2,2,MIXED,0.9,0.895,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,604,1208,-1,,,,,,,
2,583,-1,-1,,,,,,,
3,649,-1,-1,,,,,,,
4,474,-1,331,"1, 2, 3",,,,,,
5,254,-1,-1,"1, 2, 3",,,,,,
6,605,-1,-1,"1, 2, 3",,,,,,
7,458,916,-1,"4, 5, 6",,,,,,
8,566,-1,-1,"4, 5, 6",,,,,,
9,561,-1,-1,"4, 5, 6",,,,,,
10,410,820,287,"7, 8, 9",,,,,,
11,492,-1,-1,"7, 8, 9",,,,,,
12,612,-1,428,"7, 8, 9",,,,,,
13,763,-1,-1,"10, 11, 12",,,,,,
14,424,-1,-1,"10, 11, 12",,,,,,
15,594,-1,-1,"13, 14",,,,,,
16,547,-1,382,"13, 14",,,,,,
17,665,-1,-1,"13, 14",,,,,,
18,515,-1,360,"13, 14",,,,,,
19,638,1276,-1,"15, 16, 17, 18",,,,,,
20,743,-1,-1,"15, 16, 17, 18",,,,,,
21,482,964,-1,"15, 16, 17, 18",,,,,,
22,334,-1,-1,"15, 16, 17, 18",,,,,,
23,807,-1,564,"19, 20, 21, 22",,,,,,
24,473,-1,-1,"19, 20, 21, 22",,,,,,
25,503,-1,-1,"19, 20, 21, 22",,,,,,
26,542,1084,-1,"19, 20, 21, 22",,,,,,
27,433,-1,-1,"23, 24, 26",,,,,,
28,766,-1,-1,"23, 24, 26",,,,,,
29,519,-1,-1,"23, 24",,,,,,
30,790,-1,-1,"23, 24",,,,,,
31,486,972,-1,"27, 28, 29, 30",,,,,,
32,480,-1,-1,"27, 30",,,,,,
33,600,-1,-1,"27, 30",,,,,,
34,506,-1,-1,"28, 30",,,,,,
35,368,-1,-1,"27, 29, 30",,,,,,
36,464,928,324,"31, 32, 33, 34, 35",,,,,,
37,453,-1,-1,"31, 32, 33, 34",,,,,,
38,471,-1,-1,36,,,,,,
39,677,-1,473,37,,,,,,
40,482,-1,337,"25, 37",,,,,,
41,613,1226,429,37,,,,,,
42,417,-1,-1,"39, 40, 41",,,,,,
43,380,-1,-1,"40, 41",,,,,,
44,529,-1,370,41,,,,,,
45,466,-1,-1,"42, 43, 44",,,,,,
46,592,-1,-1,"42, 43, 44",,,,,,
47,530,-1,371,44,,,,,,
48,511,1022,357,"43, 44",,,,,,
49,427,-1,298,42,,,,,,
50,296,-1,-1,"46, 47",,,,,,
51,574,-1,-1,"38, 47",,,,,,
52,483,-1,-1,"40, 47",,,,,,
53,312,-1,-1,"46, 48, 51, 52",,,,,,
54,227,-1,-1,"50, 52",,,,,,
55,572,-1,-1,"50, 51",,,,,,
56,337,-1,-1,"45, 53, 54",,,,,,
57,847,-1,-1,"53, 54",,,,,,
58,427,-1,-1,"35, 54",,,,,,
59,442,-1,-1,"45, 54, 55",,,,,,
60,934,1868,-1,"56, 57",,,,,,
61,451,-1,-1,"56, 57, 59",,,,,,
62,460,-1,-1,57,,,,,,
63,503,-1,-1,"45, 57",,,,,,
64,310,-1,-1,"62, 63",,,,,,
65,633,-1,-1,"60, 61, 62, 63",,,,,,
66,646,-1,-1,"64, 65",,,,,,
67,554,-1,-1,"56, 64",,,,,,
68,697,-1,-1,"64, 65",,,,,,
69,520,-1,364,"61, 64",,,,,,
70,415,-1,290,"66, 67",,,,,,
71,366,-1,-1,"66, 67",,,,,,
72,572,-1,-1,66,,,,,,
73,583,-1,-1,"66, 68",,,,,,
74,432,-1,-1,"71, 72",,,,,,
75,558,-1,-1,72,,,,,,
76,430,-1,-1,"49, 71, 73",,,,,,
77,716,-1,-1,"68, 74",,,,,,
78,436,-1,-1,75,,,,,,
79,483,-1,-1,"49, 75",,,,,,
80,680,1360,-1,"69, 77",,,,,,
81,634,1268,-1,"68, 71, 78",,,,,,
82,398,-1,278,"76, 79",,,,,,
83,719,-1,-1,81,,,,,,
84,460,-1,-1,"74, 82",,,,,,
85,312,-1,-1,"76, 80",,,,,,
86,724,1448,506,"74, 82",,,,,,
87,362,724,-1,"85, 86",,,,,,
88,499,998,-1,"81, 86",,,,,,
89,631,-1,-1,"70, 87",,,,,,
90,541,1082,-1,"58, 69, 88",,,,,,
91,536,1072,-1,"70, 88",,,,,,
92,419,-1,-1,90,,,,,,
93,552,-1,-1,"77, 90",,,,,,
94,596,-1,-1,"83, 85, 90, 91",,,,,,
95,655,1310,458,"78, 89",,,,,,
96,464,-1,-1,"85, 91",,,,,,
97,319,638,-1,"58, 91",,,,,,
98,574,-1,-1,"83, 92",,,,,,
99,496,-1,347,"83, 89, 92, 93",,,,,,
100,501,-1,-1,94,,,,,,
