File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_309_RF0.4_R20_S50,50,20,100,0.4,0.4,2,MIXED,0.2,0.199,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,91,-1,63,,,,,,,
2,464,-1,324,,,,,,,
3,418,836,-1,,,,,,,
4,191,382,133,,,,,,,
5,304,608,212,,,,,,,
6,187,374,130,,,,,,,
7,276,-1,-1,,,,,,,
8,89,-1,-1,,,,,,,
9,208,416,145,,,,,,,
10,49,98,-1,,,,,,,
11,32,-1,-1,10,,,,,,
12,444,888,310,9,,,,,,
13,187,-1,130,"2, 9",,,,,,
14,339,-1,-1,5,,,,,,
15,243,486,-1,1,,,,,,
16,98,-1,-1,3,,,,,,
17,199,-1,-1,2,,,,,,
18,39,-1,-1,1,,,,,,
19,238,-1,166,2,,,,,,
20,95,190,-1,15,,,,,,
21,77,-1,-1,11,,,,,,
22,28,56,19,16,,,,,,
23,109,218,-1,15,,,,,,
24,350,-1,-1,"13, 21",,,,,,
25,276,-1,-1,20,,,,,,
26,346,692,242,20,,,,,,
27,185,370,-1,"19, 23",,,,,,
28,228,-1,-1,20,,,,,,
29,100,200,-1,21,,,,,,
30,107,214,74,20,,,,,,
31,273,546,-1,23,,,,,,
32,516,-1,361,26,,,,,,
33,381,762,266,"29, 31",,,,,,
34,256,-1,179,"7, 30",,,,,,
35,193,-1,135,"5, 29",,,,,,
36,317,634,-1,"12, 25",,,,,,
37,142,-1,99,"4, 9, 27",,,,,,
38,374,-1,-1,25,,,,,,
39,416,832,291,31,,,,,,
40,134,268,-1,29,,,,,,
41,571,1142,399,"13, 25",,,,,,
42,311,-1,-1,38,,,,,,
43,102,-1,71,40,,,,,,
44,263,526,-1,"2, 32",,,,,,
45,46,92,-1,"17, 32, 35",,,,,,
46,78,-1,-1,"4, 19, 35",,,,,,
47,25,50,-1,38,,,,,,
48,232,464,162,40,,,,,,
49,234,-1,-1,33,,,,,,
50,437,-1,-1,34,,,,,,
51,317,-1,-1,"7, 44, 49",,,,,,
52,44,-1,-1,"17, 42",,,,,,
53,312,-1,-1,42,,,,,,
54,440,880,-1,45,,,,,,
55,237,-1,-1,"8, 42",,,,,,
56,56,-1,39,46,,,,,,
57,43,-1,-1,49,,,,,,
58,31,62,-1,48,,,,,,
59,106,-1,-1,"27, 44",,,,,,
60,136,-1,-1,45,,,,,,
61,233,-1,163,48,,,,,,
62,171,-1,119,61,,,,,,
63,38,76,26,54,,,,,,
64,90,-1,63,"14, 61",,,,,,
65,139,-1,-1,56,,,,,,
66,131,-1,91,56,,,,,,
67,77,-1,-1,61,,,,,,
68,359,-1,-1,62,,,,,,
69,232,464,162,66,,,,,,
70,31,62,-1,62,,,,,,
71,492,-1,344,67,,,,,,
72,24,48,-1,"45, 66",,,,,,
73,135,-1,94,65,,,,,,
74,171,-1,-1,"6, 36, 38, 66",,,,,,
75,177,-1,-1,"41, 73",,,,,,
76,526,-1,-1,"6, 30, 70",,,,,,
77,51,102,-1,"52, 72",,,,,,
78,316,-1,-1,"41, 71",,,,,,
79,285,-1,-1,"27, 70",,,,,,
80,61,122,-1,71,,,,,,
81,244,-1,170,"34, 72",,,,,,
82,405,810,-1,75,,,,,,
83,111,-1,77,"76, 79",,,,,,
84,112,-1,78,"76, 81",,,,,,
85,177,354,-1,76,,,,,,
86,71,-1,49,81,,,,,,
87,36,-1,25,76,,,,,,
88,326,-1,-1,77,,,,,,
89,574,1148,-1,"33, 77",,,,,,
90,251,-1,-1,76,,,,,,
91,120,-1,84,84,,,,,,
92,176,-1,-1,"8, 88",,,,,,
93,446,892,-1,"43, 83",,,,,,
94,448,-1,313,83,,,,,,
95,38,76,26,86,,,,,,
96,192,-1,-1,"7, 88",,,,,,
97,213,-1,149,85,,,,,,
98,136,272,-1,85,,,,,,
99,88,176,-1,89,,,,,,
100,71,-1,49,84,,,,,,
