File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_199_RF0.2_R0_S25,25,0,100,0.0,0.2,2,CH,0.2,0.201,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,139,-1,97,,,,,,,
2,400,-1,-1,,,,,,,
3,153,-1,107,,,,,,,
4,41,-1,-1,,,,,,,
5,89,-1,-1,1,,,,,,
6,123,-1,-1,1,,,,,,
7,98,196,-1,1,,,,,,
8,224,-1,-1,3,,,,,,
9,201,402,140,3,,,,,,
10,93,-1,-1,5,,,,,,
11,128,256,-1,6,,,,,,
12,149,-1,-1,8,,,,,,
13,30,-1,-1,8,,,,,,
14,211,-1,-1,9,,,,,,
15,197,-1,-1,7,,,,,,
16,137,-1,-1,9,,,,,,
17,144,-1,100,9,,,,,,
18,113,-1,-1,8,,,,,,
19,50,-1,-1,11,,,,,,
20,130,-1,-1,10,,,,,,
21,200,-1,-1,16,,,,,,
22,205,-1,143,12,,,,,,
23,80,-1,-1,13,,,,,,
24,35,-1,-1,14,,,,,,
25,142,-1,-1,15,,,,,,
26,47,-1,-1,18,,,,,,
27,152,-1,-1,16,,,,,,
28,112,-1,-1,19,,,,,,
29,67,-1,-1,20,,,,,,
30,343,686,-1,26,,,,,,
31,173,-1,-1,21,,,,,,
32,176,-1,123,22,,,,,,
33,129,-1,-1,23,,,,,,
34,153,-1,-1,"2, 24, 26",,,,,,
35,265,-1,-1,25,,,,,,
36,172,-1,-1,27,,,,,,
37,69,138,-1,27,,,,,,
38,209,-1,-1,27,,,,,,
39,100,-1,-1,27,,,,,,
40,217,434,-1,29,,,,,,
41,93,-1,-1,30,,,,,,
42,155,-1,-1,28,,,,,,
43,122,-1,-1,36,,,,,,
44,153,-1,-1,"31, 34",,,,,,
45,158,316,-1,32,,,,,,
46,90,-1,-1,33,,,,,,
47,58,-1,-1,"2, 36",,,,,,
48,90,-1,63,38,,,,,,
49,22,-1,-1,34,,,,,,
50,126,-1,-1,40,,,,,,
51,193,-1,-1,43,,,,,,
52,122,-1,85,41,,,,,,
53,37,-1,25,43,,,,,,
54,218,436,-1,43,,,,,,
55,105,210,-1,42,,,,,,
56,53,-1,-1,45,,,,,,
57,148,-1,-1,"45, 48",,,,,,
58,173,346,121,47,,,,,,
59,139,278,97,50,,,,,,
60,165,330,-1,51,,,,,,
61,27,54,18,52,,,,,,
62,156,-1,-1,53,,,,,,
63,241,-1,-1,55,,,,,,
64,113,-1,-1,54,,,,,,
65,299,-1,-1,"57, 58",,,,,,
66,98,-1,-1,"17, 58",,,,,,
67,169,-1,-1,56,,,,,,
68,241,-1,-1,56,,,,,,
69,40,80,28,56,,,,,,
70,126,-1,-1,62,,,,,,
71,77,-1,-1,63,,,,,,
72,116,-1,81,59,,,,,,
73,114,228,-1,"64, 65",,,,,,
74,88,176,-1,"2, 60",,,,,,
75,236,-1,-1,"36, 61, 69",,,,,,
76,190,380,-1,"36, 69",,,,,,
77,45,-1,-1,"49, 56, 65",,,,,,
78,80,160,56,68,,,,,,
79,197,-1,-1,73,,,,,,
80,86,-1,60,70,,,,,,
81,118,-1,-1,71,,,,,,
82,163,-1,-1,72,,,,,,
83,155,-1,-1,75,,,,,,
84,74,-1,51,"44, 49, 74, 75",,,,,,
85,167,-1,116,79,,,,,,
86,101,-1,-1,82,,,,,,
87,52,-1,-1,"35, 57, 66, 80, 83, 84",,,,,,
88,203,-1,-1,"69, 81",,,,,,
89,129,258,-1,"77, 84",,,,,,
90,247,-1,-1,84,,,,,,
91,70,-1,49,"4, 38, 84",,,,,,
92,24,-1,-1,"38, 67, 83",,,,,,
93,180,-1,-1,"73, 83",,,,,,
94,60,-1,-1,"78, 84",,,,,,
95,118,-1,-1,84,,,,,,
96,148,-1,-1,86,,,,,,
97,76,152,-1,85,,,,,,
98,175,-1,122,"1, 94",,,,,,
99,278,-1,-1,"17, 88",,,,,,
100,118,-1,-1,"46, 67, 87",,,,,,
