File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_67_RF0.2_R20_S50,50,20,100,0.4,0.2,2,BN,0.2,0.201,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,571,-1,-1,,,,,,,
2,468,-1,-1,,,,,,,
3,839,-1,-1,,,,,,,
4,421,-1,-1,,,,,,,
5,553,-1,-1,,,,,,,
6,448,896,-1,,,,,,,
7,605,-1,-1,,,,,,,
8,673,-1,471,,,,,,,
9,401,-1,280,8,,,,,,
10,497,-1,-1,8,,,,,,
11,417,-1,-1,7,,,,,,
12,677,-1,-1,2,,,,,,
13,458,916,-1,3,,,,,,
14,492,-1,344,4,,,,,,
15,460,-1,-1,5,,,,,,
16,440,-1,-1,6,,,,,,
17,537,-1,375,15,,,,,,
18,327,-1,-1,14,,,,,,
19,482,-1,-1,12,,,,,,
20,561,-1,392,15,,,,,,
21,468,-1,-1,13,,,,,,
22,430,860,-1,15,,,,,,
23,380,-1,-1,16,,,,,,
24,499,-1,349,16,,,,,,
25,662,-1,-1,15,,,,,,
26,727,-1,-1,18,,,,,,
27,384,768,-1,24,,,,,,
28,578,-1,-1,17,,,,,,
29,560,-1,-1,20,,,,,,
30,694,-1,485,19,,,,,,
31,455,-1,-1,24,,,,,,
32,672,-1,470,20,,,,,,
33,488,-1,341,23,,,,,,
34,526,-1,-1,23,,,,,,
35,273,546,191,23,,,,,,
36,486,-1,-1,24,,,,,,
37,409,-1,-1,28,,,,,,
38,481,962,-1,35,,,,,,
39,602,-1,421,29,,,,,,
40,648,1296,-1,31,,,,,,
41,552,-1,386,30,,,,,,
42,458,-1,-1,32,,,,,,
43,433,-1,-1,31,,,,,,
44,558,-1,-1,32,,,,,,
45,593,-1,415,31,,,,,,
46,617,1234,431,34,,,,,,
47,569,-1,-1,36,,,,,,
48,446,892,-1,42,,,,,,
49,318,636,-1,40,,,,,,
50,515,-1,-1,39,,,,,,
51,536,1072,-1,47,,,,,,
52,632,-1,-1,45,,,,,,
53,364,-1,-1,"20, 43",,,,,,
54,594,-1,-1,40,,,,,,
55,405,-1,-1,"21, 51",,,,,,
56,527,1054,-1,50,,,,,,
57,524,-1,-1,49,,,,,,
58,814,-1,-1,52,,,,,,
59,416,832,-1,52,,,,,,
60,439,878,-1,"9, 26, 27, 37, 48, 55, 56",,,,,,
61,598,-1,-1,58,,,,,,
62,633,-1,443,58,,,,,,
63,263,526,-1,57,,,,,,
64,553,-1,-1,59,,,,,,
65,547,-1,382,59,,,,,,
66,507,-1,-1,58,,,,,,
67,350,-1,-1,60,,,,,,
68,361,-1,-1,60,,,,,,
69,641,-1,-1,60,,,,,,
70,364,-1,-1,60,,,,,,
71,606,-1,-1,60,,,,,,
72,621,1242,434,"1, 10, 11, 38, 61, 62",,,,,,
73,546,-1,-1,63,,,,,,
74,417,834,-1,65,,,,,,
75,451,-1,-1,60,,,,,,
76,526,-1,-1,65,,,,,,
77,310,-1,-1,66,,,,,,
78,626,-1,438,72,,,,,,
79,587,-1,-1,72,,,,,,
80,443,-1,-1,72,,,,,,
81,424,-1,-1,72,,,,,,
82,444,888,-1,67,,,,,,
83,427,-1,-1,74,,,,,,
84,264,528,-1,70,,,,,,
85,565,-1,395,76,,,,,,
86,425,-1,297,71,,,,,,
87,295,-1,-1,78,,,,,,
88,528,-1,-1,82,,,,,,
89,553,1106,-1,83,,,,,,
90,682,-1,-1,78,,,,,,
91,585,-1,-1,80,,,,,,
92,360,-1,-1,84,,,,,,
93,330,-1,-1,87,,,,,,
94,790,-1,-1,88,,,,,,
95,429,-1,-1,89,,,,,,
96,490,-1,-1,90,,,,,,
97,611,-1,-1,91,,,,,,
98,574,-1,-1,92,,,,,,
99,537,-1,-1,90,,,,,,
100,332,-1,-1,92,,,,,,
