File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_208_RF0.4_R10_S50,50,10,100,0.2,0.4,2,CH,0.2,0.199,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,469,938,328,,,,,,,
2,678,1356,474,,,,,,,
3,472,-1,-1,,,,,,,
4,463,926,-1,,,,,,,
5,597,-1,-1,,,,,,,
6,404,-1,282,1,,,,,,
7,450,-1,315,2,,,,,,
8,592,-1,414,2,,,,,,
9,618,1236,432,2,,,,,,
10,513,-1,-1,"3, 4",,,,,,
11,538,1076,-1,4,,,,,,
12,653,1306,457,3,,,,,,
13,428,-1,299,5,,,,,,
14,603,-1,422,2,,,,,,
15,623,-1,-1,6,,,,,,
16,755,1510,-1,7,,,,,,
17,640,1280,448,8,,,,,,
18,421,842,-1,9,,,,,,
19,512,-1,358,10,,,,,,
20,555,1110,388,"10, 11, 12",,,,,,
21,557,1114,389,11,,,,,,
22,599,-1,419,11,,,,,,
23,522,1044,-1,16,,,,,,
24,474,-1,-1,17,,,,,,
25,442,-1,-1,19,,,,,,
26,538,-1,376,15,,,,,,
27,553,-1,-1,21,,,,,,
28,532,1064,-1,18,,,,,,
29,223,446,-1,24,,,,,,
30,367,-1,256,27,,,,,,
31,591,1182,-1,26,,,,,,
32,261,522,-1,25,,,,,,
33,506,-1,-1,"20, 23",,,,,,
34,432,-1,-1,26,,,,,,
35,488,976,341,26,,,,,,
36,390,780,-1,34,,,,,,
37,397,-1,-1,29,,,,,,
38,434,868,-1,30,,,,,,
39,558,1116,-1,31,,,,,,
40,621,-1,434,35,,,,,,
41,403,806,-1,34,,,,,,
42,560,-1,392,34,,,,,,
43,500,-1,350,"22, 35",,,,,,
44,418,-1,-1,32,,,,,,
45,472,944,-1,35,,,,,,
46,469,-1,328,"27, 34",,,,,,
47,552,-1,-1,40,,,,,,
48,456,-1,319,41,,,,,,
49,681,-1,-1,36,,,,,,
50,636,-1,-1,42,,,,,,
51,429,858,-1,37,,,,,,
52,383,-1,-1,39,,,,,,
53,440,-1,-1,43,,,,,,
54,581,-1,-1,"2, 13, 42",,,,,,
55,535,1070,374,"10, 38",,,,,,
56,573,-1,401,"28, 45",,,,,,
57,574,-1,401,"33, 43",,,,,,
58,583,-1,-1,47,,,,,,
59,546,1092,382,48,,,,,,
60,495,-1,346,54,,,,,,
61,557,-1,-1,50,,,,,,
62,444,-1,310,52,,,,,,
63,376,-1,-1,53,,,,,,
64,585,1170,409,"49, 54",,,,,,
65,508,-1,-1,"10, 51",,,,,,
66,576,1152,-1,57,,,,,,
67,540,-1,378,56,,,,,,
68,509,1018,356,55,,,,,,
69,390,-1,273,58,,,,,,
70,564,1128,-1,59,,,,,,
71,426,-1,298,60,,,,,,
72,174,348,-1,61,,,,,,
73,356,-1,-1,62,,,,,,
74,396,-1,277,"22, 33, 64",,,,,,
75,205,-1,-1,"2, 5, 63",,,,,,
76,365,-1,-1,71,,,,,,
77,364,-1,254,72,,,,,,
78,553,-1,-1,69,,,,,,
79,586,-1,-1,73,,,,,,
80,683,-1,-1,74,,,,,,
81,692,-1,484,"22, 54, 70",,,,,,
82,598,-1,-1,"74, 75",,,,,,
83,664,1328,-1,"21, 54, 75",,,,,,
84,806,-1,-1,75,,,,,,
85,445,890,311,"10, 75",,,,,,
86,582,1164,-1,78,,,,,,
87,487,974,-1,80,,,,,,
88,420,-1,-1,"41, 66, 76, 77",,,,,,
89,471,-1,329,"3, 22, 79",,,,,,
90,560,1120,392,85,,,,,,
91,329,658,-1,82,,,,,,
92,461,-1,-1,"81, 82, 85",,,,,,
93,756,1512,-1,85,,,,,,
94,643,1286,-1,86,,,,,,
95,577,1154,403,"66, 87",,,,,,
96,633,-1,-1,"28, 45, 65, 89",,,,,,
97,388,-1,-1,"28, 42, 89, 90",,,,,,
98,490,980,-1,"21, 57, 92",,,,,,
99,445,-1,-1,"21, 90, 92",,,,,,
100,402,-1,-1,88,,,,,,
