File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_506_RF0.4_R10_S25,25,10,100,0.4,0.4,2,MIXED,0.9,0.895,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,337,-1,-1,,,,,,,
2,379,758,-1,,,,,,,
3,357,-1,-1,,,,,,,
4,422,-1,-1,,,,,,,
5,368,-1,-1,"1, 2, 3, 4",,,,,,
6,429,-1,-1,"2, 3, 4",,,,,,
7,485,970,339,"1, 2, 3, 4",,,,,,
8,569,1138,398,"5, 6, 7",,,,,,
9,317,634,-1,"5, 6, 7",,,,,,
10,314,-1,-1,"5, 6, 7",,,,,,
11,511,1022,-1,"8, 9, 10",,,,,,
12,840,-1,588,"8, 9, 10",,,,,,
13,378,-1,-1,"8, 9, 10",,,,,,
14,407,-1,284,"11, 12, 13",,,,,,
15,634,-1,-1,"11, 12",,,,,,
16,399,798,279,"11, 13",,,,,,
17,440,-1,-1,"14, 15, 16",,,,,,
18,502,1004,351,"14, 15",,,,,,
19,561,1122,392,"14, 15",,,,,,
20,461,-1,-1,"14, 15, 16",,,,,,
21,441,-1,-1,14,,,,,,
22,497,994,347,"17, 18, 20",,,,,,
23,402,-1,-1,"17, 20",,,,,,
24,487,-1,-1,"20, 21",,,,,,
25,415,830,-1,"22, 24",,,,,,
26,707,-1,494,"22, 23, 24",,,,,,
27,558,-1,390,"22, 23, 24",,,,,,
28,363,-1,254,"25, 26, 27",,,,,,
29,406,812,-1,"25, 26, 27",,,,,,
30,458,-1,-1,"25, 26, 27",,,,,,
31,474,-1,-1,"25, 26, 27",,,,,,
32,524,-1,-1,"28, 29, 30, 31",,,,,,
33,576,-1,-1,"28, 29, 30, 31",,,,,,
34,517,1034,-1,"32, 33",,,,,,
35,619,-1,433,"32, 33",,,,,,
36,332,-1,-1,"19, 32, 33",,,,,,
37,468,936,-1,32,,,,,,
38,473,-1,-1,"34, 35, 36, 37",,,,,,
39,575,-1,-1,"34, 35, 36, 37",,,,,,
40,382,764,-1,"34, 35, 36, 37",,,,,,
41,417,-1,-1,"34, 35, 36, 37",,,,,,
42,351,-1,-1,"34, 35, 37",,,,,,
43,648,1296,-1,"39, 40",,,,,,
44,526,-1,-1,"38, 40, 41",,,,,,
45,647,-1,-1,"38, 41",,,,,,
46,292,584,-1,"43, 45",,,,,,
47,458,-1,-1,45,,,,,,
48,390,780,-1,"43, 44, 45",,,,,,
49,445,890,311,"47, 48",,,,,,
50,485,970,-1,"46, 47",,,,,,
51,776,-1,543,"47, 48",,,,,,
52,517,-1,-1,"39, 47",,,,,,
53,457,914,319,"47, 48",,,,,,
54,470,-1,329,"49, 50, 52",,,,,,
55,608,-1,-1,50,,,,,,
56,599,-1,-1,"42, 51, 53",,,,,,
57,551,-1,-1,51,,,,,,
58,568,1136,397,"56, 57",,,,,,
59,484,968,338,"52, 57",,,,,,
60,649,1298,454,"46, 58",,,,,,
61,505,1010,-1,"54, 55, 56, 59",,,,,,
62,609,1218,-1,"49, 52, 58",,,,,,
63,376,-1,263,"49, 58",,,,,,
64,440,880,-1,"60, 61",,,,,,
65,373,746,261,"60, 62",,,,,,
66,288,-1,201,"64, 65",,,,,,
67,534,1068,373,65,,,,,,
68,498,996,-1,"59, 65",,,,,,
69,549,-1,-1,68,,,,,,
70,865,1730,-1,66,,,,,,
71,624,-1,436,"55, 63, 69",,,,,,
72,570,-1,399,"69, 70",,,,,,
73,556,-1,389,70,,,,,,
74,434,-1,-1,70,,,,,,
75,455,910,318,"69, 70",,,,,,
76,734,-1,513,"72, 74, 75",,,,,,
77,647,-1,-1,"71, 75",,,,,,
78,462,-1,323,75,,,,,,
79,584,-1,-1,"76, 78",,,,,,
80,507,-1,354,"71, 76",,,,,,
81,501,-1,350,76,,,,,,
82,666,1332,-1,80,,,,,,
83,622,1244,435,80,,,,,,
84,514,1028,359,80,,,,,,
85,580,1160,406,80,,,,,,
86,520,1040,-1,"63, 79",,,,,,
87,633,-1,-1,84,,,,,,
88,414,-1,-1,"83, 86",,,,,,
89,547,-1,-1,86,,,,,,
90,468,-1,327,87,,,,,,
91,600,1200,420,88,,,,,,
92,353,-1,247,"67, 89",,,,,,
93,512,-1,358,89,,,,,,
94,801,-1,-1,"77, 84, 91, 93",,,,,,
95,479,958,335,93,,,,,,
96,368,-1,-1,"67, 93",,,,,,
97,578,1156,-1,"83, 92",,,,,,
98,407,-1,-1,95,,,,,,
99,478,-1,-1,"95, 97",,,,,,
100,398,796,278,94,,,,,,
