File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_463_RF0.2_R0_S25,25,0,100,0.0,0.2,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,74,148,-1,,,,,,,
2,543,1086,-1,,,,,,,
3,228,-1,-1,,,,,,,
4,256,-1,-1,,,,,,,
5,152,304,106,"1, 2, 3, 4",,,,,,
6,47,-1,-1,"1, 2, 3, 4",,,,,,
7,59,-1,41,"1, 2, 3, 4",,,,,,
8,199,-1,-1,"5, 6, 7",,,,,,
9,182,364,-1,"5, 6, 7",,,,,,
10,445,-1,-1,"8, 9",,,,,,
11,152,-1,-1,"8, 9",,,,,,
12,48,-1,-1,"8, 9",,,,,,
13,81,-1,-1,"8, 9",,,,,,
14,302,-1,-1,"10, 11, 12, 13",,,,,,
15,513,-1,-1,"10, 11, 12, 13",,,,,,
16,175,-1,-1,"14, 15",,,,,,
17,39,-1,-1,"14, 15",,,,,,
18,469,938,-1,"16, 17",,,,,,
19,536,-1,375,"16, 17",,,,,,
20,232,-1,-1,"16, 17",,,,,,
21,112,-1,78,"16, 17",,,,,,
22,88,-1,-1,"16, 17",,,,,,
23,301,-1,210,"18, 19, 20, 21, 22",,,,,,
24,72,-1,-1,"18, 19, 20, 21, 22",,,,,,
25,51,-1,-1,"18, 19, 20, 21, 22",,,,,,
26,532,-1,-1,"23, 24, 25",,,,,,
27,82,164,-1,"23, 24, 25",,,,,,
28,186,-1,-1,"23, 24, 25",,,,,,
29,466,-1,-1,"26, 27, 28",,,,,,
30,330,-1,-1,"26, 27, 28",,,,,,
31,41,-1,28,"26, 27, 28",,,,,,
32,170,-1,-1,"29, 30, 31",,,,,,
33,217,-1,-1,"29, 30, 31",,,,,,
34,519,-1,-1,"29, 30, 31",,,,,,
35,199,-1,-1,"32, 33, 34",,,,,,
36,166,-1,116,"32, 33, 34",,,,,,
37,235,-1,164,"35, 36",,,,,,
38,504,-1,-1,"35, 36",,,,,,
39,239,478,-1,"35, 36",,,,,,
40,201,-1,-1,"35, 36",,,,,,
41,239,-1,-1,"37, 38, 39, 40",,,,,,
42,40,-1,-1,"37, 38, 39, 40",,,,,,
43,188,-1,-1,"37, 39, 40",,,,,,
44,426,852,-1,"41, 42, 43",,,,,,
45,89,-1,-1,"41, 42, 43",,,,,,
46,359,-1,-1,"41, 43",,,,,,
47,485,-1,-1,"41, 43",,,,,,
48,493,-1,-1,"44, 45, 46",,,,,,
49,70,140,49,"44, 45",,,,,,
50,474,-1,331,"44, 46",,,,,,
51,247,-1,-1,"44, 45",,,,,,
52,34,-1,-1,"48, 49, 50, 51",,,,,,
53,148,-1,-1,52,,,,,,
54,113,-1,79,52,,,,,,
55,192,384,134,"53, 54",,,,,,
56,124,-1,-1,"53, 54",,,,,,
57,249,-1,-1,53,,,,,,
58,546,1092,-1,55,,,,,,
59,64,-1,-1,"54, 57",,,,,,
60,99,-1,-1,55,,,,,,
61,486,-1,-1,55,,,,,,
62,533,-1,-1,59,,,,,,
63,230,-1,161,"59, 61",,,,,,
64,38,-1,-1,"56, 59",,,,,,
65,137,274,-1,"63, 64",,,,,,
66,271,542,189,"62, 63, 64",,,,,,
67,260,-1,-1,"63, 64",,,,,,
68,542,-1,-1,"47, 61, 62, 64",,,,,,
69,204,-1,-1,"47, 64",,,,,,
70,497,-1,-1,"55, 69",,,,,,
71,299,-1,209,66,,,,,,
72,102,-1,-1,"47, 66",,,,,,
73,139,278,-1,67,,,,,,
74,53,-1,-1,"67, 68, 70, 72",,,,,,
75,124,-1,-1,"58, 70, 73",,,,,,
76,375,750,-1,"58, 66, 70",,,,,,
77,68,-1,47,"58, 65, 69, 71",,,,,,
78,108,-1,-1,"58, 69, 71",,,,,,
79,133,-1,93,"70, 71",,,,,,
80,205,-1,-1,"70, 71",,,,,,
81,537,-1,-1,"75, 80",,,,,,
82,199,-1,-1,"76, 77",,,,,,
83,559,-1,-1,"77, 80",,,,,,
84,264,-1,184,83,,,,,,
85,268,-1,-1,"79, 81",,,,,,
86,296,-1,-1,"75, 82",,,,,,
87,228,-1,-1,86,,,,,,
88,190,380,-1,84,,,,,,
89,236,472,165,84,,,,,,
90,54,-1,-1,"60, 68, 84",,,,,,
91,275,-1,-1,"73, 89",,,,,,
92,150,300,-1,90,,,,,,
93,286,-1,-1,"60, 76, 85, 89",,,,,,
94,300,-1,-1,"73, 78, 79, 89, 90",,,,,,
95,223,-1,-1,"60, 73, 74, 82, 89",,,,,,
96,33,-1,23,"90, 91",,,,,,
97,216,-1,-1,"81, 92",,,,,,
98,171,-1,-1,95,,,,,,
99,493,986,-1,"92, 94",,,,,,
100,64,128,-1,"87, 94",,,,,,
