File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_470_RF0.4_R5_S25,25,5,100,0.2,0.4,2,MIXED,0.9,0.895,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,187,-1,130,,,,,,,
2,31,-1,21,,,,,,,
3,184,368,128,"1, 2",,,,,,
4,65,130,-1,"1, 2",,,,,,
5,224,-1,156,"3, 4",,,,,,
6,89,178,62,"3, 4",,,,,,
7,106,212,-1,"3, 4",,,,,,
8,556,-1,-1,"3, 4",,,,,,
9,39,-1,-1,"3, 4",,,,,,
10,536,-1,-1,"5, 6, 7, 8, 9",,,,,,
11,517,1034,-1,"5, 6, 7, 8, 9",,,,,,
12,186,-1,130,"5, 6, 7, 8, 9",,,,,,
13,68,136,-1,"10, 11, 12",,,,,,
14,63,-1,-1,"10, 11, 12",,,,,,
15,213,-1,149,"10, 11, 12",,,,,,
16,445,-1,-1,"13, 14, 15",,,,,,
17,257,-1,-1,"13, 14, 15",,,,,,
18,211,-1,-1,"13, 14, 15",,,,,,
19,45,-1,-1,"13, 14, 15",,,,,,
20,165,330,115,"16, 17, 19",,,,,,
21,290,580,-1,"16, 19",,,,,,
22,169,338,118,"16, 18",,,,,,
23,177,354,123,"16, 18",,,,,,
24,72,-1,-1,"20, 21, 22, 23",,,,,,
25,54,-1,-1,"20, 21, 22, 23",,,,,,
26,60,120,42,"20, 21, 22, 23",,,,,,
27,345,-1,-1,"24, 25, 26",,,,,,
28,104,-1,-1,"24, 25, 26",,,,,,
29,295,590,206,"24, 25, 26",,,,,,
30,566,-1,-1,"25, 26",,,,,,
31,28,-1,-1,"27, 28, 29, 30",,,,,,
32,88,-1,61,"27, 28, 29, 30",,,,,,
33,59,-1,-1,"27, 28, 29, 30",,,,,,
34,105,-1,-1,"31, 32, 33",,,,,,
35,362,724,253,"31, 32, 33",,,,,,
36,140,-1,-1,"31, 32, 33",,,,,,
37,122,-1,85,"34, 35, 36",,,,,,
38,37,74,25,"34, 35, 36",,,,,,
39,237,-1,-1,38,,,,,,
40,308,616,-1,38,,,,,,
41,616,1232,-1,38,,,,,,
42,305,-1,213,"37, 38",,,,,,
43,102,-1,-1,"39, 40, 41, 42",,,,,,
44,75,-1,-1,"39, 40, 41, 42",,,,,,
45,80,-1,56,"39, 40, 41, 42",,,,,,
46,174,348,-1,"43, 44, 45",,,,,,
47,191,-1,-1,"44, 45",,,,,,
48,84,-1,58,45,,,,,,
49,105,210,73,"43, 45",,,,,,
50,94,-1,-1,"44, 45",,,,,,
51,53,106,37,"46, 47, 48, 49, 50",,,,,,
52,452,904,316,51,,,,,,
53,215,-1,-1,51,,,,,,
54,73,-1,51,51,,,,,,
55,473,946,331,51,,,,,,
56,448,896,-1,"52, 53, 54",,,,,,
57,495,-1,346,"52, 53, 54",,,,,,
58,559,-1,-1,"52, 53, 54",,,,,,
59,374,-1,-1,57,,,,,,
60,174,-1,121,"55, 58",,,,,,
61,168,336,-1,"55, 59",,,,,,
62,128,-1,-1,"56, 61",,,,,,
63,188,-1,-1,61,,,,,,
64,569,-1,-1,61,,,,,,
65,346,-1,242,"56, 61",,,,,,
66,194,388,-1,"63, 65",,,,,,
67,263,-1,-1,"63, 65",,,,,,
68,335,-1,-1,63,,,,,,
69,324,648,226,62,,,,,,
70,99,-1,-1,"66, 67, 68",,,,,,
71,424,848,-1,"56, 68",,,,,,
72,118,-1,82,67,,,,,,
73,548,1096,383,69,,,,,,
74,429,858,300,68,,,,,,
75,420,840,-1,"66, 72",,,,,,
76,338,-1,236,"58, 72, 74",,,,,,
77,74,-1,51,74,,,,,,
78,127,254,-1,"58, 71",,,,,,
79,312,624,218,77,,,,,,
80,277,-1,-1,78,,,,,,
81,192,-1,134,"67, 78",,,,,,
82,295,590,206,"75, 76",,,,,,
83,244,-1,-1,"64, 76, 80",,,,,,
84,360,-1,-1,"64, 66, 79, 80, 81",,,,,,
85,112,-1,78,"70, 81, 82",,,,,,
86,505,-1,-1,"79, 81",,,,,,
87,66,-1,-1,"69, 83",,,,,,
88,137,274,-1,"76, 86",,,,,,
89,137,274,-1,86,,,,,,
90,337,-1,-1,"75, 84",,,,,,
91,134,-1,-1,88,,,,,,
92,522,1044,-1,"83, 84, 85, 88, 89",,,,,,
93,248,496,173,"85, 90",,,,,,
94,300,600,-1,88,,,,,,
95,542,-1,379,"69, 88, 90",,,,,,
96,140,-1,98,"92, 94",,,,,,
97,352,704,-1,95,,,,,,
98,81,-1,-1,"85, 95",,,,,,
99,31,62,-1,"85, 95",,,,,,
100,151,302,-1,"90, 92, 94",,,,,,
