File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_3_RF0.4_R5_S25,25,5,100,0.2,0.4,2,BN,0.2,0.201,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,146,-1,102,,,,,,,
2,28,56,-1,,,,,,,
3,249,-1,-1,,,,,,,
4,30,-1,-1,,,,,,,
5,174,-1,-1,,,,,,,
6,267,534,186,,,,,,,
7,110,220,-1,,,,,,,
8,268,-1,187,6,,,,,,
9,76,-1,53,"6, 7",,,,,,
10,98,-1,68,5,,,,,,
11,184,368,-1,4,,,,,,
12,122,244,-1,6,,,,,,
13,342,-1,-1,7,,,,,,
14,107,214,74,6,,,,,,
15,265,530,-1,14,,,,,,
16,25,50,17,11,,,,,,
17,56,-1,-1,10,,,,,,
18,30,-1,21,12,,,,,,
19,211,422,-1,14,,,,,,
20,318,-1,222,14,,,,,,
21,178,-1,-1,13,,,,,,
22,169,338,118,17,,,,,,
23,95,-1,66,16,,,,,,
24,242,-1,-1,18,,,,,,
25,113,-1,79,19,,,,,,
26,184,-1,128,20,,,,,,
27,123,-1,86,19,,,,,,
28,43,-1,30,19,,,,,,
29,27,54,-1,20,,,,,,
30,378,-1,-1,20,,,,,,
31,169,-1,-1,23,,,,,,
32,220,440,-1,24,,,,,,
33,190,380,133,30,,,,,,
34,420,-1,-1,26,,,,,,
35,244,488,170,27,,,,,,
36,283,-1,-1,29,,,,,,
37,169,338,-1,27,,,,,,
38,186,372,-1,34,,,,,,
39,304,-1,-1,33,,,,,,
40,263,-1,-1,32,,,,,,
41,47,-1,-1,33,,,,,,
42,528,-1,-1,31,,,,,,
43,601,1202,-1,33,,,,,,
44,254,-1,177,35,,,,,,
45,240,-1,-1,33,,,,,,
46,272,544,-1,33,,,,,,
47,194,388,135,35,,,,,,
48,124,248,-1,36,,,,,,
49,78,-1,54,33,,,,,,
50,515,1030,-1,37,,,,,,
51,150,-1,105,48,,,,,,
52,77,154,53,48,,,,,,
53,48,-1,33,39,,,,,,
54,422,-1,295,43,,,,,,
55,68,136,-1,41,,,,,,
56,77,154,-1,40,,,,,,
57,45,-1,31,48,,,,,,
58,181,362,-1,56,,,,,,
59,96,192,-1,56,,,,,,
60,237,474,-1,56,,,,,,
61,115,-1,-1,54,,,,,,
62,556,1112,389,53,,,,,,
63,69,138,-1,55,,,,,,
64,217,434,151,56,,,,,,
65,61,122,42,"1, 8, 9, 22, 38, 51, 58, 59",,,,,,
66,21,-1,-1,62,,,,,,
67,105,-1,-1,63,,,,,,
68,171,-1,119,61,,,,,,
69,608,1216,-1,62,,,,,,
70,194,-1,-1,62,,,,,,
71,194,388,-1,63,,,,,,
72,389,-1,272,62,,,,,,
73,336,-1,-1,62,,,,,,
74,30,-1,21,62,,,,,,
75,168,-1,-1,64,,,,,,
76,177,354,123,65,,,,,,
77,101,-1,-1,65,,,,,,
78,104,-1,-1,65,,,,,,
79,173,-1,-1,65,,,,,,
80,57,-1,39,65,,,,,,
81,122,-1,85,68,,,,,,
82,94,188,-1,"47, 69",,,,,,
83,200,-1,-1,65,,,,,,
84,558,-1,-1,67,,,,,,
85,290,580,-1,66,,,,,,
86,198,-1,-1,67,,,,,,
87,114,-1,-1,"2, 3, 15, 52, 60, 76, 81, 82, 83",,,,,,
88,164,-1,-1,84,,,,,,
89,60,-1,-1,85,,,,,,
90,193,-1,135,86,,,,,,
91,55,110,38,86,,,,,,
92,114,-1,-1,80,,,,,,
93,301,-1,-1,87,,,,,,
94,196,-1,-1,87,,,,,,
95,447,-1,-1,87,,,,,,
96,95,190,66,87,,,,,,
97,330,660,231,87,,,,,,
98,194,388,135,87,,,,,,
99,101,-1,70,88,,,,,,
100,396,-1,-1,89,,,,,,
