File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_513_RF0.4_R10_S50,50,10,100,0.2,0.4,2,MIXED,0.9,0.895,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,512,-1,-1,,,,,,,
2,501,-1,-1,,,,,,,
3,542,-1,379,,,,,,,
4,591,1182,413,,,,,,,
5,423,846,296,"1, 2, 3, 4",,,,,,
6,485,-1,339,"1, 2, 3, 4",,,,,,
7,631,-1,-1,"1, 2, 3, 4",,,,,,
8,450,-1,315,"1, 2, 3, 4",,,,,,
9,338,676,-1,"5, 6, 7, 8",,,,,,
10,394,-1,-1,"5, 6, 7, 8",,,,,,
11,324,-1,-1,"9, 10",,,,,,
12,393,-1,-1,"9, 10",,,,,,
13,541,-1,-1,"9, 10",,,,,,
14,519,1038,-1,"11, 12, 13",,,,,,
15,370,740,-1,"11, 12, 13",,,,,,
16,312,624,218,"11, 12, 13",,,,,,
17,308,616,-1,"11, 12, 13",,,,,,
18,709,-1,-1,"14, 15, 16, 17",,,,,,
19,372,-1,-1,"15, 16, 17",,,,,,
20,528,1056,369,"14, 15, 16, 17",,,,,,
21,581,1162,406,"18, 19, 20",,,,,,
22,578,1156,-1,"18, 19, 20",,,,,,
23,752,1504,-1,"18, 19, 20",,,,,,
24,505,-1,353,"18, 19, 20",,,,,,
25,460,920,322,"21, 22, 23",,,,,,
26,568,-1,397,"23, 24",,,,,,
27,601,1202,-1,"23, 24",,,,,,
28,475,-1,-1,"23, 24",,,,,,
29,447,894,-1,"23, 24",,,,,,
30,675,-1,472,"25, 27, 28, 29",,,,,,
31,501,-1,350,"25, 27, 28, 29",,,,,,
32,503,-1,352,"30, 31",,,,,,
33,280,-1,-1,"30, 31",,,,,,
34,615,1230,-1,"26, 30, 31",,,,,,
35,548,-1,383,"30, 31",,,,,,
36,325,650,227,"32, 33, 34, 35",,,,,,
37,675,-1,472,"32, 33, 34, 35",,,,,,
38,434,868,-1,"32, 33, 34, 35",,,,,,
39,580,-1,406,"36, 37, 38",,,,,,
40,304,-1,-1,"36, 37",,,,,,
41,363,726,-1,"37, 38",,,,,,
42,477,954,-1,"37, 38",,,,,,
43,573,-1,401,"39, 41, 42",,,,,,
44,583,1166,-1,"39, 42",,,,,,
45,534,-1,373,"36, 41, 42",,,,,,
46,644,-1,-1,"40, 41, 42",,,,,,
47,351,-1,245,"43, 45",,,,,,
48,472,944,-1,"43, 44",,,,,,
49,352,704,-1,"47, 48",,,,,,
50,560,1120,392,48,,,,,,
51,566,-1,-1,"47, 48",,,,,,
52,421,-1,-1,"49, 50",,,,,,
53,456,-1,319,"49, 50",,,,,,
54,325,-1,-1,50,,,,,,
55,619,-1,-1,51,,,,,,
56,603,-1,-1,"51, 53, 54",,,,,,
57,428,856,299,"53, 54",,,,,,
58,724,-1,506,"51, 53, 54",,,,,,
59,575,1150,402,"40, 54",,,,,,
60,637,1274,445,"55, 57, 59",,,,,,
61,586,1172,-1,59,,,,,,
62,323,-1,-1,"45, 46, 59",,,,,,
63,741,1482,-1,57,,,,,,
64,446,892,312,"45, 59",,,,,,
65,711,-1,-1,"61, 63",,,,,,
66,568,-1,-1,"60, 61",,,,,,
67,567,-1,-1,"49, 62",,,,,,
68,406,-1,-1,"52, 65, 66",,,,,,
69,510,-1,357,"65, 66",,,,,,
70,610,-1,427,"52, 60, 67",,,,,,
71,406,812,284,"52, 60, 65, 67",,,,,,
72,457,-1,-1,"56, 64, 68, 71",,,,,,
73,480,-1,-1,"68, 70, 71",,,,,,
74,490,-1,343,"68, 69, 71",,,,,,
75,546,-1,-1,"72, 74",,,,,,
76,435,-1,-1,"73, 74",,,,,,
77,505,-1,-1,76,,,,,,
78,522,1044,-1,"72, 76",,,,,,
79,412,-1,-1,75,,,,,,
80,489,-1,342,"72, 77",,,,,,
81,540,1080,378,"64, 77",,,,,,
82,522,1044,-1,80,,,,,,
83,543,-1,-1,81,,,,,,
84,341,-1,-1,"78, 79, 82",,,,,,
85,558,1116,-1,"82, 83",,,,,,
86,482,964,-1,"56, 83",,,,,,
87,444,-1,-1,83,,,,,,
88,415,-1,-1,83,,,,,,
89,325,-1,-1,87,,,,,,
90,320,640,224,"75, 86, 87",,,,,,
91,676,-1,-1,"84, 88",,,,,,
92,652,-1,-1,84,,,,,,
93,628,1256,-1,"58, 84",,,,,,
94,564,1128,-1,"56, 87",,,,,,
95,447,894,312,"88, 89",,,,,,
96,294,-1,205,"80, 94",,,,,,
97,439,-1,307,"82, 94",,,,,,
98,658,-1,460,"95, 97",,,,,,
99,495,-1,346,97,,,,,,
100,512,1024,-1,"75, 97",,,,,,
