File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_463_RF0.4_R2_S10,10,2,20,0.2,0.4,2,MIXED,0.9,0.8,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,37,74,-1,,,,,,,
2,158,-1,110,,,,,,,
3,60,-1,42,2,,,,,,
4,228,-1,-1,2,,,,,,
5,283,566,198,"3, 4",,,,,,
6,58,-1,-1,"1, 5",,,,,,
7,62,124,-1,"1, 5",,,,,,
8,64,128,44,"1, 5",,,,,,
9,20,40,-1,"6, 8",,,,,,
10,204,-1,-1,"6, 8",,,,,,
11,97,-1,-1,8,,,,,,
12,246,-1,-1,"10, 11",,,,,,
13,123,246,-1,10,,,,,,
14,280,-1,196,"7, 12",,,,,,
15,205,-1,143,"7, 9, 12",,,,,,
16,72,144,-1,"9, 14",,,,,,
17,268,-1,187,15,,,,,,
18,75,-1,52,"13, 15, 16",,,,,,
19,190,380,-1,"16, 17",,,,,,
20,118,-1,-1,17,,,,,,
