File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_334_RF0.2_R0_S5,5,0,20,0.0,0.2,2,MIXED,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,429,-1,-1,,,,,,,
2,565,-1,-1,,,,,,,
3,497,994,-1,,,,,,,
4,435,-1,-1,,,,,,,
5,467,934,326,,,,,,,
6,682,-1,-1,1,,,,,,
7,261,-1,-1,3,,,,,,
8,561,-1,-1,1,,,,,,
9,430,-1,-1,3,,,,,,
10,366,732,-1,6,,,,,,
11,336,-1,-1,7,,,,,,
12,610,1220,-1,7,,,,,,
13,499,-1,-1,12,,,,,,
14,621,-1,-1,12,,,,,,
15,603,-1,-1,10,,,,,,
16,355,-1,-1,11,,,,,,
17,318,-1,222,15,,,,,,
18,450,-1,-1,14,,,,,,
19,369,-1,258,13,,,,,,
20,616,-1,431,13,,,,,,
