File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_503_RF0.2_R2_S10,10,2,20,0.2,0.2,2,MIXED,0.9,0.8,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,219,-1,-1,,,,,,,
2,117,-1,81,,,,,,,
3,134,-1,-1,1,,,,,,
4,496,-1,-1,1,,,,,,
5,466,-1,-1,4,,,,,,
6,483,-1,-1,"2, 3, 4",,,,,,
7,145,290,-1,4,,,,,,
8,325,-1,-1,"5, 6, 7",,,,,,
9,311,-1,-1,5,,,,,,
10,142,-1,-1,"6, 9",,,,,,
11,550,1100,-1,8,,,,,,
12,192,384,-1,"10, 11",,,,,,
13,198,-1,-1,"9, 11",,,,,,
14,237,-1,-1,12,,,,,,
15,136,-1,-1,"12, 13",,,,,,
16,428,-1,299,14,,,,,,
17,252,-1,-1,14,,,,,,
18,273,-1,191,16,,,,,,
19,170,340,-1,"15, 17",,,,,,
20,22,-1,15,"13, 16",,,,,,
