File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_475_RF0.2_R2_S10,10,2,20,0.2,0.2,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,414,-1,-1,,,,,,,
2,388,-1,-1,,,,,,,
3,387,774,-1,2,,,,,,
4,475,-1,332,"1, 2",,,,,,
5,563,-1,-1,"1, 2",,,,,,
6,418,-1,-1,"3, 5",,,,,,
7,528,1056,-1,5,,,,,,
8,477,954,-1,"6, 7",,,,,,
9,437,-1,-1,"4, 6, 7",,,,,,
10,679,-1,-1,6,,,,,,
11,511,-1,-1,9,,,,,,
12,277,554,-1,11,,,,,,
13,642,-1,-1,11,,,,,,
14,530,-1,-1,"8, 10, 11",,,,,,
15,388,-1,-1,"10, 11",,,,,,
16,420,-1,294,"12, 14, 15",,,,,,
17,498,-1,348,"12, 14",,,,,,
18,468,-1,-1,"15, 17",,,,,,
19,609,-1,426,18,,,,,,
20,480,-1,-1,"16, 18",,,,,,
