File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_311_RF0.2_R2_S5,5,2,20,0.4,0.2,2,MIXED,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,155,-1,-1,,,,,,,
2,128,-1,-1,,,,,,,
3,167,-1,-1,,,,,,,
4,66,132,-1,,,,,,,
5,212,-1,-1,1,,,,,,
6,159,-1,-1,2,,,,,,
7,75,150,52,1,,,,,,
8,168,336,-1,2,,,,,,
9,70,-1,-1,1,,,,,,
10,126,-1,88,9,,,,,,
11,22,-1,-1,8,,,,,,
12,186,-1,-1,8,,,,,,
13,267,-1,-1,8,,,,,,
14,69,-1,-1,13,,,,,,
15,302,-1,211,13,,,,,,
16,192,-1,-1,13,,,,,,
17,99,-1,-1,14,,,,,,
18,218,436,-1,14,,,,,,
19,131,-1,91,14,,,,,,
20,101,-1,-1,14,,,,,,
