File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_186_RF0.4_R4_S10,10,4,20,0.4,0.4,2,CH,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,660,1320,462,,,,,,,
2,570,-1,-1,,,,,,,
3,596,1192,-1,1,,,,,,
4,552,1104,386,2,,,,,,
5,455,-1,-1,2,,,,,,
6,398,796,-1,2,,,,,,
7,503,-1,-1,2,,,,,,
8,517,-1,-1,2,,,,,,
9,490,-1,-1,2,,,,,,
10,532,-1,372,3,,,,,,
11,667,-1,-1,4,,,,,,
12,348,-1,-1,6,,,,,,
13,768,-1,-1,7,,,,,,
14,573,-1,-1,6,,,,,,
15,515,-1,360,10,,,,,,
16,469,938,-1,12,,,,,,
17,714,1428,499,11,,,,,,
18,698,-1,488,15,,,,,,
19,470,940,329,16,,,,,,
20,448,896,313,17,,,,,,
