File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_492_RF0.2_R4_S10,10,4,20,0.4,0.2,2,MIXED,0.9,0.8,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,229,-1,-1,,,,,,,
2,29,-1,-1,,,,,,,
3,36,-1,-1,,,,,,,
4,244,-1,-1,"1, 2",,,,,,
5,107,-1,-1,2,,,,,,
6,264,-1,-1,"4, 5",,,,,,
7,88,-1,61,"3, 6",,,,,,
8,581,-1,406,6,,,,,,
9,132,-1,92,7,,,,,,
10,499,-1,-1,"7, 8",,,,,,
11,216,-1,-1,7,,,,,,
12,126,-1,-1,8,,,,,,
13,283,566,-1,"9, 11",,,,,,
14,123,-1,-1,13,,,,,,
15,267,534,-1,13,,,,,,
16,187,374,-1,"8, 13",,,,,,
17,567,-1,396,"12, 14, 15, 16",,,,,,
18,418,-1,-1,"12, 14, 15, 16",,,,,,
19,220,-1,-1,"10, 17, 18",,,,,,
20,165,330,-1,"10, 17, 18",,,,,,
