File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_325_RF0.4_R2_S10,10,2,20,0.2,0.4,2,MIXED,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,389,778,272,,,,,,,
2,535,-1,-1,,,,,,,
3,582,-1,407,,,,,,,
4,701,1402,-1,,,,,,,
5,539,1078,-1,1,,,,,,
6,525,-1,367,2,,,,,,
7,421,-1,-1,2,,,,,,
8,359,-1,251,4,,,,,,
9,586,-1,410,8,,,,,,
10,554,1108,-1,8,,,,,,
11,663,1326,-1,7,,,,,,
12,664,-1,-1,8,,,,,,
13,648,1296,453,5,,,,,,
14,618,-1,432,11,,,,,,
15,533,-1,-1,13,,,,,,
16,373,-1,261,13,,,,,,
17,379,-1,-1,12,,,,,,
18,761,1522,-1,16,,,,,,
19,567,-1,-1,17,,,,,,
20,367,734,-1,15,,,,,,
